user_id,created_at,country,acquisition_channel,customer_segment,device_preference
USR-00024803,2025-02-13 04:37:01,US,Paid Search,Regular,Mobile
USR-00017695,2025-02-13 04:53:02,CA,Direct,Regular,Desktop
USR-00015165,2025-02-13 05:24:17,US,Direct,VIP,Mobile
USR-00011239,2025-02-13 05:39:26,US,Organic Search,Bargain,Desktop
USR-00002597,2025-02-13 06:07:46,US,Paid Search,Bargain,Mobile
USR-00006022,2025-02-13 06:13:38,US,Direct,Regular,Mobile
USR-00002895,2025-02-13 06:27:00,US,Organic Search,Bargain,Tablet
USR-00019902,2025-02-13 07:13:54,US,Email,Bargain,Mobile
USR-00004518,2025-02-13 07:26:45,US,Organic Search,Bargain,Desktop
USR-00004846,2025-02-13 07:32:18,CA,Direct,Regular,Desktop
USR-00007368,2025-02-13 08:00:15,US,Organic Search,Regular,Mobile
USR-00019880,2025-02-13 08:07:58,UK,Paid Search,VIP,Desktop
USR-00015268,2025-02-13 08:20:24,AU,Organic Search,Bargain,Mobile
USR-00022021,2025-02-13 08:34:23,US,Organic Search,Regular,Mobile
USR-00020581,2025-02-13 08:39:38,FR,Direct,Regular,Desktop
USR-00024557,2025-02-13 08:41:05,US,Paid Search,Regular,Desktop
USR-00016978,2025-02-13 08:53:14,US,Direct,Regular,Mobile
USR-00026997,2025-02-13 08:57:42,CA,Direct,Bargain,Mobile
USR-00001109,2025-02-13 09:01:21,DE,Email,VIP,Mobile
USR-00005885,2025-02-13 10:37:19,US,Email,Regular,Desktop
USR-00013722,2025-02-13 10:39:06,US,Paid Search,Regular,Mobile
USR-00017914,2025-02-13 10:46:13,US,Social,Regular,Mobile
USR-00016870,2025-02-13 10:51:56,US,Email,VIP,Mobile
USR-00007413,2025-02-13 11:43:46,US,Paid Search,Bargain,Desktop
USR-00016634,2025-02-13 11:45:41,US,Organic Search,VIP,Mobile
USR-00012601,2025-02-13 11:52:40,FR,Direct,Bargain,Mobile
USR-00026163,2025-02-13 12:31:31,CA,Organic Search,Regular,Mobile
USR-00021110,2025-02-13 12:38:30,US,Social,Regular,Mobile
USR-00015696,2025-02-13 12:38:32,FR,Paid Search,VIP,Desktop
USR-00013548,2025-02-13 13:17:20,UK,Direct,Regular,Tablet
USR-00029440,2025-02-13 13:27:20,CA,Organic Search,VIP,Mobile
USR-00008515,2025-02-13 13:44:07,UK,Email,VIP,Mobile
USR-00011660,2025-02-13 14:04:49,US,Organic Search,Regular,Desktop
USR-00016323,2025-02-13 14:58:01,AU,Paid Search,Regular,Tablet
USR-00011999,2025-02-13 15:09:38,UK,Direct,Regular,Desktop
USR-00010743,2025-02-13 15:32:56,US,Direct,VIP,Mobile
USR-00029082,2025-02-13 15:55:11,CA,Referral,Bargain,Desktop
USR-00021302,2025-02-13 16:10:14,FR,Direct,VIP,Desktop
USR-00023648,2025-02-13 16:12:25,CA,Direct,Regular,Mobile
USR-00002016,2025-02-13 16:22:03,CA,Referral,Bargain,Desktop
USR-00027552,2025-02-13 17:01:45,UK,Social,Regular,Mobile
USR-00027853,2025-02-13 17:04:15,US,Email,Bargain,Mobile
USR-00012136,2025-02-13 17:04:24,CA,Email,Bargain,Desktop
USR-00011416,2025-02-13 17:08:20,US,Referral,Regular,Tablet
USR-00003762,2025-02-13 17:08:31,UK,Organic Search,VIP,Mobile
USR-00028448,2025-02-13 17:24:03,US,Paid Search,Bargain,Desktop
USR-00011093,2025-02-13 17:31:04,UK,Email,VIP,Desktop
USR-00000115,2025-02-13 17:33:25,US,Direct,Bargain,Mobile
USR-00008977,2025-02-13 18:10:15,US,Organic Search,Regular,Desktop
USR-00016843,2025-02-13 18:13:31,UK,Referral,VIP,Desktop
USR-00012058,2025-02-13 18:32:11,CA,Paid Search,Regular,Mobile
USR-00004742,2025-02-13 18:37:25,US,Referral,Regular,Desktop
USR-00021796,2025-02-13 18:38:48,DE,Paid Search,Regular,Tablet
USR-00005859,2025-02-13 18:58:24,US,Organic Search,Bargain,Desktop
USR-00023331,2025-02-13 19:05:18,CA,Paid Search,VIP,Desktop
USR-00027234,2025-02-13 19:29:33,FR,Organic Search,Bargain,Mobile
USR-00017710,2025-02-13 19:45:30,US,Paid Search,Regular,Mobile
USR-00000633,2025-02-13 19:50:17,US,Email,VIP,Desktop
USR-00008859,2025-02-13 19:55:08,US,Paid Search,Regular,Desktop
USR-00019588,2025-02-13 19:58:28,US,Social,Regular,Mobile
USR-00006372,2025-02-13 20:26:11,CA,Organic Search,Regular,Desktop
USR-00008860,2025-02-13 20:31:20,US,Paid Search,Regular,Tablet
USR-00018447,2025-02-13 21:06:02,US,Paid Search,Bargain,Mobile
USR-00004124,2025-02-13 21:06:39,US,Paid Search,Regular,Mobile
USR-00010334,2025-02-13 22:13:06,AU,Paid Search,Regular,Tablet
USR-00020842,2025-02-13 22:19:23,UK,Direct,Bargain,Mobile
USR-00005979,2025-02-13 22:19:28,US,Paid Search,Bargain,Mobile
USR-00021744,2025-02-13 22:34:59,US,Organic Search,Regular,Mobile
USR-00028723,2025-02-13 22:37:14,US,Social,Bargain,Mobile
USR-00012627,2025-02-13 22:43:58,US,Organic Search,Regular,Desktop
USR-00001668,2025-02-13 22:50:10,CA,Organic Search,Regular,Mobile
USR-00020192,2025-02-13 23:14:40,US,Paid Search,Bargain,Desktop
USR-00016782,2025-02-13 23:28:15,US,Paid Search,Regular,Mobile
USR-00028283,2025-02-13 23:33:46,CA,Direct,VIP,Tablet
USR-00016956,2025-02-14 00:15:35,US,Organic Search,Bargain,Desktop
USR-00011211,2025-02-14 00:18:59,US,Organic Search,Regular,Tablet
USR-00018307,2025-02-14 00:57:13,DE,Direct,Bargain,Mobile
USR-00018180,2025-02-14 01:10:13,UK,Organic Search,Regular,Desktop
USR-00015725,2025-02-14 01:28:19,US,Social,Regular,Mobile
USR-00006906,2025-02-14 01:29:21,DE,Organic Search,Regular,Mobile
USR-00012039,2025-02-14 01:42:49,US,Paid Search,Regular,Desktop
USR-00009733,2025-02-14 02:05:31,US,Social,Regular,Tablet
USR-00023461,2025-02-14 02:17:34,UK,Paid Search,Bargain,Desktop
USR-00028957,2025-02-14 02:18:24,UK,Organic Search,Regular,Mobile
USR-00019555,2025-02-14 03:07:51,DE,Paid Search,Regular,Desktop
USR-00001126,2025-02-14 03:18:45,CA,Email,Bargain,Desktop
USR-00004376,2025-02-14 03:33:06,US,Organic Search,Regular,Desktop
USR-00008973,2025-02-14 04:07:40,US,Paid Search,Regular,Mobile
USR-00022553,2025-02-14 04:31:25,US,Paid Search,Bargain,Mobile
USR-00004446,2025-02-14 04:50:02,US,Direct,Regular,Desktop
USR-00001524,2025-02-14 04:52:50,CA,Social,Bargain,Mobile
USR-00014522,2025-02-14 05:22:27,CA,Paid Search,Regular,Desktop
USR-00023811,2025-02-14 05:37:42,CA,Organic Search,Regular,Mobile
USR-00008137,2025-02-14 05:42:18,US,Paid Search,Regular,Mobile
USR-00018122,2025-02-14 05:44:37,UK,Paid Search,Regular,Desktop
USR-00021897,2025-02-14 06:10:17,DE,Paid Search,Bargain,Tablet
USR-00026056,2025-02-14 06:24:56,US,Organic Search,Regular,Desktop
USR-00000819,2025-02-14 06:28:43,US,Social,Bargain,Mobile
USR-00015570,2025-02-14 06:39:49,US,Paid Search,Regular,Desktop
USR-00006066,2025-02-14 07:06:22,US,Social,Regular,Desktop
USR-00017152,2025-02-14 07:24:03,US,Organic Search,Regular,Mobile
USR-00001500,2025-02-14 07:25:46,UK,Referral,Regular,Mobile
USR-00011084,2025-02-14 07:44:58,US,Email,Bargain,Desktop
USR-00027674,2025-02-14 07:47:14,US,Paid Search,Bargain,Mobile
USR-00015777,2025-02-14 07:54:04,US,Direct,Bargain,Desktop
USR-00011800,2025-02-14 07:59:47,US,Paid Search,Bargain,Mobile
USR-00003956,2025-02-14 09:21:46,US,Direct,Regular,Mobile
USR-00001398,2025-02-14 09:55:53,US,Direct,Regular,Desktop
USR-00009761,2025-02-14 10:20:22,US,Referral,Bargain,Mobile
USR-00006047,2025-02-14 10:20:35,US,Organic Search,Regular,Desktop
USR-00005410,2025-02-14 10:29:55,UK,Paid Search,Bargain,Mobile
USR-00020931,2025-02-14 10:32:49,CA,Social,Regular,Tablet
USR-00028936,2025-02-14 10:38:22,US,Organic Search,Regular,Desktop
USR-00026972,2025-02-14 10:43:03,US,Organic Search,VIP,Desktop
USR-00007140,2025-02-14 11:26:42,AU,Organic Search,Regular,Desktop
USR-00012386,2025-02-14 11:32:28,AU,Referral,Regular,Mobile
USR-00015147,2025-02-14 11:43:02,US,Organic Search,VIP,Desktop
USR-00020444,2025-02-14 11:50:55,US,Direct,VIP,Desktop
USR-00025762,2025-02-14 11:57:24,US,Organic Search,Regular,Tablet
USR-00011905,2025-02-14 12:03:05,US,Direct,Regular,Mobile
USR-00028015,2025-02-14 12:20:38,US,Direct,Regular,Mobile
USR-00011123,2025-02-14 12:27:25,AU,Paid Search,Regular,Mobile
USR-00024718,2025-02-14 12:28:08,US,Paid Search,Bargain,Mobile
USR-00005735,2025-02-14 12:37:35,AU,Paid Search,VIP,Tablet
USR-00016683,2025-02-14 12:57:01,US,Social,Regular,Desktop
USR-00000013,2025-02-14 13:37:43,US,Organic Search,Regular,Desktop
USR-00017153,2025-02-14 14:35:52,US,Social,Regular,Tablet
USR-00017354,2025-02-14 14:58:23,US,Direct,Regular,Desktop
USR-00021566,2025-02-14 15:05:16,FR,Organic Search,Bargain,Tablet
USR-00023874,2025-02-14 15:09:23,US,Paid Search,Regular,Tablet
USR-00007238,2025-02-14 15:38:32,US,Organic Search,Bargain,Tablet
USR-00013625,2025-02-14 16:16:17,US,Paid Search,Regular,Mobile
USR-00004714,2025-02-14 16:25:21,UK,Paid Search,Regular,Mobile
USR-00019465,2025-02-14 16:29:03,UK,Paid Search,VIP,Desktop
USR-00012984,2025-02-14 16:30:07,US,Organic Search,Regular,Desktop
USR-00025400,2025-02-14 16:44:56,US,Direct,Regular,Mobile
USR-00021232,2025-02-14 16:46:01,US,Organic Search,Regular,Mobile
USR-00011476,2025-02-14 17:13:17,AU,Paid Search,Bargain,Mobile
USR-00002025,2025-02-14 17:22:55,US,Email,Regular,Mobile
USR-00000736,2025-02-14 17:43:36,CA,Organic Search,Bargain,Mobile
USR-00024806,2025-02-14 17:51:58,US,Direct,Bargain,Mobile
USR-00003177,2025-02-14 17:55:20,US,Direct,Regular,Mobile
USR-00003314,2025-02-14 18:38:32,US,Paid Search,VIP,Tablet
USR-00014489,2025-02-14 18:46:57,US,Organic Search,Bargain,Desktop
USR-00024928,2025-02-14 19:40:15,US,Paid Search,Bargain,Desktop
USR-00000061,2025-02-14 19:43:21,FR,Social,Regular,Mobile
USR-00023130,2025-02-14 19:52:45,AU,Organic Search,Bargain,Mobile
USR-00019255,2025-02-14 20:18:12,DE,Organic Search,Regular,Mobile
USR-00007023,2025-02-14 20:29:58,CA,Paid Search,Regular,Desktop
USR-00002493,2025-02-14 20:42:04,FR,Organic Search,Bargain,Mobile
USR-00021126,2025-02-14 20:55:17,DE,Paid Search,Regular,Tablet
USR-00025931,2025-02-14 21:02:10,DE,Organic Search,Regular,Desktop
USR-00025799,2025-02-14 21:12:05,CA,Direct,Regular,Mobile
USR-00016447,2025-02-14 21:29:35,DE,Paid Search,Regular,Mobile
USR-00018391,2025-02-14 21:36:39,US,Direct,Regular,Mobile
USR-00005824,2025-02-14 21:39:25,US,Paid Search,Regular,Desktop
USR-00023368,2025-02-14 21:43:22,DE,Paid Search,Regular,Desktop
USR-00022038,2025-02-14 21:51:50,DE,Direct,Bargain,Desktop
USR-00005270,2025-02-14 21:57:55,AU,Email,VIP,Tablet
USR-00025456,2025-02-14 21:59:01,FR,Social,VIP,Mobile
USR-00003281,2025-02-14 22:13:01,DE,Email,Bargain,Mobile
USR-00012961,2025-02-14 22:14:38,FR,Social,VIP,Desktop
USR-00009818,2025-02-14 22:29:25,US,Organic Search,Regular,Desktop
USR-00002538,2025-02-14 22:50:59,FR,Paid Search,Regular,Mobile
USR-00013390,2025-02-14 23:03:01,UK,Email,VIP,Desktop
USR-00006436,2025-02-14 23:25:34,US,Organic Search,VIP,Desktop
USR-00013191,2025-02-14 23:35:49,UK,Social,VIP,Desktop
USR-00021601,2025-02-14 23:35:53,UK,Organic Search,VIP,Mobile
USR-00006427,2025-02-14 23:44:09,US,Direct,Regular,Tablet
USR-00028207,2025-02-14 23:55:40,US,Organic Search,Regular,Desktop
USR-00018500,2025-02-15 00:06:25,UK,Social,Regular,Desktop
USR-00028409,2025-02-15 00:40:51,US,Social,Regular,Mobile
USR-00028433,2025-02-15 00:44:55,US,Paid Search,Regular,Desktop
USR-00012748,2025-02-15 01:41:08,UK,Organic Search,Bargain,Desktop
USR-00025060,2025-02-15 02:40:33,US,Direct,Regular,Mobile
USR-00015969,2025-02-15 02:59:05,UK,Organic Search,Regular,Desktop
USR-00018637,2025-02-15 03:07:25,US,Paid Search,VIP,Mobile
USR-00003123,2025-02-15 03:41:39,US,Email,Regular,Mobile
USR-00016096,2025-02-15 03:45:34,FR,Paid Search,Regular,Desktop
USR-00015098,2025-02-15 03:51:56,US,Organic Search,VIP,Mobile
USR-00002803,2025-02-15 04:10:21,US,Organic Search,Bargain,Mobile
USR-00023637,2025-02-15 04:12:46,UK,Organic Search,Bargain,Desktop
USR-00024609,2025-02-15 04:16:09,UK,Direct,Regular,Tablet
USR-00023641,2025-02-15 04:47:52,US,Paid Search,Bargain,Desktop
USR-00018504,2025-02-15 04:50:23,CA,Direct,Bargain,Mobile
USR-00009704,2025-02-15 05:00:39,UK,Organic Search,Regular,Desktop
USR-00017409,2025-02-15 05:12:13,UK,Organic Search,Regular,Mobile
USR-00026540,2025-02-15 05:22:35,US,Paid Search,Bargain,Desktop
USR-00013931,2025-02-15 05:32:05,UK,Social,Bargain,Mobile
USR-00027502,2025-02-15 05:45:29,DE,Direct,Bargain,Tablet
USR-00014435,2025-02-15 05:56:30,US,Email,Bargain,Desktop
USR-00013990,2025-02-15 05:57:27,CA,Social,VIP,Desktop
USR-00005337,2025-02-15 06:11:12,FR,Social,Bargain,Mobile
USR-00023437,2025-02-15 06:32:54,US,Organic Search,Regular,Desktop
USR-00017256,2025-02-15 06:33:43,UK,Organic Search,VIP,Desktop
USR-00017136,2025-02-15 06:39:22,UK,Direct,Regular,Desktop
USR-00026645,2025-02-15 06:48:34,DE,Direct,Regular,Mobile
USR-00010215,2025-02-15 06:59:14,US,Organic Search,Regular,Desktop
USR-00008359,2025-02-15 07:16:42,US,Organic Search,Regular,Mobile
USR-00022532,2025-02-15 07:28:45,CA,Organic Search,Bargain,Tablet
USR-00007549,2025-02-15 07:42:04,FR,Organic Search,VIP,Mobile
USR-00017504,2025-02-15 07:47:45,US,Email,Regular,Mobile
USR-00028081,2025-02-15 07:59:41,US,Organic Search,Regular,Desktop
USR-00000381,2025-02-15 08:32:37,US,Organic Search,Bargain,Desktop
USR-00024522,2025-02-15 08:41:51,AU,Social,Bargain,Desktop
USR-00028204,2025-02-15 08:46:24,US,Paid Search,Regular,Tablet
USR-00003304,2025-02-15 08:52:30,US,Direct,Regular,Desktop
USR-00005931,2025-02-15 09:55:18,UK,Direct,Regular,Desktop
USR-00015196,2025-02-15 10:58:29,FR,Direct,Regular,Desktop
USR-00020494,2025-02-15 11:00:15,US,Direct,Regular,Mobile
USR-00012638,2025-02-15 11:09:48,US,Organic Search,Regular,Mobile
USR-00025947,2025-02-15 11:17:47,DE,Email,Bargain,Mobile
USR-00021554,2025-02-15 11:58:30,US,Social,VIP,Desktop
USR-00023158,2025-02-15 12:03:31,US,Paid Search,Regular,Mobile
USR-00013023,2025-02-15 12:16:49,CA,Organic Search,Regular,Desktop
USR-00005841,2025-02-15 12:17:21,US,Email,Regular,Desktop
USR-00003656,2025-02-15 12:26:58,US,Email,Regular,Desktop
USR-00025610,2025-02-15 12:29:36,US,Email,Regular,Desktop
USR-00010005,2025-02-15 13:04:50,US,Direct,Regular,Mobile
USR-00011073,2025-02-15 13:15:09,US,Social,Regular,Mobile
USR-00020672,2025-02-15 13:34:00,US,Referral,Bargain,Mobile
USR-00009088,2025-02-15 13:47:37,CA,Social,Bargain,Mobile
USR-00008633,2025-02-15 13:49:33,US,Paid Search,Bargain,Mobile
USR-00013767,2025-02-15 14:22:22,US,Referral,Bargain,Desktop
USR-00014592,2025-02-15 14:37:58,US,Email,Bargain,Mobile
USR-00000478,2025-02-15 14:46:20,FR,Paid Search,Bargain,Desktop
USR-00026184,2025-02-15 15:02:20,FR,Email,VIP,Mobile
USR-00007064,2025-02-15 15:10:19,US,Paid Search,Bargain,Mobile
USR-00021042,2025-02-15 15:10:49,US,Social,VIP,Tablet
USR-00008138,2025-02-15 15:47:02,DE,Organic Search,Regular,Mobile
USR-00001253,2025-02-15 15:54:19,US,Email,Regular,Mobile
USR-00005611,2025-02-15 16:02:32,DE,Paid Search,Bargain,Mobile
USR-00020439,2025-02-15 17:02:54,US,Direct,Regular,Mobile
USR-00006063,2025-02-15 17:03:28,US,Email,Regular,Tablet
USR-00013585,2025-02-15 17:37:46,DE,Paid Search,VIP,Desktop
USR-00011765,2025-02-15 17:43:02,US,Organic Search,Regular,Mobile
USR-00024631,2025-02-15 17:58:28,US,Direct,Regular,Desktop
USR-00010792,2025-02-15 18:20:09,FR,Organic Search,Regular,Mobile
USR-00026143,2025-02-15 18:20:56,US,Direct,VIP,Mobile
USR-00015205,2025-02-15 18:29:10,UK,Direct,VIP,Mobile
USR-00005422,2025-02-15 18:52:36,CA,Social,Regular,Desktop
USR-00026699,2025-02-15 18:58:51,US,Direct,VIP,Desktop
USR-00004241,2025-02-15 19:23:42,US,Organic Search,VIP,Desktop
USR-00000126,2025-02-15 19:30:23,US,Direct,Regular,Desktop
USR-00006542,2025-02-15 20:01:44,FR,Direct,Regular,Tablet
USR-00019193,2025-02-15 20:03:37,US,Organic Search,Regular,Mobile
USR-00007551,2025-02-15 20:36:57,CA,Direct,Bargain,Desktop
USR-00010255,2025-02-15 20:42:44,US,Organic Search,Regular,Mobile
USR-00020045,2025-02-15 20:43:27,US,Social,VIP,Mobile
USR-00017911,2025-02-15 20:47:46,US,Social,Regular,Tablet
USR-00006497,2025-02-15 20:51:02,US,Direct,Bargain,Desktop
USR-00001808,2025-02-15 21:10:19,US,Email,Regular,Mobile
USR-00023803,2025-02-15 21:12:47,US,Direct,Regular,Mobile
USR-00012051,2025-02-15 21:19:19,US,Organic Search,Regular,Mobile
USR-00012864,2025-02-15 21:29:47,US,Organic Search,Regular,Mobile
USR-00004362,2025-02-15 21:34:14,AU,Email,Bargain,Mobile
USR-00005663,2025-02-15 21:38:08,UK,Social,Regular,Mobile
USR-00018015,2025-02-15 21:43:39,US,Organic Search,Bargain,Desktop
USR-00007222,2025-02-15 21:58:08,UK,Organic Search,Regular,Mobile
USR-00007084,2025-02-15 22:01:46,DE,Direct,Regular,Mobile
USR-00026397,2025-02-15 22:16:22,US,Organic Search,VIP,Mobile
USR-00016268,2025-02-15 22:17:32,CA,Social,Regular,Desktop
USR-00028656,2025-02-15 22:20:36,DE,Organic Search,Regular,Mobile
USR-00010212,2025-02-15 22:32:35,US,Paid Search,VIP,Mobile
USR-00017273,2025-02-15 22:36:33,US,Paid Search,Regular,Desktop
USR-00012732,2025-02-15 23:24:41,US,Paid Search,Bargain,Mobile
USR-00013401,2025-02-15 23:51:32,FR,Paid Search,Regular,Desktop
USR-00007039,2025-02-15 23:58:41,US,Direct,Regular,Tablet
USR-00015454,2025-02-16 00:13:48,CA,Organic Search,Regular,Desktop
USR-00026354,2025-02-16 00:22:03,US,Organic Search,Regular,Mobile
USR-00020574,2025-02-16 00:35:36,US,Social,Regular,Mobile
USR-00000903,2025-02-16 00:51:47,US,Referral,VIP,Mobile
USR-00028535,2025-02-16 00:55:06,CA,Organic Search,Bargain,Mobile
USR-00028760,2025-02-16 00:59:11,CA,Organic Search,Regular,Mobile
USR-00017518,2025-02-16 01:05:10,AU,Email,Regular,Desktop
USR-00020385,2025-02-16 01:11:38,FR,Direct,Regular,Mobile
USR-00012326,2025-02-16 01:14:42,US,Paid Search,Regular,Mobile
USR-00023919,2025-02-16 01:48:42,FR,Email,Regular,Desktop
USR-00026117,2025-02-16 01:52:56,US,Social,VIP,Mobile
USR-00015339,2025-02-16 02:12:55,US,Email,VIP,Mobile
USR-00001592,2025-02-16 02:19:26,FR,Email,Regular,Mobile
USR-00018161,2025-02-16 02:50:58,US,Organic Search,Regular,Mobile
USR-00002960,2025-02-16 03:24:43,CA,Direct,Bargain,Desktop
USR-00000354,2025-02-16 03:28:18,US,Paid Search,Regular,Mobile
USR-00028498,2025-02-16 03:30:53,AU,Direct,Regular,Mobile
USR-00016352,2025-02-16 03:38:27,US,Organic Search,Regular,Desktop
USR-00011287,2025-02-16 04:03:09,AU,Paid Search,Regular,Mobile
USR-00005040,2025-02-16 04:06:34,US,Organic Search,VIP,Mobile
USR-00004499,2025-02-16 04:14:02,US,Paid Search,Bargain,Mobile
USR-00023254,2025-02-16 04:31:29,UK,Organic Search,VIP,Desktop
USR-00005662,2025-02-16 04:38:35,CA,Referral,Regular,Mobile
USR-00026984,2025-02-16 05:09:19,US,Organic Search,Regular,Mobile
USR-00020855,2025-02-16 05:15:14,US,Social,Bargain,Desktop
USR-00008370,2025-02-16 06:05:03,DE,Email,VIP,Desktop
USR-00023936,2025-02-16 06:17:09,US,Email,Regular,Mobile
USR-00028394,2025-02-16 06:17:12,CA,Email,Regular,Mobile
USR-00013862,2025-02-16 06:29:46,US,Paid Search,VIP,Mobile
USR-00024290,2025-02-16 06:53:12,DE,Paid Search,Bargain,Mobile
USR-00012391,2025-02-16 07:31:33,FR,Paid Search,VIP,Mobile
USR-00006997,2025-02-16 07:38:30,UK,Organic Search,Regular,Mobile
USR-00023834,2025-02-16 07:46:24,US,Organic Search,Regular,Mobile
USR-00022496,2025-02-16 09:25:47,CA,Direct,Regular,Mobile
USR-00018421,2025-02-16 09:46:29,AU,Email,VIP,Mobile
USR-00009407,2025-02-16 10:03:13,UK,Organic Search,Regular,Desktop
USR-00003349,2025-02-16 10:10:01,FR,Social,VIP,Desktop
USR-00029550,2025-02-16 10:19:58,US,Direct,VIP,Mobile
USR-00007226,2025-02-16 10:34:45,FR,Email,Bargain,Mobile
USR-00029503,2025-02-16 10:42:13,UK,Organic Search,Regular,Tablet
USR-00015846,2025-02-16 10:45:47,CA,Direct,Regular,Desktop
USR-00027945,2025-02-16 10:53:13,US,Organic Search,Regular,Desktop
USR-00023708,2025-02-16 10:55:31,US,Organic Search,Regular,Mobile
USR-00027358,2025-02-16 10:56:56,UK,Social,VIP,Mobile
USR-00028548,2025-02-16 11:13:47,US,Organic Search,Regular,Tablet
USR-00023863,2025-02-16 11:18:59,US,Social,Regular,Desktop
USR-00028740,2025-02-16 11:21:47,UK,Organic Search,Regular,Mobile
USR-00025369,2025-02-16 11:34:58,US,Paid Search,Bargain,Mobile
USR-00000215,2025-02-16 11:42:53,US,Organic Search,Bargain,Mobile
USR-00021713,2025-02-16 12:16:01,UK,Email,VIP,Mobile
USR-00009929,2025-02-16 12:48:29,UK,Organic Search,Bargain,Desktop
USR-00027972,2025-02-16 12:59:28,US,Organic Search,Regular,Mobile
USR-00024738,2025-02-16 13:10:23,UK,Direct,Regular,Mobile
USR-00010021,2025-02-16 13:18:35,US,Direct,Regular,Mobile
USR-00014604,2025-02-16 13:24:23,US,Paid Search,Bargain,Desktop
USR-00006919,2025-02-16 13:30:38,US,Organic Search,Regular,Mobile
USR-00010317,2025-02-16 15:11:35,US,Paid Search,VIP,Mobile
USR-00016385,2025-02-16 15:18:28,US,Organic Search,Bargain,Mobile
USR-00022582,2025-02-16 16:04:35,US,Social,Regular,Desktop
USR-00014448,2025-02-16 16:14:48,DE,Paid Search,Regular,Desktop
USR-00025407,2025-02-16 16:21:19,CA,Paid Search,Regular,Tablet
USR-00028407,2025-02-16 16:23:53,UK,Email,Regular,Mobile
USR-00024969,2025-02-16 16:34:51,DE,Direct,Regular,Desktop
USR-00014005,2025-02-16 16:47:19,US,Organic Search,Regular,Mobile
USR-00009582,2025-02-16 16:55:23,CA,Email,VIP,Desktop
USR-00017549,2025-02-16 17:01:07,UK,Organic Search,Bargain,Mobile
USR-00004321,2025-02-16 17:06:43,CA,Organic Search,VIP,Mobile
USR-00024641,2025-02-16 17:11:33,DE,Social,Regular,Desktop
USR-00023656,2025-02-16 17:19:45,US,Referral,Regular,Mobile
USR-00014026,2025-02-16 17:34:49,DE,Organic Search,Bargain,Tablet
USR-00017039,2025-02-16 17:46:28,AU,Paid Search,VIP,Mobile
USR-00011724,2025-02-16 17:54:24,FR,Direct,VIP,Mobile
USR-00018551,2025-02-16 18:38:39,UK,Email,Regular,Mobile
USR-00005660,2025-02-16 18:42:07,DE,Social,Regular,Mobile
USR-00018025,2025-02-16 19:03:42,DE,Social,Bargain,Desktop
USR-00029796,2025-02-16 19:10:09,US,Organic Search,Regular,Desktop
USR-00018377,2025-02-16 19:10:31,UK,Direct,Regular,Desktop
USR-00023466,2025-02-16 19:11:12,US,Direct,Bargain,Desktop
USR-00029406,2025-02-16 19:12:36,FR,Direct,Bargain,Desktop
USR-00017032,2025-02-16 19:17:00,US,Social,Bargain,Mobile
USR-00011695,2025-02-16 19:20:45,CA,Direct,Bargain,Mobile
USR-00023658,2025-02-16 19:23:03,FR,Social,Bargain,Mobile
USR-00017661,2025-02-16 19:26:32,CA,Paid Search,Regular,Mobile
USR-00028376,2025-02-16 19:51:53,FR,Referral,VIP,Desktop
USR-00021568,2025-02-16 20:44:27,US,Email,Regular,Mobile
USR-00009931,2025-02-16 21:23:53,CA,Social,Bargain,Mobile
USR-00005715,2025-02-16 21:45:16,UK,Organic Search,Regular,Desktop
USR-00019589,2025-02-16 21:58:46,US,Direct,Bargain,Mobile
USR-00005206,2025-02-16 22:06:00,CA,Paid Search,Regular,Mobile
USR-00009938,2025-02-16 22:17:59,AU,Email,Regular,Desktop
USR-00010087,2025-02-16 22:32:41,UK,Email,Regular,Mobile
USR-00005067,2025-02-16 22:36:18,US,Social,Regular,Tablet
USR-00022500,2025-02-16 22:48:53,CA,Direct,Regular,Mobile
USR-00020856,2025-02-16 22:52:34,CA,Social,Regular,Desktop
USR-00014930,2025-02-16 22:55:01,CA,Organic Search,VIP,Mobile
USR-00025666,2025-02-16 23:06:56,DE,Direct,VIP,Desktop
USR-00008020,2025-02-16 23:11:30,US,Organic Search,Regular,Mobile
USR-00026274,2025-02-16 23:22:50,DE,Referral,Regular,Mobile
USR-00021972,2025-02-16 23:25:25,US,Direct,Regular,Desktop
USR-00019607,2025-02-16 23:41:21,US,Paid Search,Bargain,Mobile
USR-00013843,2025-02-16 23:48:34,US,Direct,Bargain,Mobile
USR-00001225,2025-02-16 23:53:21,US,Organic Search,Bargain,Tablet
USR-00010138,2025-02-16 23:56:03,US,Direct,Bargain,Desktop
USR-00029431,2025-02-17 00:02:30,US,Organic Search,Regular,Mobile
USR-00003386,2025-02-17 00:06:54,US,Organic Search,Regular,Mobile
USR-00024871,2025-02-17 00:07:21,US,Direct,VIP,Desktop
USR-00029241,2025-02-17 00:52:13,US,Paid Search,VIP,Mobile
USR-00001620,2025-02-17 01:02:29,US,Email,Bargain,Mobile
USR-00021009,2025-02-17 02:33:31,US,Email,Bargain,Desktop
USR-00029577,2025-02-17 02:48:43,US,Organic Search,Regular,Mobile
USR-00015237,2025-02-17 02:51:33,US,Paid Search,VIP,Mobile
USR-00023724,2025-02-17 03:01:54,US,Direct,Regular,Desktop
USR-00028132,2025-02-17 03:10:53,US,Organic Search,Regular,Tablet
USR-00008061,2025-02-17 03:15:44,FR,Organic Search,Regular,Desktop
