session_id,user_id,session_start,session_end,device_type,country,traffic_source,channel,is_bounce,is_returning_user,is_new_user,ab_variant,experiment_id
SES-000013783,USR-00019004,2025-04-16 22:27:51,2025-04-16 22:28:06.432803385,Desktop,UK,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013784,USR-00026501,2025-04-16 22:33:27,2025-04-16 22:33:51.706973172,Mobile,CA,Direct,Direct,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013785,USR-00002780,2025-04-16 22:38:36,2025-04-16 22:39:20.465541753,Desktop,US,Email,Email,False,True,False,control,exp_checkout_streamline_v1
SES-000013786,USR-00010384,2025-04-16 22:38:44,2025-04-16 22:39:17.626267558,Mobile,DE,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013787,USR-00000805,2025-04-16 22:50:22,2025-04-16 22:50:42.631623053,Mobile,CA,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000013788,USR-00001939,2025-04-16 22:56:01,2025-04-16 22:56:28.914081735,Desktop,CA,Email,Email,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013789,USR-00022192,2025-04-16 23:00:13,2025-04-16 23:00:52.014541761,Tablet,FR,Paid Search,Paid Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013790,USR-00012063,2025-04-16 23:03:30,2025-04-16 23:04:16.950020442,Mobile,US,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013791,USR-00026136,2025-04-16 23:12:25,2025-04-16 23:15:30.821038299,Desktop,US,Social,Social,False,False,True,treatment,exp_checkout_streamline_v1
SES-000013792,USR-00016858,2025-04-16 23:16:23,2025-04-16 23:16:57.212058628,Desktop,US,Direct,Direct,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013793,USR-00018536,2025-04-17 00:01:58,2025-04-17 00:02:03.541588864,Mobile,US,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000013794,USR-00008537,2025-04-17 00:10:28,2025-04-17 00:11:14.034162902,Tablet,US,Email,Email,False,False,True,control,exp_checkout_streamline_v1
SES-000013795,USR-00019997,2025-04-17 00:16:47,2025-04-17 00:18:42.938591511,Mobile,US,Email,Email,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013796,USR-00026616,2025-04-17 00:22:23,2025-04-17 00:23:14.790396995,Desktop,UK,Organic Search,Organic Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000013797,USR-00022145,2025-04-17 00:24:08,2025-04-17 00:24:34.048676535,Tablet,FR,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013798,USR-00024345,2025-04-17 00:47:10,2025-04-17 00:52:53.403853481,Mobile,US,Direct,Direct,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013799,USR-00005056,2025-04-17 00:49:03,2025-04-17 00:49:44.314008486,Mobile,DE,Direct,Direct,False,False,True,treatment,exp_checkout_streamline_v1
SES-000013800,USR-00026031,2025-04-17 00:54:53,2025-04-17 00:55:30.565333704,Desktop,FR,Email,Email,False,False,True,control,exp_checkout_streamline_v1
SES-000013801,USR-00004212,2025-04-17 00:57:40,2025-04-17 00:57:45.952419590,Desktop,US,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013802,USR-00015312,2025-04-17 01:06:34,2025-04-17 01:07:02.690040302,Mobile,UK,Direct,Direct,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013803,USR-00029742,2025-04-17 01:33:00,2025-04-17 01:33:43.157913331,Mobile,CA,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013804,USR-00025025,2025-04-17 01:38:26,2025-04-17 01:40:32.024890831,Desktop,US,Direct,Direct,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013805,USR-00000436,2025-04-17 01:39:22,2025-04-17 01:39:39.474223738,Mobile,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013806,USR-00026403,2025-04-17 01:41:51,2025-04-17 01:42:10.079634928,Mobile,UK,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013807,USR-00015020,2025-04-17 02:03:55,2025-04-17 02:04:07.460596310,Mobile,UK,Email,Email,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013808,USR-00011401,2025-04-17 02:05:11,2025-04-17 02:06:08.372039005,Mobile,US,Paid Search,Paid Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013809,USR-00014208,2025-04-17 02:08:51,2025-04-17 02:09:35.270181740,Mobile,UK,Direct,Direct,False,True,False,control,exp_checkout_streamline_v1
SES-000013810,USR-00005890,2025-04-17 02:11:13,2025-04-17 02:11:32.472772136,Mobile,US,Direct,Direct,True,True,False,control,exp_checkout_streamline_v1
SES-000013811,USR-00010105,2025-04-17 02:11:40,2025-04-17 02:12:06.287531265,Mobile,US,Organic Search,Organic Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000013812,USR-00009569,2025-04-17 02:18:09,2025-04-17 02:18:23.312231995,Desktop,DE,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013813,USR-00009546,2025-04-17 02:26:19,2025-04-17 02:26:25.109406021,Mobile,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013814,USR-00013377,2025-04-17 02:32:15,2025-04-17 02:32:35.386506558,Desktop,DE,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000013815,USR-00029785,2025-04-17 02:51:33,2025-04-17 02:51:45.374150132,Mobile,US,Paid Search,Paid Search,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013816,USR-00003933,2025-04-17 02:55:35,2025-04-17 02:56:06.528142800,Desktop,AU,Direct,Direct,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013817,USR-00005531,2025-04-17 03:00:17,2025-04-17 03:00:49.140112769,Mobile,US,Referral,Referral,True,False,True,control,exp_checkout_streamline_v1
SES-000013818,USR-00027097,2025-04-17 03:00:35,2025-04-17 03:01:58.085375900,Mobile,US,Social,Social,False,False,True,control,exp_checkout_streamline_v1
SES-000013819,USR-00006697,2025-04-17 03:03:49,2025-04-17 03:04:09.514913862,Mobile,US,Email,Email,False,False,True,control,exp_checkout_streamline_v1
SES-000013820,USR-00009785,2025-04-17 03:07:22,2025-04-17 03:08:11.197096098,Desktop,US,Paid Search,Paid Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013821,USR-00024068,2025-04-17 03:32:38,2025-04-17 03:32:52.654397691,Mobile,US,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000013822,USR-00026652,2025-04-17 03:34:12,2025-04-17 03:34:34.825287820,Mobile,DE,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000013823,USR-00029596,2025-04-17 03:34:21,2025-04-17 03:34:51.190793937,Tablet,CA,Email,Email,True,False,True,control,exp_checkout_streamline_v1
SES-000013824,USR-00008639,2025-04-17 03:41:15,2025-04-17 03:41:36.963193617,Mobile,AU,Direct,Direct,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013825,USR-00003941,2025-04-17 03:54:12,2025-04-17 03:55:16.582858971,Desktop,CA,Social,Social,False,False,True,treatment,exp_checkout_streamline_v1
SES-000013826,USR-00009725,2025-04-17 03:58:12,2025-04-17 03:58:54.889659701,Mobile,UK,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013827,USR-00003334,2025-04-17 04:22:38,2025-04-17 04:23:07.130170791,Mobile,US,Direct,Direct,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013828,USR-00008479,2025-04-17 04:35:03,2025-04-17 04:35:52.523719692,Mobile,US,Referral,Referral,False,False,True,treatment,exp_checkout_streamline_v1
SES-000013829,USR-00005499,2025-04-17 04:35:34,2025-04-17 04:36:08.534262961,Mobile,US,Email,Email,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013830,USR-00011649,2025-04-17 04:56:17,2025-04-17 04:56:47.305248520,Desktop,US,Direct,Direct,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013831,USR-00019840,2025-04-17 05:07:54,2025-04-17 05:08:27.486687048,Mobile,UK,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000013832,USR-00022747,2025-04-17 05:08:17,2025-04-17 05:08:42.393152851,Mobile,US,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013833,USR-00029333,2025-04-17 05:13:09,2025-04-17 05:17:00.748602736,Desktop,FR,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013834,USR-00006468,2025-04-17 05:31:26,2025-04-17 05:31:34.140004744,Desktop,AU,Direct,Direct,True,True,False,control,exp_checkout_streamline_v1
SES-000013835,USR-00026711,2025-04-17 05:48:04,2025-04-17 05:48:34.666899193,Desktop,FR,Direct,Direct,True,True,False,control,exp_checkout_streamline_v1
SES-000013836,USR-00007018,2025-04-17 05:51:33,2025-04-17 05:51:58.613928210,Mobile,DE,Paid Search,Paid Search,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013837,USR-00016953,2025-04-17 05:59:22,2025-04-17 06:00:05.170784700,Mobile,US,Organic Search,Organic Search,False,True,False,control,exp_checkout_streamline_v1
SES-000013838,USR-00021959,2025-04-17 05:59:35,2025-04-17 06:00:48.349824781,Mobile,FR,Direct,Direct,False,True,False,control,exp_checkout_streamline_v1
SES-000013839,USR-00023682,2025-04-17 06:08:39,2025-04-17 06:09:03.999781571,Mobile,CA,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000013840,USR-00028274,2025-04-17 06:10:15,2025-04-17 06:13:18.558339527,Desktop,US,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013841,USR-00027242,2025-04-17 06:18:51,2025-04-17 06:19:01.708506878,Tablet,US,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013842,USR-00022616,2025-04-17 06:31:32,2025-04-17 06:31:58.342493129,Mobile,US,Email,Email,True,True,False,control,exp_checkout_streamline_v1
SES-000013843,USR-00013961,2025-04-17 06:32:04,2025-04-17 06:32:30.415688577,Tablet,US,Email,Email,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013844,USR-00005597,2025-04-17 06:36:46,2025-04-17 06:37:03.573081519,Tablet,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013845,USR-00009952,2025-04-17 06:41:17,2025-04-17 06:41:39.885722717,Mobile,US,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000013846,USR-00005302,2025-04-17 06:48:31,2025-04-17 06:48:41.818064687,Mobile,US,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013847,USR-00009619,2025-04-17 06:54:20,2025-04-17 06:54:28.269612003,Tablet,AU,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013848,USR-00021598,2025-04-17 07:06:15,2025-04-17 07:08:38.812637936,Desktop,US,Direct,Direct,False,True,False,control,exp_checkout_streamline_v1
SES-000013849,USR-00012201,2025-04-17 07:28:44,2025-04-17 07:30:22.761356592,Desktop,US,Social,Social,False,False,True,control,exp_checkout_streamline_v1
SES-000013850,USR-00012755,2025-04-17 07:43:51,2025-04-17 07:44:24.217358460,Tablet,CA,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013851,USR-00026653,2025-04-17 07:51:23,2025-04-17 07:51:54.566832913,Tablet,US,Referral,Referral,True,False,True,control,exp_checkout_streamline_v1
SES-000013852,USR-00021205,2025-04-17 07:57:06,2025-04-17 07:57:40.859184800,Mobile,US,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013853,USR-00007320,2025-04-17 08:32:28,2025-04-17 08:32:37.139057290,Mobile,CA,Direct,Direct,True,True,False,control,exp_checkout_streamline_v1
SES-000013854,USR-00012552,2025-04-17 08:43:54,2025-04-17 08:45:02.846638739,Tablet,FR,Organic Search,Organic Search,False,True,False,control,exp_checkout_streamline_v1
SES-000013855,USR-00001205,2025-04-17 08:51:53,2025-04-17 08:52:47.134209307,Desktop,US,Email,Email,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013856,USR-00022607,2025-04-17 08:53:57,2025-04-17 08:57:52.106942250,Desktop,US,Direct,Direct,False,True,False,control,exp_checkout_streamline_v1
SES-000013857,USR-00002719,2025-04-17 08:55:34,2025-04-17 08:56:08.675179353,Mobile,CA,Direct,Direct,False,True,False,control,exp_checkout_streamline_v1
SES-000013858,USR-00020714,2025-04-17 09:08:45,2025-04-17 09:09:56.661691061,Mobile,US,Direct,Direct,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013859,USR-00012261,2025-04-17 09:12:31,2025-04-17 09:12:41.374166021,Mobile,UK,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013860,USR-00005378,2025-04-17 09:18:54,2025-04-17 09:19:17.988151198,Desktop,CA,Email,Email,False,True,False,control,exp_checkout_streamline_v1
SES-000013861,USR-00009861,2025-04-17 09:21:18,2025-04-17 09:21:52.423277454,Desktop,UK,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000013862,USR-00019357,2025-04-17 09:24:55,2025-04-17 09:25:24.592584229,Tablet,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013863,USR-00011010,2025-04-17 09:26:28,2025-04-17 09:26:57.256911479,Desktop,US,Social,Social,False,False,True,control,exp_checkout_streamline_v1
SES-000013864,USR-00023056,2025-04-17 09:39:22,2025-04-17 09:39:51.687689676,Mobile,DE,Direct,Direct,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013865,USR-00025823,2025-04-17 09:42:57,2025-04-17 09:43:12.020307550,Desktop,CA,Email,Email,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013866,USR-00002811,2025-04-17 09:46:53,2025-04-17 09:47:36.035701528,Desktop,UK,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000013867,USR-00021237,2025-04-17 09:48:54,2025-04-17 09:49:33.160336464,Mobile,AU,Referral,Referral,False,False,True,control,exp_checkout_streamline_v1
SES-000013868,USR-00027513,2025-04-17 10:14:43,2025-04-17 10:15:02.413205377,Desktop,DE,Referral,Referral,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013869,USR-00023204,2025-04-17 10:17:01,2025-04-17 10:17:15.428057514,Desktop,CA,Referral,Referral,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013870,USR-00008949,2025-04-17 10:18:31,2025-04-17 10:18:43.233621561,Mobile,US,Direct,Direct,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013871,USR-00012995,2025-04-17 10:22:36,2025-04-17 10:22:47.448701252,Mobile,CA,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013872,USR-00001031,2025-04-17 10:29:36,2025-04-17 10:30:31.808412261,Desktop,DE,Organic Search,Organic Search,False,True,False,control,exp_checkout_streamline_v1
SES-000013873,USR-00028574,2025-04-17 10:34:52,2025-04-17 10:35:26.275515310,Mobile,UK,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000013874,USR-00014268,2025-04-17 10:36:28,2025-04-17 10:36:59.525276937,Desktop,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013875,USR-00028491,2025-04-17 10:43:28,2025-04-17 10:44:01.783905719,Desktop,UK,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013876,USR-00004173,2025-04-17 10:43:49,2025-04-17 10:44:10.105691072,Mobile,US,Email,Email,True,True,False,control,exp_checkout_streamline_v1
SES-000013877,USR-00001067,2025-04-17 10:45:13,2025-04-17 10:45:38.120285384,Mobile,US,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013878,USR-00029056,2025-04-17 11:31:04,2025-04-17 11:31:16.962283254,Desktop,US,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000013879,USR-00014042,2025-04-17 11:32:24,2025-04-17 11:34:03.028341505,Tablet,US,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013880,USR-00002217,2025-04-17 11:33:33,2025-04-17 11:37:05.941665328,Mobile,UK,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013881,USR-00005529,2025-04-17 11:35:02,2025-04-17 11:35:28.307027146,Mobile,UK,Paid Search,Paid Search,False,False,True,control,exp_checkout_streamline_v1
SES-000013882,USR-00016014,2025-04-17 11:38:20,2025-04-17 11:38:51.260485301,Mobile,CA,Referral,Referral,True,False,True,control,exp_checkout_streamline_v1
SES-000013883,USR-00022127,2025-04-17 11:45:22,2025-04-17 11:46:16.681412614,Mobile,US,Email,Email,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013884,USR-00011406,2025-04-17 11:46:05,2025-04-17 11:46:33.175616537,Mobile,US,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000013885,USR-00012365,2025-04-17 11:49:00,2025-04-17 11:49:56.310474949,Desktop,UK,Email,Email,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013886,USR-00012258,2025-04-17 11:56:33,2025-04-17 11:57:32.048785375,Mobile,US,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013887,USR-00025898,2025-04-17 11:57:56,2025-04-17 11:58:30.563211053,Desktop,UK,Email,Email,True,False,True,control,exp_checkout_streamline_v1
SES-000013888,USR-00012597,2025-04-17 12:00:21,2025-04-17 12:00:26.732858347,Mobile,US,Organic Search,Organic Search,True,False,True,control,exp_checkout_streamline_v1
SES-000013889,USR-00022714,2025-04-17 12:05:34,2025-04-17 12:06:59.260542351,Desktop,CA,Email,Email,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013890,USR-00019997,2025-04-17 12:18:42,2025-04-17 12:18:57.841205021,Mobile,US,Organic Search,Organic Search,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013891,USR-00014468,2025-04-17 12:19:56,2025-04-17 12:24:19.579147070,Mobile,US,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013892,USR-00014114,2025-04-17 12:21:28,2025-04-17 12:22:08.414667767,Desktop,CA,Email,Email,False,True,False,control,exp_checkout_streamline_v1
SES-000013893,USR-00025234,2025-04-17 12:21:46,2025-04-17 12:23:15.309275293,Desktop,US,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000013894,USR-00021090,2025-04-17 12:22:23,2025-04-17 12:23:00.070573964,Mobile,US,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000013895,USR-00009401,2025-04-17 12:26:48,2025-04-17 12:28:42.203595719,Mobile,US,Direct,Direct,False,True,False,control,exp_checkout_streamline_v1
SES-000013896,USR-00023622,2025-04-17 12:30:07,2025-04-17 12:30:24.077075526,Mobile,UK,Organic Search,Organic Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013897,USR-00015353,2025-04-17 12:53:22,2025-04-17 12:56:35.939522601,Mobile,UK,Email,Email,False,True,False,control,exp_checkout_streamline_v1
SES-000013898,USR-00018094,2025-04-17 12:55:37,2025-04-17 12:55:42.761191118,Tablet,CA,Direct,Direct,True,True,False,control,exp_checkout_streamline_v1
SES-000013899,USR-00023616,2025-04-17 12:58:17,2025-04-17 13:04:14.349910398,Mobile,AU,Direct,Direct,False,False,True,control,exp_checkout_streamline_v1
SES-000013900,USR-00006799,2025-04-17 13:38:48,2025-04-17 13:40:43.923073685,Desktop,FR,Direct,Direct,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013901,USR-00014973,2025-04-17 13:39:34,2025-04-17 13:42:16.659957596,Mobile,DE,Paid Search,Paid Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013902,USR-00008118,2025-04-17 14:04:51,2025-04-17 14:06:25.875295218,Mobile,US,Direct,Direct,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013903,USR-00015538,2025-04-17 14:17:41,2025-04-17 14:18:10.325432853,Tablet,US,Email,Email,True,True,False,control,exp_checkout_streamline_v1
SES-000013904,USR-00018028,2025-04-17 14:21:51,2025-04-17 14:22:57.547474765,Desktop,US,Direct,Direct,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013905,USR-00009270,2025-04-17 14:22:45,2025-04-17 14:23:36.843753610,Mobile,FR,Organic Search,Organic Search,False,True,False,control,exp_checkout_streamline_v1
SES-000013906,USR-00013291,2025-04-17 14:27:17,2025-04-17 14:27:55.161466265,Tablet,UK,Direct,Direct,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013907,USR-00010796,2025-04-17 14:29:29,2025-04-17 14:32:37.900549298,Mobile,UK,Organic Search,Organic Search,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013908,USR-00004015,2025-04-17 14:31:46,2025-04-17 14:31:55.502448880,Desktop,UK,Direct,Direct,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013909,USR-00020471,2025-04-17 14:40:07,2025-04-17 14:40:38.484213930,Desktop,DE,Social,Social,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013910,USR-00009251,2025-04-17 14:48:47,2025-04-17 14:49:03.168347851,Desktop,US,Email,Email,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013911,USR-00010962,2025-04-17 14:51:56,2025-04-17 14:52:22.525076970,Desktop,FR,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000013912,USR-00010944,2025-04-17 15:05:25,2025-04-17 15:05:57.669469369,Mobile,CA,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013913,USR-00013261,2025-04-17 15:06:00,2025-04-17 15:07:04.955532534,Mobile,US,Social,Social,False,True,False,control,exp_checkout_streamline_v1
SES-000013914,USR-00008297,2025-04-17 15:08:19,2025-04-17 15:08:45.861948290,Mobile,UK,Direct,Direct,True,True,False,control,exp_checkout_streamline_v1
SES-000013915,USR-00010395,2025-04-17 15:15:38,2025-04-17 15:16:13.864040456,Desktop,DE,Social,Social,False,False,True,control,exp_checkout_streamline_v1
SES-000013916,USR-00004719,2025-04-17 15:17:49,2025-04-17 15:18:07.520439691,Desktop,CA,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000013917,USR-00027431,2025-04-17 15:18:39,2025-04-17 15:19:13.704993569,Mobile,UK,Email,Email,False,False,True,treatment,exp_checkout_streamline_v1
SES-000013918,USR-00013993,2025-04-17 15:30:17,2025-04-17 15:30:45.932415527,Mobile,CA,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000013919,USR-00026603,2025-04-17 15:50:44,2025-04-17 15:51:12.444231244,Desktop,US,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000013920,USR-00012972,2025-04-17 16:05:27,2025-04-17 16:06:31.643369995,Mobile,CA,Email,Email,False,True,False,control,exp_checkout_streamline_v1
SES-000013921,USR-00025213,2025-04-17 16:05:36,2025-04-17 16:06:06.208618220,Mobile,US,Organic Search,Organic Search,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013922,USR-00018665,2025-04-17 16:13:04,2025-04-17 16:16:31.365407169,Tablet,UK,Referral,Referral,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013923,USR-00005730,2025-04-17 16:33:06,2025-04-17 16:34:09.589018386,Mobile,US,Referral,Referral,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013924,USR-00001195,2025-04-17 16:41:34,2025-04-17 16:41:57.190120517,Desktop,US,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013925,USR-00010785,2025-04-17 16:43:24,2025-04-17 16:43:56.623712607,Mobile,UK,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000013926,USR-00020870,2025-04-17 16:48:40,2025-04-17 16:49:05.226789344,Mobile,CA,Organic Search,Organic Search,True,True,False,control,exp_checkout_streamline_v1
SES-000013927,USR-00011539,2025-04-17 16:56:17,2025-04-17 16:57:25.956207019,Desktop,UK,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000013928,USR-00000785,2025-04-17 17:11:09,2025-04-17 17:11:21.054290116,Desktop,US,Organic Search,Organic Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000013929,USR-00005170,2025-04-17 17:19:35,2025-04-17 17:19:48.635147253,Desktop,US,Paid Search,Paid Search,True,True,False,control,exp_checkout_streamline_v1
SES-000013930,USR-00025745,2025-04-17 17:25:10,2025-04-17 17:25:20.071557541,Mobile,US,Paid Search,Paid Search,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013931,USR-00015331,2025-04-17 17:48:02,2025-04-17 17:48:54.408797743,Mobile,US,Organic Search,Organic Search,False,False,True,control,exp_checkout_streamline_v1
SES-000013932,USR-00000892,2025-04-17 17:57:57,2025-04-17 18:00:27.400873306,Desktop,US,Social,Social,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013933,USR-00019930,2025-04-17 18:07:04,2025-04-17 18:07:38.769263512,Mobile,UK,Email,Email,True,True,False,control,exp_checkout_streamline_v1
SES-000013934,USR-00000266,2025-04-17 18:10:11,2025-04-17 18:10:49.393172293,Mobile,US,Organic Search,Organic Search,False,True,False,control,exp_checkout_streamline_v1
SES-000013935,USR-00028868,2025-04-17 18:18:50,2025-04-17 18:19:02.227634376,Tablet,DE,Social,Social,True,False,True,control,exp_checkout_streamline_v1
SES-000013936,USR-00006303,2025-04-17 18:24:09,2025-04-17 18:25:59.563276847,Desktop,US,Paid Search,Paid Search,False,True,False,control,exp_checkout_streamline_v1
SES-000013937,USR-00011677,2025-04-17 18:28:29,2025-04-17 18:28:34.002720887,Desktop,AU,Email,Email,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013938,USR-00022430,2025-04-17 18:31:21,2025-04-17 18:31:38.076302531,Mobile,US,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000013939,USR-00013452,2025-04-17 18:36:25,2025-04-17 18:37:20.022889812,Mobile,FR,Direct,Direct,False,True,False,treatment,exp_checkout_streamline_v1
SES-000013940,USR-00028671,2025-04-17 18:39:51,2025-04-17 18:39:56.614882320,Desktop,AU,Paid Search,Paid Search,True,False,True,control,exp_checkout_streamline_v1
SES-000013941,USR-00014943,2025-04-17 18:40:11,2025-04-17 18:40:33.169729871,Desktop,US,Social,Social,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013942,USR-00026793,2025-04-17 18:48:11,2025-04-17 18:48:22.429948287,Mobile,US,Email,Email,True,True,False,treatment,exp_checkout_streamline_v1
SES-000013943,USR-00015261,2025-04-17 18:50:14,2025-04-17 18:50:20.475222001,Mobile,UK,Direct,Direct,True,False,True,treatment,exp_checkout_streamline_v1
SES-000013944,USR-00016536,2025-04-17 18:51:29,2025-04-17 18:52:06.179809789,Desktop,FR,Social,Social,False,False,True,control,exp_checkout_streamline_v1
SES-000013945,USR-00014087,2025-04-17 18:52:26,2025-04-17 18:52:48.194295928,Mobile,US,Email,Email,True,True,False,control,exp_checkout_streamline_v1
SES-000013946,USR-00000802,2025-04-17 18:56:11,2025-04-17 18:56:49.934549910,Tablet,US,Organic Search,Organic Search,False,False,True,treatment,exp_checkout_streamline_v1
SES-000013947,USR-00026570,2025-04-17 19:01:34,2025-04-17 19:01:59.103182398,Mobile,CA,Direct,Direct,True,False,True,control,exp_checkout_streamline_v1
SES-000013948,USR-00024086,2025-04-17 19:07:48,2025-04-17 19:08:48.390711596,Tablet,US,Direct,Direct,False,True,False,control,exp_checkout_streamline_v1
