order_item_id,order_id,product_id,quantity,unit_price,unit_cost,line_total,total_item_price,line_profit
ITM-000001438,ORD-00001039,PRD-00038,1,77.49,36.23,77.49,77.49,41.26
ITM-000001439,ORD-00001040,PRD-00077,1,22.99,8.27,22.99,22.99,14.72
ITM-000001440,ORD-00001041,PRD-00012,1,374.49,207.75,374.49,374.49,166.74
ITM-000001441,ORD-00001042,PRD-00005,1,82.99,47.75,82.99,82.99,35.24
ITM-000001442,ORD-00001042,PRD-00052,1,118.49,48.71,118.49,118.49,69.78
ITM-000001443,ORD-00001043,PRD-00046,1,113.49,52.53,113.49,113.49,60.96
ITM-000001444,ORD-00001044,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000001445,ORD-00001045,PRD-00013,1,275.99,176.16,275.99,275.99,99.83
ITM-000001446,ORD-00001045,PRD-00075,1,56.99,20.25,56.99,56.99,36.74
ITM-000001447,ORD-00001046,PRD-00044,1,72.99,36.23,72.99,72.99,36.76
ITM-000001448,ORD-00001047,PRD-00012,1,374.49,207.75,374.49,374.49,166.74
ITM-000001449,ORD-00001047,PRD-00035,1,100.99,39.04,100.99,100.99,61.95
ITM-000001450,ORD-00001048,PRD-00088,1,211.99,101.84,211.99,211.99,110.15
ITM-000001451,ORD-00001048,PRD-00077,1,22.99,8.27,22.99,22.99,14.72
ITM-000001452,ORD-00001048,PRD-00051,1,52.99,21.94,52.99,52.99,31.05
ITM-000001453,ORD-00001049,PRD-00007,2,316.99,172.8,633.98,633.98,288.38
ITM-000001454,ORD-00001050,PRD-00025,1,55.99,23.35,55.99,55.99,32.64
ITM-000001455,ORD-00001051,PRD-00066,1,84.99,33.73,84.99,84.99,51.26
ITM-000001456,ORD-00001051,PRD-00042,3,121.99,52.18,365.97,365.97,209.43
ITM-000001457,ORD-00001052,PRD-00056,2,135.49,71.03,270.98,270.98,128.92
ITM-000001458,ORD-00001053,PRD-00039,1,40.99,18.26,40.99,40.99,22.73
ITM-000001459,ORD-00001054,PRD-00060,1,176.49,84.75,176.49,176.49,91.74
ITM-000001460,ORD-00001054,PRD-00099,1,50.99,27.57,50.99,50.99,23.42
ITM-000001461,ORD-00001055,PRD-00001,1,320.99,176.63,320.99,320.99,144.36
ITM-000001462,ORD-00001056,PRD-00048,1,33.49,15.83,33.49,33.49,17.66
ITM-000001463,ORD-00001057,PRD-00005,1,82.99,47.75,82.99,82.99,35.24
ITM-000001464,ORD-00001057,PRD-00065,1,24.99,5.84,24.99,24.99,19.15
ITM-000001465,ORD-00001057,PRD-00055,1,74.99,31.61,74.99,74.99,43.38
ITM-000001466,ORD-00001058,PRD-00044,3,72.99,36.23,218.97,218.97,110.28
ITM-000001467,ORD-00001059,PRD-00098,1,199.49,113.09,199.49,199.49,86.4
ITM-000001468,ORD-00001060,PRD-00007,1,316.99,172.8,316.99,316.99,144.19
ITM-000001469,ORD-00001061,PRD-00060,1,176.49,84.75,176.49,176.49,91.74
ITM-000001470,ORD-00001062,PRD-00069,2,51.99,14.6,103.98,103.98,74.78
ITM-000001471,ORD-00001063,PRD-00067,1,44.99,16.41,44.99,44.99,28.58
ITM-000001472,ORD-00001064,PRD-00043,1,105.99,49.95,105.99,105.99,56.04
ITM-000001473,ORD-00001065,PRD-00022,1,49.99,20.52,49.99,49.99,29.47
ITM-000001474,ORD-00001066,PRD-00026,1,94.99,41.91,94.99,94.99,53.08
ITM-000001475,ORD-00001067,PRD-00100,2,143.99,66.17,287.98,287.98,155.64
ITM-000001476,ORD-00001067,PRD-00096,2,199.99,116.57,399.98,399.98,166.84
ITM-000001477,ORD-00001068,PRD-00080,1,87.99,32.75,87.99,87.99,55.24
ITM-000001478,ORD-00001069,PRD-00027,1,83.99,34.49,83.99,83.99,49.5
ITM-000001479,ORD-00001069,PRD-00087,1,43.99,24.1,43.99,43.99,19.89
ITM-000001480,ORD-00001070,PRD-00062,1,68.49,27.5,68.49,68.49,40.99
ITM-000001481,ORD-00001071,PRD-00054,1,137.99,68.35,137.99,137.99,69.64
ITM-000001482,ORD-00001071,PRD-00043,1,105.99,49.95,105.99,105.99,56.04
ITM-000001483,ORD-00001072,PRD-00021,1,114.99,46.3,114.99,114.99,68.69
ITM-000001484,ORD-00001073,PRD-00080,1,87.99,32.75,87.99,87.99,55.24
ITM-000001485,ORD-00001073,PRD-00057,1,146.49,75.56,146.49,146.49,70.93
ITM-000001486,ORD-00001074,PRD-00055,1,74.99,31.61,74.99,74.99,43.38
ITM-000001487,ORD-00001075,PRD-00012,1,374.49,207.75,374.49,374.49,166.74
ITM-000001488,ORD-00001076,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000001489,ORD-00001077,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000001490,ORD-00001078,PRD-00014,1,337.99,200.36,337.99,337.99,137.63
ITM-000001491,ORD-00001078,PRD-00090,1,232.99,113.86,232.99,232.99,119.13
ITM-000001492,ORD-00001079,PRD-00060,1,176.49,84.75,176.49,176.49,91.74
ITM-000001493,ORD-00001080,PRD-00068,1,37.49,12.61,37.49,37.49,24.88
ITM-000001494,ORD-00001081,PRD-00063,1,70.49,27.76,70.49,70.49,42.73
ITM-000001495,ORD-00001081,PRD-00039,1,40.99,18.26,40.99,40.99,22.73
ITM-000001496,ORD-00001082,PRD-00040,1,98.99,45.24,98.99,98.99,53.75
ITM-000001497,ORD-00001083,PRD-00090,2,232.99,113.86,465.98,465.98,238.26
ITM-000001498,ORD-00001084,PRD-00095,1,204.99,100.6,204.99,204.99,104.39
ITM-000001499,ORD-00001084,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000001500,ORD-00001085,PRD-00030,1,67.99,29.21,67.99,67.99,38.78
ITM-000001501,ORD-00001086,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000001502,ORD-00001087,PRD-00055,3,74.99,31.61,224.97,224.97,130.14
ITM-000001503,ORD-00001087,PRD-00100,1,143.99,66.17,143.99,143.99,77.82
ITM-000001504,ORD-00001087,PRD-00070,1,64.99,25.31,64.99,64.99,39.68
ITM-000001505,ORD-00001088,PRD-00011,1,179.99,102.31,179.99,179.99,77.68
ITM-000001506,ORD-00001088,PRD-00055,1,74.99,31.61,74.99,74.99,43.38
ITM-000001507,ORD-00001089,PRD-00048,1,33.49,15.83,33.49,33.49,17.66
ITM-000001508,ORD-00001090,PRD-00009,1,94.99,52.51,94.99,94.99,42.48
ITM-000001509,ORD-00001091,PRD-00058,1,152.99,69.5,152.99,152.99,83.49
ITM-000001510,ORD-00001092,PRD-00073,1,84.49,28.1,84.49,84.49,56.39
ITM-000001511,ORD-00001093,PRD-00015,3,205.99,123.35,617.97,617.97,247.92
ITM-000001512,ORD-00001094,PRD-00058,3,152.99,69.5,458.97,458.97,250.47
ITM-000001513,ORD-00001095,PRD-00085,2,105.99,56.37,211.98,211.98,99.24
ITM-000001514,ORD-00001096,PRD-00081,1,77.99,39.19,77.99,77.99,38.8
ITM-000001515,ORD-00001097,PRD-00089,1,31.99,18.14,31.99,31.99,13.85
ITM-000001516,ORD-00001098,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000001517,ORD-00001098,PRD-00009,1,94.99,52.51,94.99,94.99,42.48
ITM-000001518,ORD-00001098,PRD-00034,1,34.99,12.79,34.99,34.99,22.2
ITM-000001519,ORD-00001099,PRD-00024,1,54.99,26.28,54.99,54.99,28.71
ITM-000001520,ORD-00001100,PRD-00020,1,271.99,147.22,271.99,271.99,124.77
ITM-000001521,ORD-00001101,PRD-00040,1,98.99,45.24,98.99,98.99,53.75
ITM-000001522,ORD-00001101,PRD-00001,1,320.99,176.63,320.99,320.99,144.36
ITM-000001523,ORD-00001102,PRD-00079,2,46.49,15.84,92.98,92.98,61.3
ITM-000001524,ORD-00001102,PRD-00022,1,49.99,20.52,49.99,49.99,29.47
ITM-000001525,ORD-00001102,PRD-00033,1,27.99,11.51,27.99,27.99,16.48
ITM-000001526,ORD-00001103,PRD-00015,2,205.99,123.35,411.98,411.98,165.28
ITM-000001527,ORD-00001104,PRD-00054,1,137.99,68.35,137.99,137.99,69.64
ITM-000001528,ORD-00001105,PRD-00077,1,22.99,8.27,22.99,22.99,14.72
ITM-000001529,ORD-00001106,PRD-00005,1,82.99,47.75,82.99,82.99,35.24
ITM-000001530,ORD-00001107,PRD-00079,1,46.49,15.84,46.49,46.49,30.65
ITM-000001531,ORD-00001108,PRD-00059,1,47.49,23.54,47.49,47.49,23.95
ITM-000001532,ORD-00001108,PRD-00047,1,100.99,42.27,100.99,100.99,58.72
ITM-000001533,ORD-00001109,PRD-00026,2,94.99,41.91,189.98,189.98,106.16
ITM-000001534,ORD-00001110,PRD-00067,1,44.99,16.41,44.99,44.99,28.58
ITM-000001535,ORD-00001111,PRD-00003,1,350.49,212.61,350.49,350.49,137.88
ITM-000001536,ORD-00001112,PRD-00016,2,129.99,78.72,259.98,259.98,102.54
ITM-000001537,ORD-00001112,PRD-00006,1,391.99,223.93,391.99,391.99,168.06
ITM-000001538,ORD-00001113,PRD-00099,1,50.99,27.57,50.99,50.99,23.42
ITM-000001539,ORD-00001114,PRD-00059,3,47.49,23.54,142.47,142.47,71.85
ITM-000001540,ORD-00001114,PRD-00060,3,176.49,84.75,529.47,529.47,275.22
ITM-000001541,ORD-00001115,PRD-00080,2,87.99,32.75,175.98,175.98,110.48
ITM-000001542,ORD-00001116,PRD-00061,1,75.99,20.12,75.99,75.99,55.87
ITM-000001543,ORD-00001117,PRD-00048,1,33.49,15.83,33.49,33.49,17.66
ITM-000001544,ORD-00001118,PRD-00040,1,98.99,45.24,98.99,98.99,53.75
ITM-000001545,ORD-00001119,PRD-00084,1,31.99,15.58,31.99,31.99,16.41
ITM-000001546,ORD-00001120,PRD-00074,1,16.99,6.2,16.99,16.99,10.79
ITM-000001547,ORD-00001121,PRD-00062,2,68.49,27.5,136.98,136.98,81.98
ITM-000001548,ORD-00001121,PRD-00084,1,31.99,15.58,31.99,31.99,16.41
ITM-000001549,ORD-00001122,PRD-00051,2,52.99,21.94,105.98,105.98,62.1
ITM-000001550,ORD-00001123,PRD-00014,1,337.99,200.36,337.99,337.99,137.63
ITM-000001551,ORD-00001123,PRD-00066,1,84.99,33.73,84.99,84.99,51.26
ITM-000001552,ORD-00001123,PRD-00009,1,94.99,52.51,94.99,94.99,42.48
ITM-000001553,ORD-00001124,PRD-00028,2,107.49,45.05,214.98,214.98,124.88
ITM-000001554,ORD-00001125,PRD-00093,1,227.99,111.71,227.99,227.99,116.28
ITM-000001555,ORD-00001125,PRD-00057,1,146.49,75.56,146.49,146.49,70.93
ITM-000001556,ORD-00001126,PRD-00005,1,82.99,47.75,82.99,82.99,35.24
ITM-000001557,ORD-00001127,PRD-00033,2,27.99,11.51,55.98,55.98,32.96
ITM-000001558,ORD-00001128,PRD-00082,1,151.49,68.21,151.49,151.49,83.28
ITM-000001559,ORD-00001129,PRD-00052,1,118.49,48.71,118.49,118.49,69.78
ITM-000001560,ORD-00001130,PRD-00085,1,105.99,56.37,105.99,105.99,49.62
ITM-000001561,ORD-00001131,PRD-00016,1,129.99,78.72,129.99,129.99,51.27
ITM-000001562,ORD-00001131,PRD-00070,1,64.99,25.31,64.99,64.99,39.68
ITM-000001563,ORD-00001132,PRD-00043,1,105.99,49.95,105.99,105.99,56.04
ITM-000001564,ORD-00001133,PRD-00082,1,151.49,68.21,151.49,151.49,83.28
ITM-000001565,ORD-00001133,PRD-00036,2,73.99,30.02,147.98,147.98,87.94
ITM-000001566,ORD-00001134,PRD-00053,1,47.99,23.38,47.99,47.99,24.61
ITM-000001567,ORD-00001135,PRD-00053,1,47.99,23.38,47.99,47.99,24.61
ITM-000001568,ORD-00001135,PRD-00046,1,113.49,52.53,113.49,113.49,60.96
ITM-000001569,ORD-00001136,PRD-00029,1,94.49,33.63,94.49,94.49,60.86
ITM-000001570,ORD-00001137,PRD-00081,1,77.99,39.19,77.99,77.99,38.8
ITM-000001571,ORD-00001138,PRD-00013,2,275.99,176.16,551.98,551.98,199.66
ITM-000001572,ORD-00001139,PRD-00084,3,31.99,15.58,95.97,95.97,49.23
ITM-000001573,ORD-00001140,PRD-00051,1,52.99,21.94,52.99,52.99,31.05
ITM-000001574,ORD-00001141,PRD-00092,1,214.99,101.72,214.99,214.99,113.27
ITM-000001575,ORD-00001141,PRD-00036,3,73.99,30.02,221.97,221.97,131.91
ITM-000001576,ORD-00001141,PRD-00012,1,374.49,207.75,374.49,374.49,166.74
ITM-000001577,ORD-00001142,PRD-00014,1,337.99,200.36,337.99,337.99,137.63
ITM-000001578,ORD-00001142,PRD-00069,1,51.99,14.6,51.99,51.99,37.39
ITM-000001579,ORD-00001143,PRD-00083,3,115.99,58.28,347.97,347.97,173.13
ITM-000001580,ORD-00001144,PRD-00068,1,37.49,12.61,37.49,37.49,24.88
ITM-000001581,ORD-00001145,PRD-00045,1,83.49,36.38,83.49,83.49,47.11
ITM-000001582,ORD-00001146,PRD-00011,1,179.99,102.31,179.99,179.99,77.68
ITM-000001583,ORD-00001147,PRD-00081,1,77.99,39.19,77.99,77.99,38.8
ITM-000001584,ORD-00001147,PRD-00082,1,151.49,68.21,151.49,151.49,83.28
ITM-000001585,ORD-00001148,PRD-00019,1,339.99,208.97,339.99,339.99,131.02
ITM-000001586,ORD-00001149,PRD-00071,1,86.99,31.3,86.99,86.99,55.69
ITM-000001587,ORD-00001150,PRD-00040,1,98.99,45.24,98.99,98.99,53.75
ITM-000001588,ORD-00001151,PRD-00073,2,84.49,28.1,168.98,168.98,112.78
ITM-000001589,ORD-00001152,PRD-00065,1,24.99,5.84,24.99,24.99,19.15
ITM-000001590,ORD-00001153,PRD-00048,1,33.49,15.83,33.49,33.49,17.66
ITM-000001591,ORD-00001153,PRD-00023,1,31.99,14.2,31.99,31.99,17.79
ITM-000001592,ORD-00001154,PRD-00089,1,31.99,18.14,31.99,31.99,13.85
ITM-000001593,ORD-00001155,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000001594,ORD-00001155,PRD-00060,1,176.49,84.75,176.49,176.49,91.74
ITM-000001595,ORD-00001156,PRD-00072,1,36.99,11.8,36.99,36.99,25.19
ITM-000001596,ORD-00001157,PRD-00065,1,24.99,5.84,24.99,24.99,19.15
ITM-000001597,ORD-00001157,PRD-00027,1,83.99,34.49,83.99,83.99,49.5
ITM-000001598,ORD-00001158,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000001599,ORD-00001158,PRD-00039,1,40.99,18.26,40.99,40.99,22.73
ITM-000001600,ORD-00001159,PRD-00064,2,24.99,6.91,49.98,49.98,36.16
ITM-000001601,ORD-00001159,PRD-00015,1,205.99,123.35,205.99,205.99,82.64
ITM-000001602,ORD-00001160,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000001603,ORD-00001161,PRD-00082,1,151.49,68.21,151.49,151.49,83.28
ITM-000001604,ORD-00001162,PRD-00048,1,33.49,15.83,33.49,33.49,17.66
ITM-000001605,ORD-00001162,PRD-00073,1,84.49,28.1,84.49,84.49,56.39
ITM-000001606,ORD-00001163,PRD-00021,1,114.99,46.3,114.99,114.99,68.69
ITM-000001607,ORD-00001164,PRD-00022,2,49.99,20.52,99.98,99.98,58.94
ITM-000001608,ORD-00001165,PRD-00082,1,151.49,68.21,151.49,151.49,83.28
ITM-000001609,ORD-00001166,PRD-00003,1,350.49,212.61,350.49,350.49,137.88
ITM-000001610,ORD-00001167,PRD-00073,1,84.49,28.1,84.49,84.49,56.39
ITM-000001611,ORD-00001168,PRD-00078,1,25.99,9.37,25.99,25.99,16.62
ITM-000001612,ORD-00001169,PRD-00093,1,227.99,111.71,227.99,227.99,116.28
ITM-000001613,ORD-00001170,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000001614,ORD-00001171,PRD-00033,1,27.99,11.51,27.99,27.99,16.48
ITM-000001615,ORD-00001172,PRD-00080,1,87.99,32.75,87.99,87.99,55.24
ITM-000001616,ORD-00001172,PRD-00017,1,244.99,144.79,244.99,244.99,100.2
ITM-000001617,ORD-00001172,PRD-00003,1,350.49,212.61,350.49,350.49,137.88
ITM-000001618,ORD-00001173,PRD-00034,1,34.99,12.79,34.99,34.99,22.2
ITM-000001619,ORD-00001174,PRD-00093,1,227.99,111.71,227.99,227.99,116.28
ITM-000001620,ORD-00001174,PRD-00099,1,50.99,27.57,50.99,50.99,23.42
ITM-000001621,ORD-00001175,PRD-00091,1,42.99,22.68,42.99,42.99,20.31
ITM-000001622,ORD-00001176,PRD-00079,1,46.49,15.84,46.49,46.49,30.65
ITM-000001623,ORD-00001177,PRD-00095,1,204.99,100.6,204.99,204.99,104.39
ITM-000001624,ORD-00001178,PRD-00018,1,72.99,37.97,72.99,72.99,35.02
ITM-000001625,ORD-00001179,PRD-00022,1,49.99,20.52,49.99,49.99,29.47
ITM-000001626,ORD-00001179,PRD-00013,1,275.99,176.16,275.99,275.99,99.83
ITM-000001627,ORD-00001179,PRD-00093,1,227.99,111.71,227.99,227.99,116.28
ITM-000001628,ORD-00001180,PRD-00043,1,105.99,49.95,105.99,105.99,56.04
ITM-000001629,ORD-00001181,PRD-00033,1,27.99,11.51,27.99,27.99,16.48
ITM-000001630,ORD-00001182,PRD-00020,1,271.99,147.22,271.99,271.99,124.77
ITM-000001631,ORD-00001183,PRD-00037,1,41.99,15.18,41.99,41.99,26.81
ITM-000001632,ORD-00001184,PRD-00050,3,173.99,93.04,521.97,521.97,242.85
ITM-000001633,ORD-00001184,PRD-00093,2,227.99,111.71,455.98,455.98,232.56
ITM-000001634,ORD-00001185,PRD-00041,1,180.99,84.81,180.99,180.99,96.18
ITM-000001635,ORD-00001186,PRD-00041,1,180.99,84.81,180.99,180.99,96.18
ITM-000001636,ORD-00001186,PRD-00094,1,245.99,110.0,245.99,245.99,135.99
ITM-000001637,ORD-00001187,PRD-00051,2,52.99,21.94,105.98,105.98,62.1
ITM-000001638,ORD-00001188,PRD-00009,1,94.99,52.51,94.99,94.99,42.48
ITM-000001639,ORD-00001189,PRD-00033,2,27.99,11.51,55.98,55.98,32.96
ITM-000001640,ORD-00001190,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000001641,ORD-00001191,PRD-00076,1,62.99,25.51,62.99,62.99,37.48
ITM-000001642,ORD-00001191,PRD-00092,1,214.99,101.72,214.99,214.99,113.27
ITM-000001643,ORD-00001192,PRD-00054,1,137.99,68.35,137.99,137.99,69.64
ITM-000001644,ORD-00001192,PRD-00011,1,179.99,102.31,179.99,179.99,77.68
ITM-000001645,ORD-00001193,PRD-00049,1,162.99,86.22,162.99,162.99,76.77
ITM-000001646,ORD-00001194,PRD-00051,1,52.99,21.94,52.99,52.99,31.05
ITM-000001647,ORD-00001195,PRD-00073,3,84.49,28.1,253.47,253.47,169.17
ITM-000001648,ORD-00001196,PRD-00071,1,86.99,31.3,86.99,86.99,55.69
ITM-000001649,ORD-00001197,PRD-00038,1,77.49,36.23,77.49,77.49,41.26
ITM-000001650,ORD-00001198,PRD-00081,1,77.99,39.19,77.99,77.99,38.8
ITM-000001651,ORD-00001199,PRD-00040,1,98.99,45.24,98.99,98.99,53.75
ITM-000001652,ORD-00001200,PRD-00037,1,41.99,15.18,41.99,41.99,26.81
ITM-000001653,ORD-00001201,PRD-00058,1,152.99,69.5,152.99,152.99,83.49
ITM-000001654,ORD-00001201,PRD-00082,1,151.49,68.21,151.49,151.49,83.28
ITM-000001655,ORD-00001202,PRD-00083,1,115.99,58.28,115.99,115.99,57.71
ITM-000001656,ORD-00001202,PRD-00029,1,94.49,33.63,94.49,94.49,60.86
ITM-000001657,ORD-00001202,PRD-00053,1,47.99,23.38,47.99,47.99,24.61
ITM-000001658,ORD-00001203,PRD-00061,1,75.99,20.12,75.99,75.99,55.87
ITM-000001659,ORD-00001204,PRD-00054,1,137.99,68.35,137.99,137.99,69.64
ITM-000001660,ORD-00001205,PRD-00023,1,31.99,14.2,31.99,31.99,17.79
ITM-000001661,ORD-00001205,PRD-00065,1,24.99,5.84,24.99,24.99,19.15
ITM-000001662,ORD-00001206,PRD-00035,2,100.99,39.04,201.98,201.98,123.9
ITM-000001663,ORD-00001207,PRD-00092,1,214.99,101.72,214.99,214.99,113.27
ITM-000001664,ORD-00001208,PRD-00003,2,350.49,212.61,700.98,700.98,275.76
ITM-000001665,ORD-00001209,PRD-00043,1,105.99,49.95,105.99,105.99,56.04
ITM-000001666,ORD-00001210,PRD-00005,1,82.99,47.75,82.99,82.99,35.24
ITM-000001667,ORD-00001211,PRD-00010,1,207.99,120.07,207.99,207.99,87.92
ITM-000001668,ORD-00001212,PRD-00049,1,162.99,86.22,162.99,162.99,76.77
ITM-000001669,ORD-00001213,PRD-00003,1,350.49,212.61,350.49,350.49,137.88
ITM-000001670,ORD-00001214,PRD-00015,2,205.99,123.35,411.98,411.98,165.28
ITM-000001671,ORD-00001214,PRD-00088,1,211.99,101.84,211.99,211.99,110.15
ITM-000001672,ORD-00001215,PRD-00068,1,37.49,12.61,37.49,37.49,24.88
ITM-000001673,ORD-00001216,PRD-00026,2,94.99,41.91,189.98,189.98,106.16
ITM-000001674,ORD-00001217,PRD-00030,1,67.99,29.21,67.99,67.99,38.78
ITM-000001675,ORD-00001218,PRD-00009,1,94.99,52.51,94.99,94.99,42.48
ITM-000001676,ORD-00001219,PRD-00016,1,129.99,78.72,129.99,129.99,51.27
ITM-000001677,ORD-00001220,PRD-00091,1,42.99,22.68,42.99,42.99,20.31
ITM-000001678,ORD-00001221,PRD-00054,1,137.99,68.35,137.99,137.99,69.64
ITM-000001679,ORD-00001222,PRD-00039,1,40.99,18.26,40.99,40.99,22.73
ITM-000001680,ORD-00001223,PRD-00067,2,44.99,16.41,89.98,89.98,57.16
ITM-000001681,ORD-00001224,PRD-00069,1,51.99,14.6,51.99,51.99,37.39
ITM-000001682,ORD-00001225,PRD-00060,1,176.49,84.75,176.49,176.49,91.74
ITM-000001683,ORD-00001226,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000001684,ORD-00001227,PRD-00062,1,68.49,27.5,68.49,68.49,40.99
ITM-000001685,ORD-00001228,PRD-00085,1,105.99,56.37,105.99,105.99,49.62
ITM-000001686,ORD-00001229,PRD-00011,1,179.99,102.31,179.99,179.99,77.68
ITM-000001687,ORD-00001230,PRD-00043,1,105.99,49.95,105.99,105.99,56.04
ITM-000001688,ORD-00001231,PRD-00024,1,54.99,26.28,54.99,54.99,28.71
ITM-000001689,ORD-00001231,PRD-00050,1,173.99,93.04,173.99,173.99,80.95
ITM-000001690,ORD-00001232,PRD-00083,2,115.99,58.28,231.98,231.98,115.42
ITM-000001691,ORD-00001232,PRD-00053,2,47.99,23.38,95.98,95.98,49.22
ITM-000001692,ORD-00001233,PRD-00032,2,42.49,17.54,84.98,84.98,49.9
ITM-000001693,ORD-00001234,PRD-00056,1,135.49,71.03,135.49,135.49,64.46
ITM-000001694,ORD-00001235,PRD-00080,1,87.99,32.75,87.99,87.99,55.24
ITM-000001695,ORD-00001235,PRD-00070,1,64.99,25.31,64.99,64.99,39.68
ITM-000001696,ORD-00001236,PRD-00059,3,47.49,23.54,142.47,142.47,71.85
ITM-000001697,ORD-00001237,PRD-00042,1,121.99,52.18,121.99,121.99,69.81
ITM-000001698,ORD-00001237,PRD-00071,1,86.99,31.3,86.99,86.99,55.69
ITM-000001699,ORD-00001238,PRD-00035,1,100.99,39.04,100.99,100.99,61.95
ITM-000001700,ORD-00001238,PRD-00007,1,316.99,172.8,316.99,316.99,144.19
ITM-000001701,ORD-00001238,PRD-00092,3,214.99,101.72,644.97,644.97,339.81
ITM-000001702,ORD-00001239,PRD-00037,1,41.99,15.18,41.99,41.99,26.81
ITM-000001703,ORD-00001239,PRD-00005,1,82.99,47.75,82.99,82.99,35.24
ITM-000001704,ORD-00001240,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000001705,ORD-00001241,PRD-00081,1,77.99,39.19,77.99,77.99,38.8
ITM-000001706,ORD-00001242,PRD-00011,1,179.99,102.31,179.99,179.99,77.68
ITM-000001707,ORD-00001242,PRD-00045,1,83.49,36.38,83.49,83.49,47.11
ITM-000001708,ORD-00001243,PRD-00013,1,275.99,176.16,275.99,275.99,99.83
ITM-000001709,ORD-00001244,PRD-00046,1,113.49,52.53,113.49,113.49,60.96
ITM-000001710,ORD-00001245,PRD-00044,1,72.99,36.23,72.99,72.99,36.76
ITM-000001711,ORD-00001246,PRD-00049,1,162.99,86.22,162.99,162.99,76.77
ITM-000001712,ORD-00001247,PRD-00057,1,146.49,75.56,146.49,146.49,70.93
ITM-000001713,ORD-00001248,PRD-00052,3,118.49,48.71,355.47,355.47,209.34
ITM-000001714,ORD-00001249,PRD-00030,1,67.99,29.21,67.99,67.99,38.78
ITM-000001715,ORD-00001250,PRD-00075,1,56.99,20.25,56.99,56.99,36.74
ITM-000001716,ORD-00001251,PRD-00049,1,162.99,86.22,162.99,162.99,76.77
ITM-000001717,ORD-00001251,PRD-00070,1,64.99,25.31,64.99,64.99,39.68
ITM-000001718,ORD-00001251,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000001719,ORD-00001252,PRD-00031,1,110.99,51.16,110.99,110.99,59.83
ITM-000001720,ORD-00001252,PRD-00058,1,152.99,69.5,152.99,152.99,83.49
ITM-000001721,ORD-00001253,PRD-00021,1,114.99,46.3,114.99,114.99,68.69
ITM-000001722,ORD-00001254,PRD-00035,1,100.99,39.04,100.99,100.99,61.95
ITM-000001723,ORD-00001254,PRD-00065,1,24.99,5.84,24.99,24.99,19.15
ITM-000001724,ORD-00001255,PRD-00066,1,84.99,33.73,84.99,84.99,51.26
ITM-000001725,ORD-00001256,PRD-00066,1,84.99,33.73,84.99,84.99,51.26
ITM-000001726,ORD-00001257,PRD-00084,1,31.99,15.58,31.99,31.99,16.41
ITM-000001727,ORD-00001258,PRD-00036,1,73.99,30.02,73.99,73.99,43.97
ITM-000001728,ORD-00001258,PRD-00010,1,207.99,120.07,207.99,207.99,87.92
ITM-000001729,ORD-00001258,PRD-00021,1,114.99,46.3,114.99,114.99,68.69
ITM-000001730,ORD-00001259,PRD-00076,1,62.99,25.51,62.99,62.99,37.48
ITM-000001731,ORD-00001260,PRD-00082,1,151.49,68.21,151.49,151.49,83.28
ITM-000001732,ORD-00001260,PRD-00032,1,42.49,17.54,42.49,42.49,24.95
ITM-000001733,ORD-00001261,PRD-00001,1,320.99,176.63,320.99,320.99,144.36
ITM-000001734,ORD-00001262,PRD-00017,1,244.99,144.79,244.99,244.99,100.2
ITM-000001735,ORD-00001262,PRD-00059,1,47.49,23.54,47.49,47.49,23.95
ITM-000001736,ORD-00001263,PRD-00057,1,146.49,75.56,146.49,146.49,70.93
ITM-000001737,ORD-00001264,PRD-00094,1,245.99,110.0,245.99,245.99,135.99
ITM-000001738,ORD-00001264,PRD-00100,3,143.99,66.17,431.97,431.97,233.46
ITM-000001739,ORD-00001265,PRD-00011,1,179.99,102.31,179.99,179.99,77.68
ITM-000001740,ORD-00001266,PRD-00072,2,36.99,11.8,73.98,73.98,50.38
ITM-000001741,ORD-00001267,PRD-00017,1,244.99,144.79,244.99,244.99,100.2
ITM-000001742,ORD-00001268,PRD-00057,1,146.49,75.56,146.49,146.49,70.93
ITM-000001743,ORD-00001269,PRD-00014,1,337.99,200.36,337.99,337.99,137.63
ITM-000001744,ORD-00001270,PRD-00046,1,113.49,52.53,113.49,113.49,60.96
ITM-000001745,ORD-00001271,PRD-00043,2,105.99,49.95,211.98,211.98,112.08
ITM-000001746,ORD-00001272,PRD-00011,1,179.99,102.31,179.99,179.99,77.68
ITM-000001747,ORD-00001273,PRD-00064,1,24.99,6.91,24.99,24.99,18.08
