order_id,session_id,user_id,order_date,order_timestamp,subtotal,tax_amount,shipping_fee,discount_amount,total_amount,payment_method,status,ab_variant
ORD-00000778,SES-000014866,USR-00008313,2025-04-22,2025-04-22 22:15:19.053202814,379.98,31.35,0.0,0.0,411.33,PayPal,completed,treatment
ORD-00000779,SES-000014887,USR-00022088,2025-04-23,2025-04-23 00:59:44.052343359,114.99,9.49,0.0,0.0,124.48,Credit Card,completed,treatment
ORD-00000780,SES-000014901,USR-00005630,2025-04-23,2025-04-23 02:13:05.046423865,93.98,7.75,0.0,0.0,101.73,Klarna,completed,control
ORD-00000781,SES-000014912,USR-00008544,2025-04-23,2025-04-23 03:27:09.037272852,129.98,9.65,0.0,13.0,126.63,Credit Card,completed,control
ORD-00000782,SES-000014943,USR-00015734,2025-04-23,2025-04-23 06:38:48.513799832,363.48,29.99,0.0,0.0,393.47,Credit Card,completed,treatment
ORD-00000783,SES-000014951,USR-00017130,2025-04-23,2025-04-23 07:21:49.018656417,94.98,7.84,0.0,0.0,102.82,Apple Pay,completed,control
ORD-00000784,SES-000014988,USR-00010107,2025-04-23,2025-04-23 14:06:48.344072566,1193.96,88.65,0.0,119.4,1163.21,Credit Card,completed,control
ORD-00000785,SES-000014991,USR-00023421,2025-04-23,2025-04-23 14:16:33.438350765,295.97,24.42,0.0,0.0,320.39,Credit Card,completed,treatment
ORD-00000786,SES-000014994,USR-00025404,2025-04-23,2025-04-23 14:59:18.525206968,162.99,12.1,0.0,16.3,158.79,Credit Card,completed,treatment
ORD-00000787,SES-000014996,USR-00014688,2025-04-23,2025-04-23 15:04:47.654213340,732.97,60.47,0.0,0.0,793.44,Credit Card,completed,treatment
ORD-00000788,SES-000014997,USR-00013559,2025-04-23,2025-04-23 15:08:24.358364262,27.99,2.08,5.99,2.8,33.26,Credit Card,completed,control
ORD-00000789,SES-000015000,USR-00003805,2025-04-23,2025-04-23 15:17:57.257123999,145.98,10.84,0.0,14.6,142.22,Credit Card,completed,treatment
ORD-00000790,SES-000015022,USR-00009794,2025-04-23,2025-04-23 19:39:27.876345863,100.99,7.92,0.0,5.05,103.86,Credit Card,completed,treatment
ORD-00000791,SES-000015025,USR-00003142,2025-04-23,2025-04-23 19:53:59.906614750,72.99,6.02,5.99,0.0,85.0,Apple Pay,completed,control
ORD-00000792,SES-000015035,USR-00003147,2025-04-23,2025-04-23 21:01:58.677979974,67.99,5.05,5.99,6.8,72.23,Credit Card,completed,control
ORD-00000793,SES-000015045,USR-00028858,2025-04-23,2025-04-23 23:15:24.968597547,228.47,16.96,0.0,22.85,222.58,Credit Card,completed,control
ORD-00000794,SES-000015051,USR-00019056,2025-04-24,2025-04-24 00:07:41.891733219,232.99,17.3,0.0,23.3,226.99,Apple Pay,completed,treatment
ORD-00000795,SES-000015068,USR-00019124,2025-04-24,2025-04-24 02:05:19.456777009,194.98,14.48,0.0,19.5,189.96,Credit Card,completed,control
ORD-00000796,SES-000015117,USR-00002903,2025-04-24,2025-04-24 08:15:07.865313587,107.49,8.87,0.0,0.0,116.36,Credit Card,completed,control
ORD-00000797,SES-000015125,USR-00002029,2025-04-24,2025-04-24 10:46:55.752836816,188.98,15.59,0.0,0.0,204.57,PayPal,completed,treatment
ORD-00000798,SES-000015127,USR-00029670,2025-04-24,2025-04-24 11:04:29.555202287,25.99,1.93,5.99,2.6,31.31,Credit Card,completed,control
ORD-00000799,SES-000015150,USR-00021401,2025-04-24,2025-04-24 14:15:58.541997914,227.99,16.93,0.0,22.8,222.12,Credit Card,completed,control
ORD-00000800,SES-000015171,USR-00004973,2025-04-24,2025-04-24 16:21:36.226054475,114.99,8.54,0.0,11.5,112.03,Klarna,completed,control
ORD-00000801,SES-000015178,USR-00002815,2025-04-24,2025-04-24 17:31:53.987176226,94.99,7.05,0.0,9.5,92.54,Credit Card,completed,treatment
ORD-00000802,SES-000015192,USR-00017524,2025-04-24,2025-04-24 19:20:32.235352697,271.97,22.44,0.0,0.0,294.41,PayPal,completed,treatment
ORD-00000803,SES-000015198,USR-00009361,2025-04-24,2025-04-24 19:56:02.465223134,115.99,8.61,0.0,11.6,113.0,Klarna,completed,control
ORD-00000804,SES-000015236,USR-00010093,2025-04-25,2025-04-25 02:09:18.800340872,104.98,7.79,0.0,10.5,102.27,Klarna,completed,control
ORD-00000805,SES-000015240,USR-00027808,2025-04-25,2025-04-25 02:31:17.936977887,339.99,28.05,0.0,0.0,368.04,Credit Card,completed,treatment
ORD-00000806,SES-000015246,USR-00019320,2025-04-25,2025-04-25 03:32:50.420065265,50.99,3.79,5.99,5.1,55.67,Credit Card,completed,treatment
ORD-00000807,SES-000015247,USR-00016708,2025-04-25,2025-04-25 03:34:01.077106108,245.98,18.26,0.0,24.6,239.64,Credit Card,completed,treatment
ORD-00000808,SES-000015279,USR-00010308,2025-04-25,2025-04-25 08:11:14.764482304,325.99,24.2,0.0,32.6,317.59,Credit Card,completed,treatment
ORD-00000809,SES-000015284,USR-00027890,2025-04-25,2025-04-25 08:35:55.476051841,205.99,15.29,0.0,20.6,200.68,Apple Pay,completed,control
ORD-00000810,SES-000015309,USR-00013244,2025-04-25,2025-04-25 12:29:07.042271922,135.49,10.06,0.0,13.55,132.0,Credit Card,completed,control
ORD-00000811,SES-000015315,USR-00013292,2025-04-25,2025-04-25 13:43:20.768668902,299.98,22.27,0.0,30.0,292.25,Apple Pay,completed,treatment
ORD-00000812,SES-000015323,USR-00025076,2025-04-25,2025-04-25 14:10:37.980458897,152.99,11.36,0.0,15.3,149.05,Credit Card,completed,control
ORD-00000813,SES-000015345,USR-00022200,2025-04-25,2025-04-25 16:53:41.134081231,36.99,3.05,5.99,0.0,46.03,Credit Card,completed,treatment
ORD-00000814,SES-000015349,USR-00024681,2025-04-25,2025-04-25 17:20:48.660295723,75.99,6.27,0.0,0.0,82.26,Klarna,completed,treatment
ORD-00000815,SES-000015378,USR-00018723,2025-04-25,2025-04-25 21:57:44.009635719,830.96,68.55,0.0,0.0,899.51,PayPal,completed,treatment
ORD-00000816,SES-000015379,USR-00029515,2025-04-25,2025-04-25 22:07:56.075738446,114.99,8.54,0.0,11.5,112.03,Credit Card,completed,control
ORD-00000817,SES-000015386,USR-00000944,2025-04-25,2025-04-25 22:48:30.628671887,94.99,7.05,0.0,9.5,92.54,Apple Pay,completed,control
ORD-00000818,SES-000015399,USR-00004429,2025-04-26,2025-04-26 01:09:12.480733869,423.97,31.48,0.0,42.4,413.05,Klarna,completed,treatment
ORD-00000819,SES-000015424,USR-00014958,2025-04-26,2025-04-26 04:58:24.431332314,143.99,11.88,0.0,0.0,155.87,Klarna,completed,treatment
ORD-00000820,SES-000015425,USR-00028332,2025-04-26,2025-04-26 05:02:20.415421936,137.99,10.25,0.0,13.8,134.44,PayPal,completed,control
ORD-00000821,SES-000015428,USR-00012810,2025-04-26,2025-04-26 05:13:06.748689169,391.99,29.11,0.0,39.2,381.9,PayPal,completed,control
ORD-00000822,SES-000015435,USR-00001217,2025-04-26,2025-04-26 05:53:49.028024549,302.97,25.0,0.0,0.0,327.97,Klarna,completed,treatment
ORD-00000823,SES-000015471,USR-00009328,2025-04-26,2025-04-26 09:59:25.166582806,146.49,10.88,0.0,14.65,142.72,PayPal,completed,control
ORD-00000824,SES-000015479,USR-00003076,2025-04-26,2025-04-26 10:52:55.606273356,77.49,5.75,0.0,7.75,75.49,Credit Card,completed,control
ORD-00000825,SES-000015503,USR-00014375,2025-04-26,2025-04-26 14:11:20.153216016,167.49,12.44,0.0,16.75,163.18,Credit Card,completed,treatment
ORD-00000826,SES-000015516,USR-00018589,2025-04-26,2025-04-26 15:17:33.580299801,245.99,20.29,0.0,0.0,266.28,Credit Card,completed,treatment
ORD-00000827,SES-000015521,USR-00027476,2025-04-26,2025-04-26 15:58:44.167411369,305.98,22.72,0.0,30.6,298.1,Apple Pay,completed,control
ORD-00000828,SES-000015545,USR-00003582,2025-04-26,2025-04-26 18:49:43.548348433,374.49,27.81,0.0,37.45,364.85,Credit Card,completed,treatment
ORD-00000829,SES-000015553,USR-00012471,2025-04-26,2025-04-26 20:10:15.173195585,204.99,16.07,0.0,10.25,210.81,Credit Card,completed,treatment
ORD-00000830,SES-000015594,USR-00010146,2025-04-27,2025-04-27 01:24:31.783598730,31.99,2.38,5.99,3.2,37.16,Credit Card,completed,control
ORD-00000831,SES-000015605,USR-00016312,2025-04-27,2025-04-27 02:53:58.518191480,75.99,5.64,0.0,7.6,74.03,Credit Card,completed,control
ORD-00000832,SES-000015614,USR-00014312,2025-04-27,2025-04-27 04:07:27.383020260,86.99,7.18,0.0,0.0,94.17,PayPal,completed,treatment
ORD-00000833,SES-000015618,USR-00027116,2025-04-27,2025-04-27 04:19:01.434809489,251.98,20.79,0.0,0.0,272.77,Klarna,completed,treatment
ORD-00000834,SES-000015633,USR-00006363,2025-04-27,2025-04-27 05:41:22.700089279,278.98,23.02,0.0,0.0,302.0,Apple Pay,completed,treatment
ORD-00000835,SES-000015641,USR-00003941,2025-04-27,2025-04-27 08:12:37.876824856,121.99,9.06,0.0,12.2,118.85,Klarna,completed,control
ORD-00000836,SES-000015643,USR-00019685,2025-04-27,2025-04-27 08:35:29.997005939,83.49,6.2,0.0,8.35,81.34,Apple Pay,completed,treatment
ORD-00000837,SES-000015646,USR-00024037,2025-04-27,2025-04-27 08:56:00.540672724,46.49,3.84,5.99,0.0,56.32,Apple Pay,completed,treatment
ORD-00000838,SES-000015649,USR-00018835,2025-04-27,2025-04-27 09:18:29.564087653,42.49,3.15,5.99,4.25,47.38,Credit Card,completed,control
ORD-00000839,SES-000015660,USR-00009410,2025-04-27,2025-04-27 10:23:32.233099763,74.98,5.57,5.99,7.5,79.04,Credit Card,completed,control
ORD-00000840,SES-000015668,USR-00003961,2025-04-27,2025-04-27 11:33:31.486159921,320.98,23.83,0.0,32.1,312.71,Credit Card,completed,control
ORD-00000841,SES-000015676,USR-00013941,2025-04-27,2025-04-27 13:07:58.711076555,489.98,40.42,0.0,0.0,530.4,Klarna,completed,treatment
ORD-00000842,SES-000015683,USR-00010949,2025-04-27,2025-04-27 14:39:44.851594561,214.99,15.96,0.0,21.5,209.45,PayPal,completed,control
ORD-00000843,SES-000015687,USR-00015644,2025-04-27,2025-04-27 15:42:09.685627114,203.99,16.83,0.0,0.0,220.82,PayPal,completed,treatment
ORD-00000844,SES-000015736,USR-00028906,2025-04-27,2025-04-27 21:00:32.688120442,54.99,4.54,5.99,0.0,65.52,Apple Pay,completed,treatment
ORD-00000845,SES-000015776,USR-00009842,2025-04-28,2025-04-28 03:30:50.979617268,34.99,2.89,5.99,0.0,43.87,Credit Card,completed,control
ORD-00000846,SES-000015778,USR-00002377,2025-04-28,2025-04-28 04:01:18.984392363,207.98,15.44,0.0,20.8,202.62,Apple Pay,completed,control
ORD-00000847,SES-000015779,USR-00007095,2025-04-28,2025-04-28 04:23:19.298644997,47.49,3.92,5.99,0.0,57.4,Apple Pay,completed,control
ORD-00000848,SES-000015793,USR-00011148,2025-04-28,2025-04-28 06:48:33.082913676,81.98,6.76,0.0,0.0,88.74,Credit Card,completed,control
ORD-00000849,SES-000015820,USR-00020522,2025-04-28,2025-04-28 10:56:21.082918643,715.96,53.16,0.0,71.6,697.52,Apple Pay,completed,control
ORD-00000850,SES-000015848,USR-00019105,2025-04-28,2025-04-28 14:40:11.356436599,105.99,8.74,0.0,0.0,114.73,Apple Pay,completed,control
ORD-00000851,SES-000015856,USR-00029598,2025-04-28,2025-04-28 15:14:28.913885170,143.97,11.88,0.0,0.0,155.85,PayPal,completed,control
ORD-00000852,SES-000015857,USR-00001035,2025-04-28,2025-04-28 15:17:47.974494730,47.99,3.56,5.99,4.8,52.74,Credit Card,completed,treatment
ORD-00000853,SES-000015887,USR-00017961,2025-04-28,2025-04-28 20:00:47.154457224,179.47,14.81,0.0,0.0,194.28,PayPal,completed,control
ORD-00000854,SES-000015896,USR-00013292,2025-04-28,2025-04-28 20:46:02.635944082,199.49,14.81,0.0,19.95,194.35,Klarna,completed,control
ORD-00000855,SES-000015901,USR-00019088,2025-04-28,2025-04-28 21:35:51.594500773,113.49,8.43,0.0,11.35,110.57,Credit Card,completed,treatment
ORD-00000856,SES-000015919,USR-00029496,2025-04-29,2025-04-29 01:00:22.943554015,105.99,8.74,0.0,0.0,114.73,Credit Card,completed,control
ORD-00000857,SES-000015924,USR-00010368,2025-04-29,2025-04-29 01:34:53.394236131,615.98,50.82,0.0,0.0,666.8,Credit Card,completed,treatment
ORD-00000858,SES-000015945,USR-00024137,2025-04-29,2025-04-29 04:15:33.572122391,508.46,37.75,0.0,50.85,495.36,Apple Pay,completed,control
ORD-00000859,SES-000015961,USR-00000750,2025-04-29,2025-04-29 07:50:46.899968263,140.99,11.63,0.0,0.0,152.62,Apple Pay,completed,control
ORD-00000860,SES-000015988,USR-00001985,2025-04-29,2025-04-29 12:26:17.142797698,638.97,52.72,0.0,0.0,691.69,Apple Pay,completed,control
ORD-00000861,SES-000015990,USR-00002324,2025-04-29,2025-04-29 12:42:12.615211011,100.99,7.5,0.0,10.1,98.39,Apple Pay,completed,control
ORD-00000862,SES-000016029,USR-00018928,2025-04-29,2025-04-29 17:53:01.165717380,73.99,5.49,5.99,7.4,78.07,Klarna,completed,treatment
ORD-00000863,SES-000016056,USR-00000200,2025-04-29,2025-04-29 21:36:38.561681178,271.99,22.44,0.0,0.0,294.43,PayPal,completed,control
ORD-00000864,SES-000016058,USR-00000588,2025-04-29,2025-04-29 21:43:53.429922055,77.99,6.43,0.0,0.0,84.42,PayPal,completed,treatment
ORD-00000865,SES-000016070,USR-00018024,2025-04-29,2025-04-29 23:07:57.724994815,113.97,8.46,0.0,11.4,111.03,Credit Card,completed,treatment
ORD-00000866,SES-000016083,USR-00011907,2025-04-30,2025-04-30 00:49:05.007519158,311.48,25.7,0.0,0.0,337.18,Apple Pay,completed,treatment
ORD-00000867,SES-000016086,USR-00010220,2025-04-30,2025-04-30 01:17:05.899592955,129.99,9.65,0.0,13.0,126.64,Apple Pay,completed,treatment
ORD-00000868,SES-000016092,USR-00008986,2025-04-30,2025-04-30 02:10:13.902605849,44.99,3.71,5.99,0.0,54.69,Apple Pay,completed,control
ORD-00000869,SES-000016093,USR-00021023,2025-04-30,2025-04-30 02:20:04.705038550,257.98,21.28,0.0,0.0,279.26,Apple Pay,completed,treatment
ORD-00000870,SES-000016096,USR-00001219,2025-04-30,2025-04-30 02:33:48.372451884,22.99,1.71,5.99,2.3,28.39,Apple Pay,completed,treatment
ORD-00000871,SES-000016099,USR-00025317,2025-04-30,2025-04-30 02:49:34.158716398,214.99,16.85,0.0,10.75,221.09,Credit Card,completed,control
ORD-00000872,SES-000016106,USR-00011762,2025-04-30,2025-04-30 03:40:32.749944946,321.96,23.91,0.0,32.2,313.67,Apple Pay,completed,control
ORD-00000873,SES-000016121,USR-00019088,2025-04-30,2025-04-30 05:03:57.320681594,275.99,20.49,0.0,27.6,268.88,Klarna,completed,treatment
ORD-00000874,SES-000016141,USR-00020624,2025-04-30,2025-04-30 07:28:18.032524747,143.99,10.69,0.0,14.4,140.28,Credit Card,completed,treatment
ORD-00000875,SES-000016143,USR-00015113,2025-04-30,2025-04-30 07:52:39.287675963,504.97,41.66,0.0,0.0,546.63,Credit Card,completed,treatment
ORD-00000876,SES-000016147,USR-00003125,2025-04-30,2025-04-30 08:03:43.632851775,84.49,6.97,0.0,0.0,91.46,Credit Card,completed,treatment
ORD-00000877,SES-000016158,USR-00019247,2025-04-30,2025-04-30 08:53:50.925218945,350.97,26.06,0.0,35.1,341.93,Klarna,completed,treatment
ORD-00000878,SES-000016177,USR-00027308,2025-04-30,2025-04-30 11:37:33.667739405,84.99,7.01,0.0,0.0,92.0,PayPal,completed,control
ORD-00000879,SES-000016195,USR-00020843,2025-04-30,2025-04-30 14:11:02.312792703,92.98,6.9,0.0,9.3,90.58,Credit Card,completed,control
ORD-00000880,SES-000016201,USR-00012780,2025-04-30,2025-04-30 15:06:21.787085589,152.99,12.62,0.0,0.0,165.61,PayPal,completed,control
ORD-00000881,SES-000016223,USR-00013862,2025-04-30,2025-04-30 18:37:48.167712961,136.48,10.13,0.0,13.65,132.96,Klarna,completed,control
ORD-00000882,SES-000016238,USR-00024512,2025-04-30,2025-04-30 21:34:45.212159866,727.97,54.05,0.0,72.8,709.22,Credit Card,completed,control
ORD-00000883,SES-000016244,USR-00002217,2025-04-30,2025-04-30 22:16:04.793204033,83.49,6.2,0.0,8.35,81.34,Credit Card,completed,treatment
ORD-00000884,SES-000016249,USR-00021844,2025-04-30,2025-04-30 23:01:03.892455941,409.98,33.82,0.0,0.0,443.8,PayPal,completed,control
ORD-00000885,SES-000016256,USR-00025388,2025-04-30,2025-04-30 23:59:41.880605645,36.99,2.75,5.99,3.7,42.03,Credit Card,completed,control
ORD-00000886,SES-000016279,USR-00001268,2025-05-01,2025-05-01 03:56:55.417916284,131.97,10.89,0.0,0.0,142.86,Credit Card,completed,control
ORD-00000887,SES-000016291,USR-00004904,2025-05-01,2025-05-01 05:21:37.312580498,50.99,3.79,5.99,5.1,55.67,Credit Card,completed,control
ORD-00000888,SES-000016307,USR-00007195,2025-05-01,2025-05-01 08:03:24.982317206,294.49,24.3,0.0,0.0,318.79,PayPal,completed,control
ORD-00000889,SES-000016312,USR-00012085,2025-05-01,2025-05-01 09:31:23.977503581,40.99,3.38,5.99,0.0,50.36,Credit Card,completed,treatment
ORD-00000890,SES-000016342,USR-00027375,2025-05-01,2025-05-01 13:45:47.253145495,189.98,14.11,0.0,19.0,185.09,Apple Pay,completed,control
ORD-00000891,SES-000016344,USR-00019803,2025-05-01,2025-05-01 13:52:10.135662976,698.97,51.9,0.0,69.9,680.97,Credit Card,completed,control
ORD-00000892,SES-000016364,USR-00012336,2025-05-01,2025-05-01 16:12:57.096387209,432.98,35.72,0.0,0.0,468.7,Klarna,completed,treatment
ORD-00000893,SES-000016384,USR-00025320,2025-05-01,2025-05-01 18:02:31.931023587,16.99,1.4,5.99,0.0,24.38,PayPal,completed,treatment
ORD-00000894,SES-000016389,USR-00027503,2025-05-01,2025-05-01 18:29:12.815033685,319.97,23.76,0.0,32.0,311.73,Credit Card,completed,control
ORD-00000895,SES-000016418,USR-00013587,2025-05-01,2025-05-01 20:46:04.290646737,411.48,33.95,0.0,0.0,445.43,Klarna,completed,control
ORD-00000896,SES-000016429,USR-00011208,2025-05-01,2025-05-01 22:26:34.407680770,197.98,14.7,0.0,19.8,192.88,Apple Pay,completed,treatment
ORD-00000897,SES-000016446,USR-00021806,2025-05-02,2025-05-02 01:34:40.193412558,189.98,15.67,0.0,0.0,205.65,Apple Pay,completed,control
ORD-00000898,SES-000016455,USR-00006432,2025-05-02,2025-05-02 03:23:38.462982328,129.99,9.65,0.0,13.0,126.64,Klarna,completed,control
ORD-00000899,SES-000016461,USR-00002209,2025-05-02,2025-05-02 04:44:47.404178843,75.99,5.64,0.0,7.6,74.03,Apple Pay,completed,treatment
ORD-00000900,SES-000016473,USR-00029146,2025-05-02,2025-05-02 06:46:18.871573722,84.49,6.97,0.0,0.0,91.46,Credit Card,completed,control
ORD-00000901,SES-000016489,USR-00019896,2025-05-02,2025-05-02 09:05:50.474811327,374.98,30.94,0.0,0.0,405.92,Apple Pay,completed,control
ORD-00000902,SES-000016498,USR-00013793,2025-05-02,2025-05-02 10:10:27.126412270,84.99,6.31,0.0,8.5,82.8,Apple Pay,completed,treatment
ORD-00000903,SES-000016505,USR-00023577,2025-05-02,2025-05-02 10:36:52.039685589,391.99,32.34,0.0,0.0,424.33,Credit Card,completed,control
ORD-00000904,SES-000016515,USR-00021999,2025-05-02,2025-05-02 11:33:00.572433721,24.99,1.86,5.99,2.5,30.34,Credit Card,completed,control
ORD-00000905,SES-000016522,USR-00015772,2025-05-02,2025-05-02 12:15:42.878703029,338.97,27.97,0.0,0.0,366.94,Credit Card,completed,control
ORD-00000906,SES-000016537,USR-00028322,2025-05-02,2025-05-02 14:00:36.630464538,545.47,40.5,0.0,54.55,531.42,Apple Pay,completed,treatment
ORD-00000907,SES-000016541,USR-00015776,2025-05-02,2025-05-02 14:29:58.881309672,199.49,14.81,0.0,19.95,194.35,PayPal,completed,treatment
ORD-00000908,SES-000016546,USR-00001278,2025-05-02,2025-05-02 14:45:50.528498936,151.49,12.5,0.0,0.0,163.99,Credit Card,completed,treatment
ORD-00000909,SES-000016549,USR-00024216,2025-05-02,2025-05-02 15:36:00.275354782,121.99,9.06,0.0,12.2,118.85,Credit Card,completed,treatment
ORD-00000910,SES-000016613,USR-00029972,2025-05-02,2025-05-02 23:34:03.621337160,177.97,13.21,0.0,17.8,173.38,Apple Pay,completed,control
ORD-00000911,SES-000016618,USR-00007897,2025-05-03,2025-05-03 00:19:41.297273013,283.98,21.09,0.0,28.4,276.67,Credit Card,completed,treatment
ORD-00000912,SES-000016629,USR-00003007,2025-05-03,2025-05-03 02:06:45.410842427,354.98,26.36,0.0,35.5,345.84,PayPal,completed,control
ORD-00000913,SES-000016632,USR-00015901,2025-05-03,2025-05-03 02:10:57.895654185,203.99,16.83,0.0,0.0,220.82,Credit Card,completed,treatment
ORD-00000914,SES-000016644,USR-00016743,2025-05-03,2025-05-03 03:59:10.016119445,169.98,12.62,0.0,17.0,165.6,Klarna,completed,treatment
ORD-00000915,SES-000016649,USR-00015603,2025-05-03,2025-05-03 04:16:01.132505721,46.49,3.45,5.99,4.65,51.28,Credit Card,completed,treatment
ORD-00000916,SES-000016656,USR-00024858,2025-05-03,2025-05-03 05:08:43.479660884,500.97,37.2,0.0,50.1,488.07,Credit Card,completed,control
ORD-00000917,SES-000016660,USR-00013308,2025-05-03,2025-05-03 05:36:06.655538783,332.98,27.47,0.0,0.0,360.45,PayPal,completed,control
ORD-00000918,SES-000016689,USR-00003563,2025-05-03,2025-05-03 08:15:30.082521046,339.99,28.05,0.0,0.0,368.04,PayPal,completed,control
ORD-00000919,SES-000016712,USR-00007892,2025-05-03,2025-05-03 11:51:20.117742461,56.99,4.7,5.99,0.0,67.68,Credit Card,completed,control
ORD-00000920,SES-000016716,USR-00015570,2025-05-03,2025-05-03 12:13:07.759050068,77.99,6.43,0.0,0.0,84.42,Credit Card,completed,treatment
ORD-00000921,SES-000016740,USR-00015293,2025-05-03,2025-05-03 16:02:41.233524192,325.99,26.89,0.0,0.0,352.88,Credit Card,completed,treatment
ORD-00000922,SES-000016742,USR-00029891,2025-05-03,2025-05-03 16:41:24.305290084,154.97,12.79,0.0,0.0,167.76,Apple Pay,completed,control
ORD-00000923,SES-000016755,USR-00025371,2025-05-03,2025-05-03 18:57:47.569818962,350.97,28.96,0.0,0.0,379.93,Credit Card,completed,treatment
ORD-00000924,SES-000016756,USR-00002979,2025-05-03,2025-05-03 19:03:32.057502158,374.49,30.9,0.0,0.0,405.39,Credit Card,completed,control
ORD-00000925,SES-000016778,USR-00026789,2025-05-03,2025-05-03 21:19:42.450560254,41.99,3.12,5.99,4.2,46.9,Klarna,completed,control
ORD-00000926,SES-000016787,USR-00009362,2025-05-03,2025-05-03 22:26:47.038053705,226.98,16.85,0.0,22.7,221.13,Credit Card,completed,treatment
ORD-00000927,SES-000016790,USR-00007178,2025-05-03,2025-05-03 23:05:21.792932233,109.98,8.17,0.0,11.0,107.15,PayPal,completed,treatment
ORD-00000928,SES-000016791,USR-00023041,2025-05-03,2025-05-03 23:17:48.291420433,42.99,3.19,5.99,4.3,47.87,Credit Card,completed,control
ORD-00000929,SES-000016792,USR-00020201,2025-05-03,2025-05-03 23:18:13.190841311,275.99,22.77,0.0,0.0,298.76,Credit Card,completed,treatment
ORD-00000930,SES-000016815,USR-00024396,2025-05-04,2025-05-04 01:44:01.553612735,37.49,2.78,5.99,3.75,42.51,Credit Card,completed,treatment
ORD-00000931,SES-000016826,USR-00005724,2025-05-04,2025-05-04 02:44:41.314754535,82.99,6.85,0.0,0.0,89.84,Credit Card,completed,control
ORD-00000932,SES-000016857,USR-00008298,2025-05-04,2025-05-04 07:19:33.281445595,105.99,7.87,0.0,10.6,103.26,Klarna,completed,control
ORD-00000933,SES-000016858,USR-00013929,2025-05-04,2025-05-04 07:23:22.636324318,84.99,7.01,0.0,0.0,92.0,Apple Pay,completed,treatment
ORD-00000934,SES-000016905,USR-00029310,2025-05-04,2025-05-04 14:35:53.254397577,49.99,4.12,5.99,0.0,60.1,PayPal,completed,control
ORD-00000935,SES-000016913,USR-00019489,2025-05-04,2025-05-04 15:27:02.069322292,24.99,2.06,5.99,0.0,33.04,Apple Pay,completed,control
ORD-00000936,SES-000016914,USR-00002244,2025-05-04,2025-05-04 15:46:07.159044486,238.47,17.71,0.0,23.85,232.33,Credit Card,completed,treatment
ORD-00000937,SES-000016924,USR-00025388,2025-05-04,2025-05-04 17:54:02.026944714,24.99,1.86,5.99,2.5,30.34,PayPal,completed,treatment
ORD-00000938,SES-000016925,USR-00014403,2025-05-04,2025-05-04 17:56:43.346347079,121.99,10.06,0.0,0.0,132.05,Credit Card,completed,control
ORD-00000939,SES-000016939,USR-00028763,2025-05-04,2025-05-04 19:45:14.041254007,22.99,1.9,5.99,0.0,30.88,Credit Card,completed,control
ORD-00000940,SES-000016968,USR-00001159,2025-05-05,2025-05-05 00:47:37.065878280,539.97,44.55,0.0,0.0,584.52,Credit Card,completed,treatment
ORD-00000941,SES-000016977,USR-00023458,2025-05-05,2025-05-05 01:47:30.126172397,173.99,14.35,0.0,0.0,188.34,Credit Card,completed,control
ORD-00000942,SES-000016995,USR-00011641,2025-05-05,2025-05-05 04:17:57.808289011,137.99,10.25,0.0,13.8,134.44,Credit Card,completed,treatment
ORD-00000943,SES-000017037,USR-00015525,2025-05-05,2025-05-05 09:48:31.857252352,151.49,12.5,0.0,0.0,163.99,Klarna,completed,treatment
ORD-00000944,SES-000017069,USR-00018377,2025-05-05,2025-05-05 13:48:39.215851636,105.99,8.31,0.0,5.3,109.0,PayPal,completed,treatment
ORD-00000945,SES-000017101,USR-00023752,2025-05-05,2025-05-05 17:28:18.592451977,22.99,1.9,5.99,0.0,30.88,Credit Card,completed,treatment
ORD-00000946,SES-000017103,USR-00013663,2025-05-05,2025-05-05 17:51:07.374497721,332.97,27.47,0.0,0.0,360.44,PayPal,completed,treatment
ORD-00000947,SES-000017113,USR-00027175,2025-05-05,2025-05-05 19:09:51.087236973,167.49,13.82,0.0,0.0,181.31,Credit Card,completed,control
ORD-00000948,SES-000017114,USR-00026879,2025-05-05,2025-05-05 19:10:51.116607588,44.99,3.34,5.99,4.5,49.82,Credit Card,completed,treatment
ORD-00000949,SES-000017146,USR-00020318,2025-05-05,2025-05-05 23:13:01.317629056,298.48,22.16,0.0,29.85,290.79,Credit Card,completed,control
ORD-00000950,SES-000017155,USR-00001035,2025-05-06,2025-05-06 00:32:01.045508418,55.99,4.16,5.99,5.6,60.54,Klarna,completed,treatment
ORD-00000951,SES-000017163,USR-00002948,2025-05-06,2025-05-06 01:06:33.372917056,115.99,8.61,0.0,11.6,113.0,Apple Pay,completed,control
ORD-00000952,SES-000017165,USR-00000149,2025-05-06,2025-05-06 01:23:10.914999063,269.47,20.01,0.0,26.95,262.53,Credit Card,completed,treatment
ORD-00000953,SES-000017176,USR-00023093,2025-05-06,2025-05-06 02:51:04.768976466,294.49,21.87,0.0,29.45,286.91,Apple Pay,completed,treatment
ORD-00000954,SES-000017178,USR-00021558,2025-05-06,2025-05-06 03:01:50.874826920,361.98,29.86,0.0,0.0,391.84,Credit Card,completed,treatment
ORD-00000955,SES-000017181,USR-00005466,2025-05-06,2025-05-06 03:18:14.341855022,919.95,68.31,0.0,92.0,896.26,PayPal,completed,control
