session_id,user_id,session_start,session_end,session_date,session_duration_seconds,device_type,traffic_source,country,customer_segment,ab_variant,is_returning_user,has_landing_page,has_product_view,has_add_to_cart,has_checkout_started,has_payment_started,has_purchase,reached_landing_page,reached_product_view,reached_add_to_cart,reached_checkout_started,reached_payment_started,reached_purchase,furthest_step_reached,funnel_stage_order,funnel_stage_reached,total_events_count,order_id,order_revenue,is_converting_session
SES-000067940,USR-00005060,2025-10-24 23:31:08,2025-10-24 23:32:55.310725,2025-10-24,107,Desktop,Direct,DE,VIP,control,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000067961,USR-00015610,2025-10-25 00:34:21,2025-10-25 00:34:54.272703,2025-10-25,33,Mobile,Referral,CA,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000067965,USR-00015460,2025-10-25 00:44:12,2025-10-25 00:44:19.670191,2025-10-25,7,Tablet,Paid Search,US,Bargain,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000067974,USR-00021003,2025-10-25 00:58:07,2025-10-25 00:58:51.395466,2025-10-25,44,Mobile,Direct,UK,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000067982,USR-00023858,2025-10-25 01:10:58,2025-10-25 01:11:09.501084,2025-10-25,11,Mobile,Paid Search,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068018,USR-00016979,2025-10-25 02:33:29,2025-10-25 02:34:31.9815,2025-10-25,62,Desktop,Organic Search,DE,VIP,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000068032,USR-00003520,2025-10-25 03:42:40,2025-10-25 03:42:51.017108,2025-10-25,11,Desktop,Paid Search,UK,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068034,USR-00028001,2025-10-25 03:44:42,2025-10-25 03:45:12.639497,2025-10-25,30,Tablet,Email,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068195,USR-00025627,2025-10-25 12:35:26,2025-10-25 12:35:58.822051,2025-10-25,32,Tablet,Direct,DE,Regular,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068199,USR-00007811,2025-10-25 12:43:36,2025-10-25 12:44:13.919614,2025-10-25,37,Desktop,Organic Search,US,VIP,control,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000068201,USR-00029848,2025-10-25 12:46:13,2025-10-25 12:46:27.500278,2025-10-25,14,Tablet,Paid Search,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068203,USR-00004028,2025-10-25 12:47:32,2025-10-25 12:48:38.418378,2025-10-25,66,Mobile,Social,US,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000068243,USR-00000762,2025-10-25 14:41:36,2025-10-25 14:42:41.490682,2025-10-25,65,Tablet,Direct,US,VIP,control,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000068250,USR-00009150,2025-10-25 14:53:20,2025-10-25 14:53:45.786137,2025-10-25,25,Mobile,Email,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068255,USR-00017729,2025-10-25 15:15:05,2025-10-25 15:15:25.745011,2025-10-25,20,Mobile,Paid Search,US,VIP,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068283,USR-00009940,2025-10-25 16:45:46,2025-10-25 16:47:09.715876,2025-10-25,83,Desktop,Email,UK,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000068315,USR-00002005,2025-10-25 18:18:47,2025-10-25 18:19:13.374697,2025-10-25,26,Mobile,Email,FR,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068318,USR-00007645,2025-10-25 18:41:00,2025-10-25 18:41:12.627427,2025-10-25,12,Tablet,Direct,US,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068411,USR-00023705,2025-10-25 22:49:01,2025-10-25 22:49:48.245203,2025-10-25,47,Mobile,Paid Search,UK,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000068447,USR-00012562,2025-10-26 00:24:41,2025-10-26 00:26:16.444422,2025-10-26,95,Desktop,Referral,US,Bargain,treatment,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000068517,USR-00007758,2025-10-26 03:36:55,2025-10-26 03:37:46.036387,2025-10-26,51,Mobile,Email,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000068533,USR-00026719,2025-10-26 04:20:16,2025-10-26 04:20:52.268974,2025-10-26,36,Mobile,Direct,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000068538,USR-00005884,2025-10-26 04:30:51,2025-10-26 04:31:00.564295,2025-10-26,9,Mobile,Paid Search,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068560,USR-00024722,2025-10-26 05:52:17,2025-10-26 05:52:42.730637,2025-10-26,25,Mobile,Organic Search,US,Bargain,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000068619,USR-00025850,2025-10-26 09:04:08,2025-10-26 09:05:45.810576,2025-10-26,97,Mobile,Email,UK,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000068703,USR-00007211,2025-10-26 12:31:34,2025-10-26 12:32:05.902208,2025-10-26,31,Mobile,Organic Search,FR,VIP,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068768,USR-00006879,2025-10-26 16:36:36,2025-10-26 16:37:07.263553,2025-10-26,31,Mobile,Direct,UK,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068797,USR-00004317,2025-10-26 18:05:29,2025-10-26 18:06:15.693432,2025-10-26,46,Mobile,Email,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000068801,USR-00000047,2025-10-26 18:10:48,2025-10-26 18:11:54.914898,2025-10-26,66,Desktop,Email,US,Regular,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000068820,USR-00010409,2025-10-26 18:56:50,2025-10-26 18:57:19.909024,2025-10-26,29,Desktop,Direct,CA,Regular,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068893,USR-00002657,2025-10-26 22:45:54,2025-10-26 22:46:00.439497,2025-10-26,6,Mobile,Direct,UK,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000068905,USR-00021021,2025-10-26 23:28:47,2025-10-26 23:30:08.888298,2025-10-26,81,Mobile,Organic Search,CA,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000068921,USR-00016073,2025-10-27 00:20:18,2025-10-27 00:23:13.462547,2025-10-27,175,Desktop,Direct,US,Bargain,control,true,true,true,true,true,true,false,1,1,1,1,1,0,5,5,5_payment_started,5,,0.000,0
SES-000068941,USR-00017150,2025-10-27 01:17:42,2025-10-27 01:18:00.941761,2025-10-27,18,Mobile,Paid Search,DE,Regular,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069022,USR-00015807,2025-10-27 05:21:43,2025-10-27 05:22:16.387762,2025-10-27,33,Desktop,Paid Search,AU,VIP,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000069043,USR-00024867,2025-10-27 06:41:51,2025-10-27 06:41:58.128257,2025-10-27,7,Mobile,Social,CA,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069175,USR-00009735,2025-10-27 14:27:02,2025-10-27 14:27:11.143435,2025-10-27,9,Desktop,Paid Search,DE,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069228,USR-00029738,2025-10-27 17:17:02,2025-10-27 17:17:27.778522,2025-10-27,25,Mobile,Organic Search,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069239,USR-00020886,2025-10-27 17:31:39,2025-10-27 17:32:21.643494,2025-10-27,42,Mobile,Direct,AU,VIP,control,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000069287,USR-00005722,2025-10-27 19:46:13,2025-10-27 19:46:40.662655,2025-10-27,27,Desktop,Email,CA,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000069318,USR-00000492,2025-10-27 21:06:48,2025-10-27 21:07:19.688565,2025-10-27,31,Mobile,Social,AU,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000069326,USR-00003098,2025-10-27 21:27:08,2025-10-27 21:27:42.831978,2025-10-27,34,Desktop,Direct,US,Bargain,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000069340,USR-00011879,2025-10-27 22:17:17,2025-10-27 22:17:34.745715,2025-10-27,17,Mobile,Direct,UK,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069366,USR-00017915,2025-10-27 23:18:18,2025-10-27 23:19:21.517166,2025-10-27,63,Desktop,Direct,US,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000069370,USR-00000266,2025-10-27 23:22:17,2025-10-27 23:22:38.356155,2025-10-27,21,Mobile,Direct,US,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069414,USR-00020403,2025-10-28 01:42:43,2025-10-28 01:43:17.936089,2025-10-28,34,Mobile,Organic Search,US,Regular,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069463,USR-00002556,2025-10-28 04:02:44,2025-10-28 04:02:53.650548,2025-10-28,9,Desktop,Email,FR,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069464,USR-00024232,2025-10-28 04:02:55,2025-10-28 04:03:04.455222,2025-10-28,9,Mobile,Email,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069527,USR-00008439,2025-10-28 07:09:53,2025-10-28 07:10:21.30407,2025-10-28,28,Desktop,Organic Search,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069568,USR-00006012,2025-10-28 08:43:11,2025-10-28 08:43:22.428597,2025-10-28,11,Desktop,Organic Search,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069583,USR-00017493,2025-10-28 09:34:50,2025-10-28 09:35:34.941488,2025-10-28,44,Mobile,Paid Search,UK,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000069598,USR-00023104,2025-10-28 10:23:27,2025-10-28 10:23:51.361876,2025-10-28,24,Mobile,Email,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069750,USR-00019564,2025-10-28 17:48:50,2025-10-28 17:50:14.563577,2025-10-28,84,Mobile,Organic Search,CA,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000069851,USR-00004997,2025-10-28 23:19:30,2025-10-28 23:20:03.232088,2025-10-28,33,Mobile,Paid Search,AU,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000069877,USR-00017966,2025-10-29 00:32:49,2025-10-29 00:34:00.384581,2025-10-29,71,Mobile,Direct,FR,Bargain,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000069892,USR-00002208,2025-10-29 01:23:19,2025-10-29 01:24:11.951541,2025-10-29,52,Desktop,Social,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000069907,USR-00009678,2025-10-29 02:08:52,2025-10-29 02:09:37.098751,2025-10-29,45,Mobile,Direct,UK,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000069965,USR-00004301,2025-10-29 05:33:27,2025-10-29 05:34:12.934843,2025-10-29,45,Desktop,Organic Search,FR,Regular,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000069995,USR-00027774,2025-10-29 08:01:29,2025-10-29 08:02:04.259458,2025-10-29,35,Desktop,Organic Search,CA,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070000,USR-00028581,2025-10-29 08:13:38,2025-10-29 08:14:41.949292,2025-10-29,63,Mobile,Organic Search,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070025,USR-00014260,2025-10-29 09:28:18,2025-10-29 09:29:11.176938,2025-10-29,53,Tablet,Organic Search,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070030,USR-00005836,2025-10-29 10:06:41,2025-10-29 10:07:42.76133,2025-10-29,61,Mobile,Email,CA,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070045,USR-00000679,2025-10-29 10:53:34,2025-10-29 10:53:54.43058,2025-10-29,20,Desktop,Direct,CA,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070109,USR-00025387,2025-10-29 13:46:46,2025-10-29 13:47:10.062648,2025-10-29,24,Desktop,Organic Search,US,VIP,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070141,USR-00002691,2025-10-29 15:23:06,2025-10-29 15:23:45.986118,2025-10-29,39,Desktop,Direct,DE,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070179,USR-00005782,2025-10-29 17:18:07,2025-10-29 17:18:19.33538,2025-10-29,12,Mobile,Paid Search,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070195,USR-00009868,2025-10-29 18:03:19,2025-10-29 18:03:33.108481,2025-10-29,14,Mobile,Direct,AU,Regular,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070209,USR-00002231,2025-10-29 18:54:53,2025-10-29 18:55:55.536499,2025-10-29,62,Mobile,Email,US,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000070236,USR-00026233,2025-10-29 20:12:41,2025-10-29 20:13:06.757718,2025-10-29,25,Desktop,Email,AU,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070280,USR-00004000,2025-10-29 21:55:14,2025-10-29 21:55:20.502109,2025-10-29,6,Desktop,Email,AU,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070299,USR-00020943,2025-10-29 22:39:53,2025-10-29 22:40:19.668578,2025-10-29,26,Mobile,Paid Search,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070331,USR-00003942,2025-10-30 00:00:40,2025-10-30 00:00:59.689029,2025-10-30,19,Mobile,Organic Search,UK,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070357,USR-00004255,2025-10-30 01:13:52,2025-10-30 01:14:25.810059,2025-10-30,33,Mobile,Organic Search,CA,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070363,USR-00027165,2025-10-30 01:24:47,2025-10-30 01:26:04.700896,2025-10-30,77,Mobile,Direct,DE,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070401,USR-00005984,2025-10-30 03:39:42,2025-10-30 03:40:16.486068,2025-10-30,34,Mobile,Organic Search,US,VIP,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070550,USR-00013837,2025-10-30 11:50:21,2025-10-30 11:51:00.426293,2025-10-30,39,Mobile,Social,CA,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070619,USR-00008463,2025-10-30 14:45:45,2025-10-30 14:46:34.493062,2025-10-30,49,Mobile,Email,UK,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070643,USR-00019968,2025-10-30 15:58:11,2025-10-30 15:58:53.117919,2025-10-30,42,Tablet,Direct,US,Bargain,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070644,USR-00016904,2025-10-30 15:58:11,2025-10-30 15:58:30.29157,2025-10-30,19,Desktop,Email,UK,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070681,USR-00022350,2025-10-30 17:30:23,2025-10-30 17:30:38.520788,2025-10-30,15,Mobile,Social,CA,Bargain,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070700,USR-00002285,2025-10-30 18:20:22,2025-10-30 18:20:47.32722,2025-10-30,25,Mobile,Referral,UK,VIP,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070713,USR-00013824,2025-10-30 18:55:15,2025-10-30 18:55:33.073608,2025-10-30,18,Desktop,Direct,DE,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070721,USR-00009168,2025-10-30 19:18:07,2025-10-30 19:19:45.440068,2025-10-30,98,Mobile,Direct,CA,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000070760,USR-00016904,2025-10-30 21:17:58,2025-10-30 21:18:31.601641,2025-10-30,33,Mobile,Referral,UK,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000070782,USR-00003287,2025-10-30 22:30:18,2025-10-30 22:31:07.012069,2025-10-30,49,Desktop,Direct,US,Regular,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000070855,USR-00016768,2025-10-31 02:04:44,2025-10-31 02:06:17.827381,2025-10-31,93,Mobile,Direct,US,VIP,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000070908,USR-00011858,2025-10-31 04:47:41,2025-10-31 04:49:11.511071,2025-10-31,90,Mobile,Organic Search,US,VIP,control,true,true,true,true,true,false,false,1,1,1,1,0,0,4,4,4_checkout_started,4,,0.000,0
SES-000070911,USR-00014356,2025-10-31 04:50:10,2025-10-31 04:50:25.650211,2025-10-31,15,Desktop,Direct,US,Regular,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070924,USR-00023553,2025-10-31 05:34:43,2025-10-31 05:35:05.656222,2025-10-31,22,Mobile,Paid Search,DE,VIP,treatment,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000070985,USR-00002574,2025-10-31 08:46:02,2025-10-31 08:46:14.348539,2025-10-31,12,Mobile,Social,DE,Bargain,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071014,USR-00000333,2025-10-31 10:03:45,2025-10-31 10:03:51.962395,2025-10-31,6,Mobile,Organic Search,UK,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071017,USR-00021771,2025-10-31 10:09:29,2025-10-31 10:09:36.788395,2025-10-31,7,Mobile,Email,FR,VIP,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071103,USR-00028506,2025-10-31 14:06:23,2025-10-31 14:07:02.112882,2025-10-31,39,Mobile,Paid Search,US,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071150,USR-00011533,2025-10-31 16:44:09,2025-10-31 16:44:48.249761,2025-10-31,39,Desktop,Organic Search,US,Regular,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071163,USR-00001320,2025-10-31 17:17:14,2025-10-31 17:18:45.181996,2025-10-31,91,Mobile,Direct,CA,VIP,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000071165,USR-00019566,2025-10-31 17:36:16,2025-10-31 17:36:46.908824,2025-10-31,30,Mobile,Organic Search,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071192,USR-00006167,2025-10-31 18:59:19,2025-10-31 18:59:52.167795,2025-10-31,33,Desktop,Direct,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071200,USR-00003975,2025-10-31 19:17:24,2025-10-31 19:17:36.426081,2025-10-31,12,Mobile,Social,CA,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071215,USR-00002405,2025-10-31 20:14:47,2025-10-31 20:15:35.039135,2025-10-31,48,Mobile,Direct,UK,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071251,USR-00002111,2025-10-31 22:21:59,2025-10-31 22:22:40.595332,2025-10-31,41,Mobile,Paid Search,US,Bargain,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071327,USR-00025275,2025-11-01 02:20:32,2025-11-01 02:21:35.470254,2025-11-01,63,Mobile,Direct,US,Regular,control,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000071355,USR-00013149,2025-11-01 04:23:56,2025-11-01 04:24:04.621657,2025-11-01,8,Mobile,Organic Search,AU,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071377,USR-00004535,2025-11-01 05:16:52,2025-11-01 05:17:22.762853,2025-11-01,30,Mobile,Direct,UK,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071460,USR-00029879,2025-11-01 09:36:59,2025-11-01 09:37:33.904414,2025-11-01,34,Mobile,Organic Search,US,Bargain,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071523,USR-00025428,2025-11-01 13:08:59,2025-11-01 13:09:07.324253,2025-11-01,8,Mobile,Email,US,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071531,USR-00008835,2025-11-01 13:37:09,2025-11-01 13:37:50.05678,2025-11-01,41,Desktop,Social,US,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071555,USR-00004592,2025-11-01 14:57:26,2025-11-01 14:57:53.417223,2025-11-01,27,Mobile,Email,AU,VIP,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071569,USR-00020584,2025-11-01 15:39:01,2025-11-01 15:39:56.477299,2025-11-01,55,Desktop,Direct,AU,VIP,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071571,USR-00007524,2025-11-01 15:47:46,2025-11-01 15:48:07.971666,2025-11-01,21,Mobile,Organic Search,US,Bargain,control,false,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071597,USR-00017774,2025-11-01 17:19:39,2025-11-01 17:20:10.368444,2025-11-01,31,Desktop,Direct,US,Regular,treatment,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071627,USR-00010836,2025-11-01 18:50:01,2025-11-01 18:50:33.169327,2025-11-01,32,Mobile,Direct,UK,Regular,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071656,USR-00027923,2025-11-01 20:10:35,2025-11-01 20:10:54.387356,2025-11-01,19,Mobile,Paid Search,US,Regular,control,true,true,false,false,false,false,false,1,0,0,0,0,0,1,1,1_landing_page,1,,0.000,0
SES-000071690,USR-00005632,2025-11-01 22:12:30,2025-11-01 22:13:12.009249,2025-11-01,42,Mobile,Organic Search,CA,Regular,control,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071827,USR-00029975,2025-11-02 04:57:02,2025-11-02 04:57:44.90459,2025-11-02,42,Tablet,Email,CA,Bargain,treatment,true,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071849,USR-00003931,2025-11-02 06:03:29,2025-11-02 06:04:02.606271,2025-11-02,33,Mobile,Email,DE,Regular,treatment,false,true,true,false,false,false,false,1,1,0,0,0,0,2,2,2_product_view,2,,0.000,0
SES-000071885,USR-00010089,2025-11-02 07:39:58,2025-11-02 07:41:28.996705,2025-11-02,90,Desktop,Direct,US,Regular,treatment,true,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
SES-000071887,USR-00024585,2025-11-02 07:54:25,2025-11-02 07:56:26.765609,2025-11-02,121,Desktop,Social,US,Regular,treatment,false,true,true,true,false,false,false,1,1,1,0,0,0,3,3,3_add_to_cart,3,,0.000,0
