order_id,session_id,user_id,order_timestamp,order_date,status,subtotal,subtotal_amount,shipping_fee,shipping_amount,tax_amount,discount_amount,total_amount,payment_method,ab_variant,item_count,total_items_count,distinct_products_count,total_cost,total_cogs,gross_margin_amount,gross_profit,margin_rate,primary_product_category,user_order_sequence,is_first_order,is_repeat_order,days_since_prior_order,days_since_user_signup,device_type,traffic_source,country,customer_segment
ORD-00001092,SES-000019110,USR-00026958,2025-05-16 09:33:57.637935,2025-05-16,completed,84.490,84.490,0.000,0.000,6.970,0.000,91.460,PayPal,treatment,1,1,1,28.100,28.100,56.390,56.390,0.6674162622795597,Beauty & Personal Care,2,false,true,35,35,Mobile,Email,CA,Regular
ORD-00001093,SES-000019113,USR-00012235,2025-05-16 09:43:12.713827,2025-05-16,completed,617.970,617.970,0.000,0.000,50.980,0.000,668.950,PayPal,treatment,3,3,1,370.050,370.050,247.920,247.920,0.4011845235205592,Electronics,1,true,false,,0,Mobile,Organic Search,US,Regular
ORD-00001094,SES-000019126,USR-00018637,2025-05-16 10:50:02.374626,2025-05-16,completed,458.970,458.970,0.000,0.000,34.080,45.900,447.150,PayPal,control,3,3,1,208.500,208.500,250.470,250.470,0.5457219426106281,Home & Kitchen,2,false,true,8,90,Mobile,Direct,US,VIP
ORD-00001095,SES-000019167,USR-00023331,2025-05-16 14:14:06.868704,2025-05-16,completed,211.980,211.980,0.000,0.000,15.740,21.200,206.520,Credit Card,treatment,2,2,1,112.740,112.740,99.240,99.240,0.4681573733371073,Sports & Outdoors,2,false,true,26,92,Desktop,Email,CA,VIP
ORD-00001096,SES-000019171,USR-00020412,2025-05-16 14:31:28.880022,2025-05-16,completed,77.990,77.990,0.000,0.000,6.430,0.000,84.420,Apple Pay,treatment,1,1,1,39.190,39.190,38.800,38.800,0.4974996794460828,Sports & Outdoors,1,true,false,,0,Mobile,Organic Search,US,Regular
ORD-00001097,SES-000019184,USR-00010735,2025-05-16 15:59:04.081603,2025-05-16,completed,31.990,31.990,5.990,5.990,2.380,3.200,37.160,PayPal,control,1,1,1,18.140,18.140,13.850,13.850,0.43294779618630824,Sports & Outdoors,1,true,false,,3,Desktop,Direct,US,VIP
ORD-00001098,SES-000019186,USR-00028490,2025-05-16 16:13:13.480475,2025-05-16,completed,203.970,203.970,0.000,0.000,16.830,0.000,220.800,Credit Card,treatment,3,3,3,95.320,95.320,108.650,108.650,0.5326763739765652,Electronics,1,true,false,,121,Mobile,Email,FR,Regular
ORD-00001099,SES-000019189,USR-00014555,2025-05-16 16:41:28.497918,2025-05-16,completed,54.990,54.990,5.990,5.990,4.080,5.500,59.560,PayPal,control,1,1,1,26.280,26.280,28.710,28.710,0.5220949263502455,Apparel,1,true,false,,107,Mobile,Direct,US,VIP
ORD-00001100,SES-000019200,USR-00023082,2025-05-16 17:37:48.208295,2025-05-16,completed,271.990,271.990,0.000,0.000,22.440,0.000,294.430,Credit Card,control,1,1,1,147.220,147.220,124.770,124.770,0.45873010037133716,Electronics,1,true,false,,6,Desktop,Referral,FR,Bargain
ORD-00001101,SES-000019206,USR-00011535,2025-05-16 18:26:14.786892,2025-05-16,completed,419.980,419.980,0.000,0.000,34.650,0.000,454.630,Apple Pay,control,2,2,2,221.870,221.870,198.110,198.110,0.4717129387113672,Electronics,1,true,false,,123,Desktop,Direct,CA,Regular
ORD-00001102,SES-000019222,USR-00015527,2025-05-16 20:30:14.044331,2025-05-16,completed,170.960,170.960,0.000,0.000,14.100,0.000,185.060,Klarna,treatment,4,4,3,63.710,63.710,107.250,107.250,0.6273397285914833,Beauty & Personal Care,1,true,false,,1,Mobile,Paid Search,DE,Regular
ORD-00001103,SES-000019226,USR-00023179,2025-05-16 21:03:15.779848,2025-05-16,completed,411.980,411.980,0.000,0.000,33.990,0.000,445.970,Credit Card,control,2,2,1,246.700,246.700,165.280,165.280,0.4011845235205592,Electronics,1,true,false,,104,Desktop,Social,US,Regular
ORD-00001104,SES-000019229,USR-00003878,2025-05-16 21:28:48.832238,2025-05-16,completed,137.990,137.990,0.000,0.000,11.380,0.000,149.370,PayPal,treatment,1,1,1,68.350,68.350,69.640,69.640,0.5046742517573737,Home & Kitchen,1,true,false,,40,Mobile,Direct,US,Regular
ORD-00001105,SES-000019286,USR-00029093,2025-05-17 03:27:59.106021,2025-05-17,completed,22.990,22.990,5.990,5.990,1.710,2.300,28.390,Apple Pay,control,1,1,1,8.270,8.270,14.720,14.720,0.6402783819051763,Beauty & Personal Care,2,false,true,57,57,Desktop,Email,DE,VIP
ORD-00001106,SES-000019296,USR-00005040,2025-05-17 05:30:50.614062,2025-05-17,completed,82.990,82.990,0.000,0.000,6.160,8.300,80.850,Credit Card,treatment,1,1,1,47.750,47.750,35.240,35.240,0.42462947343053387,Electronics,1,true,false,,90,Mobile,Organic Search,US,VIP
ORD-00001107,SES-000019323,USR-00001791,2025-05-17 07:56:48.002767,2025-05-17,completed,46.490,46.490,5.990,5.990,3.840,0.000,56.320,Apple Pay,treatment,1,1,1,15.840,15.840,30.650,30.650,0.6592815659281566,Beauty & Personal Care,1,true,false,,105,Mobile,Paid Search,US,Regular
ORD-00001108,SES-000019332,USR-00003323,2025-05-17 09:02:07.855769,2025-05-17,completed,148.480,148.480,0.000,0.000,12.250,0.000,160.730,PayPal,treatment,2,2,2,65.810,65.810,82.670,82.670,0.5567753232758621,Home & Kitchen,1,true,false,,0,Desktop,Social,US,Regular
ORD-00001109,SES-000019338,USR-00000753,2025-05-17 09:38:01.021865,2025-05-17,completed,189.980,189.980,0.000,0.000,14.110,19.000,185.090,Credit Card,treatment,2,2,1,83.820,83.820,106.160,106.160,0.558795662701337,Apparel,3,false,true,6,36,Desktop,Email,UK,VIP
ORD-00001110,SES-000019345,USR-00028827,2025-05-17 10:23:11.975878,2025-05-17,completed,44.990,44.990,5.990,5.990,3.340,4.500,49.820,Apple Pay,treatment,1,1,1,16.410,16.410,28.580,28.580,0.635252278284063,Beauty & Personal Care,1,true,false,,101,Desktop,Paid Search,DE,VIP
ORD-00001111,SES-000019363,USR-00002567,2025-05-17 12:57:38.906458,2025-05-17,completed,350.490,350.490,0.000,0.000,28.920,0.000,379.410,Credit Card,treatment,1,1,1,212.610,212.610,137.880,137.880,0.3933921081913892,Electronics,1,true,false,,58,Desktop,Email,US,Regular
ORD-00001112,SES-000019370,USR-00001239,2025-05-17 13:50:41.536355,2025-05-17,completed,651.970,651.970,0.000,0.000,48.410,65.200,635.180,Credit Card,control,3,3,2,381.370,381.370,270.600,270.600,0.41504977222878353,Electronics,1,true,false,,136,Mobile,Email,US,VIP
ORD-00001113,SES-000019372,USR-00010987,2025-05-17 14:09:48.608188,2025-05-17,completed,50.990,50.990,5.990,5.990,3.790,5.100,55.670,PayPal,control,1,1,1,27.570,27.570,23.420,23.420,0.45930574622474996,Sports & Outdoors,1,true,false,,0,Tablet,Direct,CA,VIP
ORD-00001114,SES-000019410,USR-00018986,2025-05-17 20:28:12.848078,2025-05-17,completed,671.940,671.940,0.000,0.000,55.440,0.000,727.380,Credit Card,treatment,6,6,2,324.870,324.870,347.070,347.070,0.5165193320832216,Home & Kitchen,1,true,false,,83,Desktop,Organic Search,AU,Bargain
ORD-00001115,SES-000019412,USR-00029211,2025-05-17 20:48:12.228463,2025-05-17,completed,175.980,175.980,0.000,0.000,14.520,0.000,190.500,Apple Pay,control,2,2,1,65.500,65.500,110.480,110.480,0.6277986134788045,Beauty & Personal Care,1,true,false,,21,Mobile,Direct,FR,Regular
ORD-00001116,SES-000019415,USR-00019143,2025-05-17 21:49:13.817853,2025-05-17,completed,75.990,75.990,0.000,0.000,6.270,0.000,82.260,Klarna,treatment,1,1,1,20.120,20.120,55.870,55.870,0.7352283195157258,Beauty & Personal Care,1,true,false,,49,Desktop,Email,US,Regular
ORD-00001117,SES-000019448,USR-00010915,2025-05-18 01:30:26.526529,2025-05-18,completed,33.490,33.490,5.990,5.990,2.760,0.000,42.240,Apple Pay,treatment,1,1,1,15.830,15.830,17.660,17.660,0.5273215885338907,Home & Kitchen,1,true,false,,30,Desktop,Direct,US,Regular
ORD-00001118,SES-000019466,USR-00022781,2025-05-18 02:41:56.171484,2025-05-18,completed,98.990,98.990,0.000,0.000,7.350,9.900,96.440,Credit Card,control,1,1,1,45.240,45.240,53.750,53.750,0.5429841398121023,Apparel,1,true,false,,49,Mobile,Email,CA,VIP
ORD-00001119,SES-000019509,USR-00023081,2025-05-18 07:38:28.216339,2025-05-18,completed,31.990,31.990,5.990,5.990,2.640,0.000,40.620,Credit Card,control,1,1,1,15.580,15.580,16.410,16.410,0.5129728040012504,Sports & Outdoors,1,true,false,,128,Desktop,Email,US,Regular
ORD-00001120,SES-000019516,USR-00023077,2025-05-18 08:19:14.934256,2025-05-18,completed,16.990,16.990,5.990,5.990,1.260,1.700,22.540,Credit Card,control,1,1,1,6.200,6.200,10.790,10.790,0.6350794585050029,Beauty & Personal Care,1,true,false,,67,Mobile,Email,US,VIP
ORD-00001121,SES-000019538,USR-00008558,2025-05-18 11:42:14.154429,2025-05-18,completed,168.970,168.970,0.000,0.000,13.940,0.000,182.910,Credit Card,treatment,3,3,2,70.580,70.580,98.390,98.390,0.5822927146830799,Sports & Outdoors,1,true,false,,82,Desktop,Organic Search,US,Bargain
ORD-00001122,SES-000019547,USR-00009670,2025-05-18 12:30:43.343758,2025-05-18,completed,105.980,105.980,0.000,0.000,8.740,0.000,114.720,Credit Card,treatment,2,2,1,43.880,43.880,62.100,62.100,0.5859596150217022,Home & Kitchen,1,true,false,,102,Desktop,Organic Search,US,Regular
ORD-00001123,SES-000019553,USR-00014719,2025-05-18 13:01:30.500562,2025-05-18,completed,517.970,517.970,0.000,0.000,42.730,0.000,560.700,PayPal,control,3,3,3,286.600,286.600,231.370,231.370,0.44668610151167054,Electronics,1,true,false,,55,Desktop,Email,UK,Regular
ORD-00001124,SES-000019566,USR-00029727,2025-05-18 13:58:20.129305,2025-05-18,completed,214.980,214.980,0.000,0.000,15.960,21.500,209.440,Apple Pay,control,2,2,1,90.100,90.100,124.880,124.880,0.5808912456972741,Apparel,2,false,true,56,125,Mobile,Direct,UK,VIP
ORD-00001125,SES-000019578,USR-00027773,2025-05-18 15:23:04.72575,2025-05-18,completed,374.480,374.480,0.000,0.000,30.890,0.000,405.370,Apple Pay,treatment,2,2,2,187.270,187.270,187.210,187.210,0.4999198889126255,Sports & Outdoors,1,true,false,,137,Mobile,Organic Search,US,Regular
ORD-00001126,SES-000019580,USR-00003322,2025-05-18 15:30:27.072992,2025-05-18,completed,82.990,82.990,0.000,0.000,6.850,0.000,89.840,Credit Card,treatment,1,1,1,47.750,47.750,35.240,35.240,0.42462947343053387,Electronics,1,true,false,,48,Tablet,Paid Search,US,Regular
ORD-00001127,SES-000019596,USR-00006990,2025-05-18 17:48:41.06449,2025-05-18,completed,55.980,55.980,5.990,5.990,4.620,0.000,66.590,Apple Pay,treatment,2,2,1,23.020,23.020,32.960,32.960,0.588781707752769,Apparel,1,true,false,,12,Desktop,Organic Search,DE,Regular
ORD-00001128,SES-000019600,USR-00028894,2025-05-18 18:15:40.480293,2025-05-18,completed,151.490,151.490,0.000,0.000,11.250,15.150,147.590,Apple Pay,treatment,1,1,1,68.210,68.210,83.280,83.280,0.5497392567166149,Sports & Outdoors,2,false,true,45,53,Mobile,Direct,CA,VIP
ORD-00001129,SES-000019649,USR-00016480,2025-05-19 01:57:36.610486,2025-05-19,completed,118.490,118.490,0.000,0.000,9.780,0.000,128.270,Credit Card,control,1,1,1,48.710,48.710,69.780,69.780,0.5889104565786143,Home & Kitchen,1,true,false,,23,Desktop,Direct,US,Regular
ORD-00001130,SES-000019669,USR-00022480,2025-05-19 03:36:56.680554,2025-05-19,completed,105.990,105.990,0.000,0.000,7.870,10.600,103.260,Apple Pay,treatment,1,1,1,56.370,56.370,49.620,49.620,0.4681573733371073,Sports & Outdoors,1,true,false,,13,Mobile,Email,UK,VIP
ORD-00001131,SES-000019681,USR-00023160,2025-05-19 04:40:41.99521,2025-05-19,completed,194.980,194.980,0.000,0.000,14.480,19.500,189.960,Credit Card,control,2,2,2,104.030,104.030,90.950,90.950,0.46645809826648893,Electronics,1,true,false,,0,Desktop,Referral,US,VIP
ORD-00001132,SES-000019689,USR-00011762,2025-05-19 06:00:48.60789,2025-05-19,completed,105.990,105.990,0.000,0.000,7.870,10.600,103.260,Apple Pay,control,1,1,1,49.950,49.950,56.040,56.040,0.5287291253891877,Home & Kitchen,2,false,true,19,127,Desktop,Organic Search,UK,VIP
ORD-00001133,SES-000019701,USR-00017765,2025-05-19 07:03:03.137324,2025-05-19,completed,299.470,299.470,0.000,0.000,24.710,0.000,324.180,Apple Pay,treatment,3,3,2,128.250,128.250,171.220,171.220,0.571743413363609,Sports & Outdoors,1,true,false,,11,Desktop,Organic Search,US,Regular
ORD-00001134,SES-000019720,USR-00027113,2025-05-19 09:30:55.731486,2025-05-19,completed,47.990,47.990,5.990,5.990,3.760,2.400,55.340,PayPal,control,1,1,1,23.380,23.380,24.610,24.610,0.5128151698270472,Home & Kitchen,1,true,false,,11,Tablet,Direct,CA,Regular
ORD-00001135,SES-000019725,USR-00007504,2025-05-19 09:56:28.909687,2025-05-19,completed,161.480,161.480,0.000,0.000,13.320,0.000,174.800,Credit Card,treatment,2,2,2,75.910,75.910,85.570,85.570,0.5299108248699529,Home & Kitchen,1,true,false,,35,Desktop,Email,DE,Regular
ORD-00001136,SES-000019754,USR-00022989,2025-05-19 13:31:11.731649,2025-05-19,completed,94.490,94.490,0.000,0.000,7.020,9.450,92.060,Credit Card,control,1,1,1,33.630,33.630,60.860,60.860,0.6440893216213356,Apparel,1,true,false,,133,Mobile,Organic Search,UK,VIP
ORD-00001137,SES-000019764,USR-00025006,2025-05-19 15:08:09.931151,2025-05-19,completed,77.990,77.990,0.000,0.000,5.790,7.800,75.980,Credit Card,control,1,1,1,39.190,39.190,38.800,38.800,0.4974996794460828,Sports & Outdoors,1,true,false,,76,Desktop,Referral,UK,VIP
ORD-00001138,SES-000019777,USR-00022203,2025-05-19 17:13:46.845375,2025-05-19,completed,551.980,551.980,0.000,0.000,45.540,0.000,597.520,Credit Card,control,2,2,1,352.320,352.320,199.660,199.660,0.36171600420305083,Electronics,1,true,false,,39,Desktop,Direct,US,Regular
ORD-00001139,SES-000019792,USR-00003344,2025-05-19 18:26:55.276388,2025-05-19,completed,95.970,95.970,0.000,0.000,7.130,9.600,93.500,Credit Card,control,3,3,1,46.740,46.740,49.230,49.230,0.5129728040012503,Sports & Outdoors,1,true,false,,17,Desktop,Direct,FR,VIP
ORD-00001140,SES-000019801,USR-00007709,2025-05-19 19:38:36.166753,2025-05-19,completed,52.990,52.990,5.990,5.990,4.370,0.000,63.350,Apple Pay,control,1,1,1,21.940,21.940,31.050,31.050,0.5859596150217022,Home & Kitchen,1,true,false,,55,Mobile,Direct,UK,Regular
ORD-00001141,SES-000019805,USR-00018094,2025-05-19 20:10:48.894923,2025-05-19,completed,811.450,811.450,0.000,0.000,60.250,81.150,790.550,Apple Pay,treatment,5,5,3,399.530,399.530,411.920,411.920,0.5076344814837637,Sports & Outdoors,1,true,false,,59,Tablet,Direct,CA,VIP
ORD-00001142,SES-000019809,USR-00018094,2025-05-19 20:28:58.464952,2025-05-19,completed,389.980,389.980,0.000,0.000,28.960,39.000,379.940,Credit Card,control,2,2,2,214.960,214.960,175.020,175.020,0.44879224575619264,Electronics,2,false,true,0,59,Tablet,Direct,CA,VIP
ORD-00001143,SES-000019811,USR-00026978,2025-05-19 20:38:41.516718,2025-05-19,completed,347.970,347.970,0.000,0.000,25.840,34.800,339.010,Credit Card,treatment,3,3,1,174.840,174.840,173.130,173.130,0.4975428916285886,Sports & Outdoors,1,true,false,,73,Mobile,Email,US,VIP
ORD-00001144,SES-000019812,USR-00012575,2025-05-19 20:47:21.947405,2025-05-19,completed,37.490,37.490,5.990,5.990,2.780,3.750,42.510,Credit Card,treatment,1,1,1,12.610,12.610,24.880,24.880,0.6636436383035476,Beauty & Personal Care,2,false,true,8,39,Desktop,Email,CA,VIP
ORD-00001145,SES-000019813,USR-00025439,2025-05-19 20:50:36.465006,2025-05-19,completed,83.490,83.490,0.000,0.000,6.200,8.350,81.340,Apple Pay,control,1,1,1,36.380,36.380,47.110,47.110,0.5642591927176908,Home & Kitchen,2,false,true,45,97,Mobile,Email,US,VIP
ORD-00001146,SES-000019836,USR-00000391,2025-05-19 23:13:18.453456,2025-05-19,completed,179.990,179.990,0.000,0.000,14.850,0.000,194.840,Apple Pay,treatment,1,1,1,102.310,102.310,77.680,77.680,0.43157953219623313,Electronics,1,true,false,,0,Mobile,Paid Search,US,Regular
ORD-00001147,SES-000019839,USR-00016167,2025-05-20 00:00:43.852554,2025-05-20,completed,229.480,229.480,0.000,0.000,18.930,0.000,248.410,Klarna,treatment,2,2,2,107.400,107.400,122.080,122.080,0.5319853582011504,Sports & Outdoors,1,true,false,,1,Mobile,Direct,US,Regular
ORD-00001148,SES-000019842,USR-00006085,2025-05-20 00:17:43.450991,2025-05-20,completed,339.990,339.990,0.000,0.000,25.240,34.000,331.230,Klarna,control,1,1,1,208.970,208.970,131.020,131.020,0.3853642754198653,Electronics,1,true,false,,117,Mobile,Direct,CA,VIP
ORD-00001149,SES-000019861,USR-00003095,2025-05-20 02:06:46.02692,2025-05-20,completed,86.990,86.990,0.000,0.000,6.460,8.700,84.750,Credit Card,treatment,1,1,1,31.300,31.300,55.690,55.690,0.6401885274169445,Beauty & Personal Care,1,true,false,,107,Desktop,Email,US,VIP
ORD-00001150,SES-000019868,USR-00024971,2025-05-20 03:12:44.613146,2025-05-20,completed,98.990,98.990,0.000,0.000,7.350,9.900,96.440,Credit Card,treatment,1,1,1,45.240,45.240,53.750,53.750,0.5429841398121023,Apparel,1,true,false,,61,Desktop,Paid Search,US,VIP
ORD-00001151,SES-000019874,USR-00003932,2025-05-20 03:31:39.687535,2025-05-20,completed,168.980,168.980,0.000,0.000,13.940,0.000,182.920,PayPal,treatment,2,2,1,56.200,56.200,112.780,112.780,0.6674162622795597,Beauty & Personal Care,1,true,false,,118,Desktop,Email,FR,Regular
ORD-00001152,SES-000019882,USR-00015169,2025-05-20 04:18:14.659438,2025-05-20,completed,24.990,24.990,5.990,5.990,1.860,2.500,30.340,Klarna,control,1,1,1,5.840,5.840,19.150,19.150,0.7663065226090436,Beauty & Personal Care,3,false,true,78,136,Desktop,Email,UK,VIP
ORD-00001153,SES-000019887,USR-00000150,2025-05-20 05:19:10.848143,2025-05-20,completed,65.480,65.480,5.990,5.990,5.400,0.000,76.870,Klarna,control,2,2,2,30.030,30.030,35.450,35.450,0.541386682956628,Home & Kitchen,2,false,true,31,121,Desktop,Email,UK,Regular
ORD-00001154,SES-000019888,USR-00022031,2025-05-20 05:28:20.414595,2025-05-20,completed,31.990,31.990,5.990,5.990,2.380,3.200,37.160,Credit Card,treatment,1,1,1,18.140,18.140,13.850,13.850,0.43294779618630824,Sports & Outdoors,1,true,false,,26,Mobile,Paid Search,US,VIP
ORD-00001155,SES-000019930,USR-00011126,2025-05-20 10:35:27.740129,2025-05-20,completed,350.480,350.480,0.000,0.000,26.020,35.050,341.450,PayPal,control,2,2,2,177.790,177.790,172.690,172.690,0.49272426386669704,Home & Kitchen,1,true,false,,43,Mobile,Email,AU,VIP
ORD-00001156,SES-000019941,USR-00021516,2025-05-20 11:53:51.117447,2025-05-20,completed,36.990,36.990,5.990,5.990,2.750,3.700,42.030,Credit Card,control,1,1,1,11.800,11.800,25.190,25.190,0.6809948634766153,Beauty & Personal Care,2,false,true,14,39,Desktop,Email,US,VIP
ORD-00001157,SES-000019950,USR-00018694,2025-05-20 12:45:56.198993,2025-05-20,completed,108.980,108.980,0.000,0.000,8.990,0.000,117.970,PayPal,treatment,2,2,2,40.330,40.330,68.650,68.650,0.6299320976325932,Beauty & Personal Care,1,true,false,,0,Mobile,Paid Search,US,Regular
ORD-00001158,SES-000019953,USR-00015961,2025-05-20 13:10:20.191829,2025-05-20,completed,151.980,151.980,0.000,0.000,12.540,0.000,164.520,Apple Pay,control,2,2,2,69.420,69.420,82.560,82.560,0.5432293722858271,Apparel,1,true,false,,26,Desktop,Referral,DE,Bargain
ORD-00001159,SES-000019996,USR-00029829,2025-05-20 17:24:54.553148,2025-05-20,completed,255.970,255.970,0.000,0.000,21.120,0.000,277.090,Credit Card,control,3,3,2,137.170,137.170,118.800,118.800,0.4641168886978943,Electronics,1,true,false,,87,Mobile,Email,UK,Regular
ORD-00001160,SES-000020010,USR-00015643,2025-05-20 19:12:49.53507,2025-05-20,completed,73.990,73.990,5.990,5.990,5.490,7.400,78.070,PayPal,treatment,1,1,1,30.020,30.020,43.970,43.970,0.5942694958778214,Apparel,1,true,false,,12,Mobile,Organic Search,UK,VIP
ORD-00001161,SES-000020019,USR-00019724,2025-05-20 20:44:22.445666,2025-05-20,completed,151.490,151.490,0.000,0.000,11.870,7.570,155.790,Apple Pay,treatment,1,1,1,68.210,68.210,83.280,83.280,0.5497392567166149,Sports & Outdoors,1,true,false,,0,Desktop,Email,US,Regular
ORD-00001162,SES-000020039,USR-00016221,2025-05-20 23:30:15.673877,2025-05-20,completed,117.980,117.980,0.000,0.000,8.760,11.800,114.940,Credit Card,control,2,2,2,43.930,43.930,74.050,74.050,0.6276487540261061,Home & Kitchen,2,false,true,108,131,Desktop,Email,US,VIP
ORD-00001163,SES-000020041,USR-00008555,2025-05-20 23:32:11.494693,2025-05-20,completed,114.990,114.990,0.000,0.000,9.490,0.000,124.480,Klarna,treatment,1,1,1,46.300,46.300,68.690,68.690,0.5973562918514653,Apparel,1,true,false,,30,Desktop,Email,CA,Regular
ORD-00001164,SES-000020045,USR-00022128,2025-05-21 00:01:41.968417,2025-05-21,completed,99.980,99.980,0.000,0.000,8.250,0.000,108.230,PayPal,treatment,2,2,1,41.040,41.040,58.940,58.940,0.5895179035807161,Apparel,1,true,false,,129,Mobile,Direct,DE,Regular
ORD-00001165,SES-000020070,USR-00005088,2025-05-21 03:19:22.447075,2025-05-21,completed,151.490,151.490,0.000,0.000,11.250,15.150,147.590,Apple Pay,treatment,1,1,1,68.210,68.210,83.280,83.280,0.5497392567166149,Sports & Outdoors,1,true,false,,0,Mobile,Email,DE,VIP
ORD-00001166,SES-000020084,USR-00014854,2025-05-21 04:55:40.177366,2025-05-21,completed,350.490,350.490,0.000,0.000,28.920,0.000,379.410,Credit Card,treatment,1,1,1,212.610,212.610,137.880,137.880,0.3933921081913892,Electronics,1,true,false,,64,Mobile,Direct,UK,Regular
ORD-00001167,SES-000020091,USR-00022931,2025-05-21 06:01:47.87168,2025-05-21,completed,84.490,84.490,0.000,0.000,6.270,8.450,82.310,PayPal,treatment,1,1,1,28.100,28.100,56.390,56.390,0.6674162622795597,Beauty & Personal Care,1,true,false,,112,Tablet,Paid Search,US,VIP
ORD-00001168,SES-000020119,USR-00029110,2025-05-21 09:10:42.617939,2025-05-21,completed,25.990,25.990,5.990,5.990,2.140,0.000,34.120,Apple Pay,control,1,1,1,9.370,9.370,16.620,16.620,0.6394767218160832,Beauty & Personal Care,1,true,false,,9,Desktop,Direct,US,Regular
ORD-00001169,SES-000020135,USR-00008602,2025-05-21 11:40:48.411366,2025-05-21,completed,227.990,227.990,0.000,0.000,16.930,22.800,222.120,Apple Pay,treatment,1,1,1,111.710,111.710,116.280,116.280,0.5100223694021667,Sports & Outdoors,1,true,false,,48,Mobile,Email,UK,VIP
ORD-00001170,SES-000020148,USR-00008962,2025-05-21 13:49:29.288733,2025-05-21,completed,173.990,173.990,0.000,0.000,14.350,0.000,188.340,Klarna,control,1,1,1,93.040,93.040,80.950,80.950,0.4652566239439048,Home & Kitchen,1,true,false,,0,Desktop,Organic Search,US,Regular
ORD-00001171,SES-000020152,USR-00027906,2025-05-21 14:08:53.224547,2025-05-21,completed,27.990,27.990,5.990,5.990,2.080,2.800,33.260,PayPal,control,1,1,1,11.510,11.510,16.480,16.480,0.588781707752769,Apparel,1,true,false,,33,Desktop,Organic Search,US,VIP
ORD-00001172,SES-000020167,USR-00026317,2025-05-21 15:54:43.931591,2025-05-21,completed,683.470,683.470,0.000,0.000,50.750,68.350,665.870,Credit Card,treatment,3,3,3,390.150,390.150,293.320,293.320,0.42916294789822523,Electronics,1,true,false,,107,Desktop,Organic Search,US,VIP
ORD-00001173,SES-000020171,USR-00023996,2025-05-21 16:12:00.014667,2025-05-21,completed,34.990,34.990,5.990,5.990,2.890,0.000,43.870,PayPal,control,1,1,1,12.790,12.790,22.200,22.200,0.6344669905687339,Apparel,1,true,false,,27,Mobile,Paid Search,US,Regular
ORD-00001174,SES-000020179,USR-00011619,2025-05-21 16:47:38.920145,2025-05-21,completed,278.980,278.980,0.000,0.000,20.710,27.900,271.790,Credit Card,control,2,2,2,139.280,139.280,139.700,139.700,0.5007527421320525,Sports & Outdoors,1,true,false,,14,Mobile,Direct,US,VIP
ORD-00001175,SES-000020184,USR-00013738,2025-05-21 17:08:47.515812,2025-05-21,completed,42.990,42.990,5.990,5.990,3.190,4.300,47.870,Credit Card,treatment,1,1,1,22.680,22.680,20.310,20.310,0.47243545010467547,Sports & Outdoors,1,true,false,,69,Desktop,Direct,US,VIP
ORD-00001176,SES-000020223,USR-00008676,2025-05-21 21:36:14.692551,2025-05-21,completed,46.490,46.490,5.990,5.990,3.840,0.000,56.320,Credit Card,control,1,1,1,15.840,15.840,30.650,30.650,0.6592815659281566,Beauty & Personal Care,1,true,false,,87,Tablet,Paid Search,US,Regular
ORD-00001177,SES-000020229,USR-00001214,2025-05-21 22:32:43.544476,2025-05-21,completed,204.990,204.990,0.000,0.000,15.220,20.500,199.710,Credit Card,treatment,1,1,1,100.600,100.600,104.390,104.390,0.5092443533830918,Sports & Outdoors,1,true,false,,1,Desktop,Email,US,VIP
ORD-00001178,SES-000020242,USR-00015462,2025-05-22 00:00:41.422968,2025-05-22,completed,72.990,72.990,5.990,5.990,5.420,7.300,77.100,Credit Card,treatment,1,1,1,37.970,37.970,35.020,35.020,0.479791752294835,Electronics,1,true,false,,1,Desktop,Direct,CA,VIP
ORD-00001179,SES-000020244,USR-00006492,2025-05-22 00:19:06.853449,2025-05-22,completed,553.970,553.970,0.000,0.000,45.700,0.000,599.670,Credit Card,treatment,3,3,3,308.390,308.390,245.580,245.580,0.44330920446955613,Sports & Outdoors,1,true,false,,1,Desktop,Direct,US,Regular
ORD-00001180,SES-000020248,USR-00002483,2025-05-22 00:53:53.850303,2025-05-22,completed,105.990,105.990,0.000,0.000,7.870,10.600,103.260,Credit Card,treatment,1,1,1,49.950,49.950,56.040,56.040,0.5287291253891877,Home & Kitchen,1,true,false,,80,Desktop,Organic Search,CA,VIP
ORD-00001181,SES-000020265,USR-00014754,2025-05-22 02:46:29.729506,2025-05-22,completed,27.990,27.990,5.990,5.990,2.310,0.000,36.290,PayPal,control,1,1,1,11.510,11.510,16.480,16.480,0.588781707752769,Apparel,1,true,false,,0,Desktop,Email,US,Regular
ORD-00001182,SES-000020266,USR-00007594,2025-05-22 02:59:53.759122,2025-05-22,completed,271.990,271.990,0.000,0.000,22.440,0.000,294.430,Apple Pay,treatment,1,1,1,147.220,147.220,124.770,124.770,0.45873010037133716,Electronics,1,true,false,,139,Desktop,Paid Search,UK,Regular
ORD-00001183,SES-000020280,USR-00002980,2025-05-22 04:07:06.269152,2025-05-22,completed,41.990,41.990,5.990,5.990,3.120,4.200,46.900,Credit Card,control,1,1,1,15.180,15.180,26.810,26.810,0.6384853536556322,Apparel,1,true,false,,13,Desktop,Paid Search,CA,VIP
