user_id,cohort_month,activity_month,month_number,month_offset,customer_segment,country,acquisition_channel,signup_cohort_month,monthly_orders,orders_in_month,monthly_revenue,revenue_in_month,monthly_gross_profit,is_retained,is_active,cumulative_orders,cumulative_revenue,cumulative_gross_profit
USR-00017104,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,DE,Organic Search,2025-06-01 00:00:00,1,1,241.350,241.350,116.050,1,1,1,241.350,116.050
USR-00017225,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Bargain,US,Paid Search,2025-03-01 00:00:00,1,1,50.360,50.360,22.730,1,1,1,50.360,22.730
USR-00017433,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,US,Paid Search,2025-07-01 00:00:00,1,1,66.600,66.600,32.640,1,1,1,66.600,32.640
USR-00017465,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,US,Paid Search,2025-05-01 00:00:00,1,1,110.570,110.570,60.960,1,1,1,110.570,60.960
USR-00017465,2025-09-01 00:00:00,2025-10-01 00:00:00,1,1,VIP,US,Paid Search,2025-05-01 00:00:00,1,1,226.990,226.990,119.130,1,1,2,337.560,180.090
USR-00017580,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,VIP,US,Social,2025-01-01 00:00:00,1,1,537.760,537.760,199.660,1,1,1,537.760,199.660
USR-00017777,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,US,Direct,2025-04-01 00:00:00,1,1,110.010,110.010,66.100,1,1,1,110.010,66.100
USR-00017850,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,FR,Direct,2025-05-01 00:00:00,1,1,102.830,102.830,53.080,1,1,1,102.830,53.080
USR-00017886,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Organic Search,2025-04-01 00:00:00,1,1,142.220,142.220,70.040,1,1,1,142.220,70.040
USR-00018013,2025-02-01 00:00:00,2025-02-01 00:00:00,0,0,VIP,UK,Social,2025-02-01 00:00:00,1,1,42.510,42.510,24.880,1,1,1,42.510,24.880
USR-00018013,2025-02-01 00:00:00,2025-03-01 00:00:00,1,1,VIP,UK,Social,2025-02-01 00:00:00,1,1,317.590,317.590,139.830,1,1,2,360.100,164.710
USR-00018059,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,Regular,US,Direct,2025-03-01 00:00:00,1,1,24.380,24.380,10.790,1,1,1,24.380,10.790
USR-00018126,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,CA,Organic Search,2025-08-01 00:00:00,1,1,60.540,60.540,32.640,1,1,1,60.540,32.640
USR-00018159,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Regular,US,Paid Search,2025-05-01 00:00:00,1,1,94.700,94.700,53.380,1,1,1,94.700,53.380
USR-00018159,2025-08-01 00:00:00,2025-12-01 00:00:00,4,4,Regular,US,Paid Search,2025-05-01 00:00:00,1,1,1209.340,1209.340,504.180,1,1,2,1304.040,557.560
USR-00018178,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,FR,Direct,2025-06-01 00:00:00,1,1,169.500,169.500,111.380,1,1,1,169.500,111.380
USR-00018218,2025-06-01 00:00:00,2025-06-01 00:00:00,0,0,VIP,US,Paid Search,2025-04-01 00:00:00,1,1,158.780,158.780,101.850,1,1,1,158.780,101.850
USR-00018218,2025-06-01 00:00:00,2025-09-01 00:00:00,3,3,VIP,US,Paid Search,2025-04-01 00:00:00,1,1,654.660,654.660,320.900,1,1,2,813.440,422.750
USR-00018218,2025-06-01 00:00:00,2025-12-01 00:00:00,6,6,VIP,US,Paid Search,2025-04-01 00:00:00,1,1,75.000,75.000,49.010,1,1,3,888.440,471.760
USR-00018265,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,US,Social,2025-09-01 00:00:00,1,1,351.770,351.770,170.010,1,1,1,351.770,170.010
USR-00018287,2025-03-01 00:00:00,2025-03-01 00:00:00,0,0,VIP,CA,Social,2025-01-01 00:00:00,1,1,564.060,564.060,266.390,1,1,1,564.060,266.390
USR-00018287,2025-03-01 00:00:00,2025-05-01 00:00:00,2,2,VIP,CA,Social,2025-01-01 00:00:00,1,1,283.490,283.490,164.570,1,1,2,847.550,430.960
USR-00018314,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,CA,Paid Search,2025-09-01 00:00:00,1,1,454.630,454.630,198.070,1,1,1,454.630,198.070
USR-00018356,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Organic Search,2025-01-01 00:00:00,1,1,209.450,209.450,113.270,1,1,1,209.450,113.270
USR-00018422,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Regular,US,Email,2025-02-01 00:00:00,1,1,146.670,146.670,64.460,1,1,1,146.670,64.460
USR-00018422,2025-08-01 00:00:00,2025-11-01 00:00:00,3,3,Regular,US,Email,2025-02-01 00:00:00,1,1,132.050,132.050,69.810,1,1,2,278.720,134.270
USR-00018697,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Regular,UK,Paid Search,2025-01-01 00:00:00,1,1,33.040,33.040,18.080,1,1,1,33.040,18.080
USR-00018704,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Organic Search,2025-07-01 00:00:00,1,1,113.000,113.000,57.710,1,1,1,113.000,57.710
USR-00018704,2025-07-01 00:00:00,2025-10-01 00:00:00,3,3,VIP,US,Organic Search,2025-07-01 00:00:00,1,1,1062.860,1062.860,525.450,1,1,2,1175.860,583.160
USR-00018792,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,US,Organic Search,2025-01-01 00:00:00,1,1,84.420,84.420,38.800,1,1,1,84.420,38.800
USR-00018847,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,FR,Organic Search,2025-10-01 00:00:00,2,2,89.410,89.410,50.140,1,1,2,89.410,50.140
USR-00019124,2025-04-01 00:00:00,2025-04-01 00:00:00,0,0,VIP,UK,Email,2025-03-01 00:00:00,1,1,189.960,189.960,90.950,1,1,1,189.960,90.950
USR-00019124,2025-04-01 00:00:00,2025-08-01 00:00:00,4,4,VIP,UK,Email,2025-03-01 00:00:00,1,1,108.130,108.130,59.830,1,1,2,298.090,150.780
USR-00019218,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,US,Organic Search,2025-10-01 00:00:00,1,1,90.920,90.920,49.500,1,1,1,90.920,49.500
USR-00019320,2025-04-01 00:00:00,2025-04-01 00:00:00,0,0,VIP,DE,Paid Search,2025-02-01 00:00:00,1,1,55.670,55.670,23.420,1,1,1,55.670,23.420
USR-00019320,2025-04-01 00:00:00,2025-06-01 00:00:00,2,2,VIP,DE,Paid Search,2025-02-01 00:00:00,1,1,74.660,74.660,42.730,1,1,2,130.330,66.150
USR-00019366,2025-02-01 00:00:00,2025-02-01 00:00:00,0,0,VIP,UK,Social,2025-01-01 00:00:00,1,1,124.180,124.180,74.850,1,1,1,124.180,74.850
USR-00019366,2025-02-01 00:00:00,2025-06-01 00:00:00,4,4,VIP,UK,Social,2025-01-01 00:00:00,1,1,137.350,137.350,75.540,1,1,2,261.530,150.390
USR-00019366,2025-02-01 00:00:00,2025-11-01 00:00:00,9,9,VIP,UK,Social,2025-01-01 00:00:00,1,1,48.850,48.850,19.890,1,1,3,310.380,170.280
USR-00019368,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Organic Search,2025-06-01 00:00:00,1,1,202.630,202.630,87.920,1,1,1,202.630,87.920
USR-00019512,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,US,Social,2025-04-01 00:00:00,1,1,125.560,125.560,57.710,1,1,1,125.560,57.710
USR-00019523,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,US,Social,2025-11-01 00:00:00,4,4,670.170,670.170,332.090,1,1,4,670.170,332.090
USR-00019523,2025-11-01 00:00:00,2025-12-01 00:00:00,1,1,VIP,US,Social,2025-11-01 00:00:00,1,1,181.680,181.680,105.480,1,1,5,851.850,437.570
USR-00019551,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,US,Referral,2025-09-01 00:00:00,1,1,95.250,95.250,55.240,1,1,1,95.250,55.240
USR-00019551,2025-10-01 00:00:00,2025-11-01 00:00:00,1,1,Regular,US,Referral,2025-09-01 00:00:00,1,1,163.990,163.990,83.280,1,1,2,259.240,138.520
USR-00019669,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,US,Organic Search,2025-07-01 00:00:00,1,1,77.100,77.100,36.760,1,1,1,77.100,36.760
USR-00019743,2025-05-01 00:00:00,2025-05-01 00:00:00,0,0,Regular,US,Direct,2025-02-01 00:00:00,1,1,198.070,198.070,97.770,1,1,1,198.070,97.770
USR-00020024,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,US,Paid Search,2025-10-01 00:00:00,1,1,612.130,612.130,251.150,1,1,1,612.130,251.150
USR-00020185,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,FR,Referral,2025-05-01 00:00:00,1,1,146.600,146.600,76.280,1,1,1,146.600,76.280
USR-00020224,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,Regular,US,Organic Search,2025-08-01 00:00:00,1,1,425.390,425.390,195.420,1,1,1,425.390,195.420
USR-00020224,2025-09-01 00:00:00,2025-12-01 00:00:00,3,3,Regular,US,Organic Search,2025-08-01 00:00:00,1,1,194.840,194.840,77.680,1,1,2,620.230,273.100
USR-00020246,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Bargain,US,Organic Search,2025-03-01 00:00:00,1,1,216.490,216.490,83.420,1,1,1,216.490,83.420
USR-00020308,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,Regular,US,Organic Search,2025-04-01 00:00:00,1,1,128.270,128.270,69.780,1,1,1,128.270,69.780
USR-00020336,2025-05-01 00:00:00,2025-05-01 00:00:00,0,0,Regular,US,Organic Search,2025-03-01 00:00:00,1,1,181.840,181.840,86.500,1,1,1,181.840,86.500
USR-00020336,2025-05-01 00:00:00,2025-09-01 00:00:00,4,4,Regular,US,Organic Search,2025-03-01 00:00:00,1,1,307.390,307.390,137.450,1,1,2,489.230,223.950
USR-00020395,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,US,Paid Search,2025-08-01 00:00:00,1,1,1104.120,1104.120,393.060,1,1,1,1104.120,393.060
USR-00020404,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,Bargain,UK,Referral,2025-04-01 00:00:00,1,1,684.650,684.650,277.110,1,1,1,684.650,277.110
USR-00020449,2025-03-01 00:00:00,2025-03-01 00:00:00,0,0,Regular,UK,Paid Search,2025-03-01 00:00:00,1,1,63.350,63.350,31.050,1,1,1,63.350,31.050
USR-00020449,2025-03-01 00:00:00,2025-12-01 00:00:00,9,9,Regular,UK,Paid Search,2025-03-01 00:00:00,1,1,43.870,43.870,22.200,1,1,2,107.220,53.250
USR-00020613,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,FR,Direct,2025-01-01 00:00:00,1,1,112.030,112.030,68.690,1,1,1,112.030,68.690
USR-00020797,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,US,Organic Search,2025-02-01 00:00:00,1,1,659.210,659.210,287.800,1,1,1,659.210,287.800
USR-00020873,2025-06-01 00:00:00,2025-06-01 00:00:00,0,0,Regular,US,Email,2025-02-01 00:00:00,1,1,65.520,65.520,28.710,1,1,1,65.520,28.710
USR-00020873,2025-06-01 00:00:00,2025-07-01 00:00:00,1,1,Regular,US,Email,2025-02-01 00:00:00,1,1,138.540,138.540,69.390,1,1,2,204.060,98.100
USR-00020886,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,AU,Direct,2025-10-01 00:00:00,1,1,147.590,147.590,83.280,1,1,1,147.590,83.280
USR-00020926,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Direct,2025-05-01 00:00:00,1,1,115.440,115.440,69.780,1,1,1,115.440,69.780
USR-00020926,2025-07-01 00:00:00,2025-12-01 00:00:00,5,5,VIP,US,Direct,2025-05-01 00:00:00,1,1,306.870,306.870,171.970,1,1,2,422.310,241.750
USR-00021023,2025-04-01 00:00:00,2025-04-01 00:00:00,0,0,Regular,US,Referral,2025-04-01 00:00:00,1,1,279.260,279.260,130.450,1,1,1,279.260,130.450
USR-00021077,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,Bargain,US,Direct,2025-01-01 00:00:00,1,1,833.480,833.480,364.140,1,1,1,833.480,364.140
USR-00021115,2025-05-01 00:00:00,2025-05-01 00:00:00,0,0,VIP,US,Social,2025-04-01 00:00:00,1,1,92.540,92.540,53.080,1,1,1,92.540,53.080
USR-00021115,2025-05-01 00:00:00,2025-07-01 00:00:00,2,2,VIP,US,Social,2025-04-01 00:00:00,1,1,682.930,682.930,275.760,1,1,2,775.470,328.840
USR-00021115,2025-05-01 00:00:00,2025-08-01 00:00:00,3,3,VIP,US,Social,2025-04-01 00:00:00,2,2,287.530,287.530,135.560,1,1,4,1063.000,464.400
USR-00021143,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,UK,Email,2025-05-01 00:00:00,1,1,46.570,46.570,24.880,1,1,1,46.570,24.880
USR-00021166,2025-06-01 00:00:00,2025-06-01 00:00:00,0,0,Regular,US,Email,2025-05-01 00:00:00,1,1,363.690,363.690,177.140,1,1,1,363.690,177.140
USR-00021205,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Paid Search,2025-01-01 00:00:00,1,1,263.030,263.030,153.060,1,1,1,263.030,153.060
USR-00021435,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,UK,Paid Search,2025-10-01 00:00:00,1,1,75.980,75.980,38.800,1,1,1,75.980,38.800
USR-00021435,2025-10-01 00:00:00,2025-12-01 00:00:00,2,2,VIP,UK,Paid Search,2025-10-01 00:00:00,2,2,479.430,479.430,232.610,1,1,3,555.410,271.410
USR-00021513,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Regular,FR,Organic Search,2025-02-01 00:00:00,1,1,51.990,51.990,24.950,1,1,1,51.990,24.950
USR-00021518,2025-05-01 00:00:00,2025-05-01 00:00:00,0,0,Regular,CA,Referral,2025-04-01 00:00:00,1,1,43.870,43.870,22.200,1,1,1,43.870,22.200
USR-00021584,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,UK,Organic Search,2025-03-01 00:00:00,1,1,221.900,221.900,104.390,1,1,1,221.900,104.390
USR-00021651,2025-04-01 00:00:00,2025-04-01 00:00:00,0,0,Regular,US,Organic Search,2025-04-01 00:00:00,1,1,181.840,181.840,99.000,1,1,1,181.840,99.000
USR-00021814,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,Regular,CA,Organic Search,2025-01-01 00:00:00,1,1,124.480,124.480,68.690,1,1,1,124.480,68.690
USR-00021840,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,VIP,FR,Paid Search,2025-10-01 00:00:00,1,1,52.740,52.740,24.610,1,1,1,52.740,24.610
USR-00021913,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,UK,Direct,2025-07-01 00:00:00,1,1,215.950,215.950,86.400,1,1,1,215.950,86.400
USR-00021946,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,UK,Paid Search,2025-07-01 00:00:00,1,1,191.050,191.050,91.740,1,1,1,191.050,91.740
USR-00021962,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,VIP,US,Paid Search,2025-05-01 00:00:00,1,1,47.380,47.380,24.950,1,1,1,47.380,24.950
USR-00021977,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,VIP,UK,Paid Search,2025-09-01 00:00:00,1,1,69.310,69.310,39.680,1,1,1,69.310,39.680
USR-00022061,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Regular,US,Organic Search,2025-05-01 00:00:00,1,1,46.570,46.570,24.880,1,1,1,46.570,24.880
USR-00022074,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,Regular,CA,Direct,2025-07-01 00:00:00,1,1,116.360,116.360,62.440,1,1,1,116.360,62.440
USR-00022077,2025-05-01 00:00:00,2025-05-01 00:00:00,0,0,Regular,AU,Referral,2025-05-01 00:00:00,1,1,114.180,114.180,64.930,1,1,1,114.180,64.930
USR-00022183,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,VIP,UK,Organic Search,2025-08-01 00:00:00,1,1,226.990,226.990,119.130,1,1,1,226.990,119.130
USR-00022183,2025-08-01 00:00:00,2025-10-01 00:00:00,2,2,VIP,UK,Organic Search,2025-08-01 00:00:00,1,1,115.440,115.440,69.780,1,1,2,342.430,188.910
USR-00022260,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,CA,Email,2025-11-01 00:00:00,1,1,232.170,232.170,109.710,1,1,1,232.170,109.710
USR-00022332,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,Bargain,DE,Direct,2025-08-01 00:00:00,1,1,252.210,252.210,119.130,1,1,1,252.210,119.130
USR-00022491,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,US,Email,2025-09-01 00:00:00,1,1,206.530,206.530,110.150,1,1,1,206.530,110.150
USR-00022682,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,Regular,AU,Direct,2025-05-01 00:00:00,1,1,299.820,299.820,132.800,1,1,1,299.820,132.800
USR-00022716,2025-06-01 00:00:00,2025-06-01 00:00:00,0,0,VIP,US,Social,2025-01-01 00:00:00,1,1,40.080,40.080,22.200,1,1,1,40.080,22.200
USR-00022781,2025-05-01 00:00:00,2025-05-01 00:00:00,0,0,VIP,CA,Paid Search,2025-03-01 00:00:00,1,1,96.440,96.440,53.750,1,1,1,96.440,53.750
USR-00022781,2025-05-01 00:00:00,2025-09-01 00:00:00,4,4,VIP,CA,Paid Search,2025-03-01 00:00:00,1,1,75.980,75.980,38.800,1,1,2,172.420,92.550
USR-00022904,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,AU,Organic Search,2025-05-01 00:00:00,1,1,169.510,169.510,80.950,1,1,1,169.510,80.950
USR-00022956,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,US,Paid Search,2025-06-01 00:00:00,1,1,220.820,220.820,90.110,1,1,1,220.820,90.110
USR-00022994,2025-06-01 00:00:00,2025-06-01 00:00:00,0,0,VIP,UK,Direct,2025-04-01 00:00:00,1,1,1061.880,1061.880,436.190,1,1,1,1061.880,436.190
USR-00023008,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,Regular,US,Direct,2025-07-01 00:00:00,1,1,33.040,33.040,18.080,1,1,1,33.040,18.080
USR-00023053,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,US,Paid Search,2025-11-01 00:00:00,1,1,329.290,329.290,137.630,1,1,1,329.290,137.630
USR-00023079,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,VIP,US,Direct,2025-10-01 00:00:00,2,2,843.170,843.170,414.590,1,1,2,843.170,414.590
USR-00023326,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Regular,US,Referral,2025-03-01 00:00:00,1,1,167.610,167.610,76.770,1,1,1,167.610,76.770
USR-00023334,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,US,Direct,2025-04-01 00:00:00,1,1,184.110,184.110,117.190,1,1,1,184.110,117.190
USR-00023338,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,VIP,UK,Direct,2025-06-01 00:00:00,1,1,69.310,69.310,39.680,1,1,1,69.310,39.680
USR-00023344,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,US,Paid Search,2025-07-01 00:00:00,1,1,149.370,149.370,69.640,1,1,1,149.370,69.640
USR-00023347,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,US,Paid Search,2025-08-01 00:00:00,2,2,1123.710,1123.710,572.630,1,1,2,1123.710,572.630
USR-00023347,2025-09-01 00:00:00,2025-10-01 00:00:00,1,1,VIP,US,Paid Search,2025-08-01 00:00:00,1,1,198.710,198.710,116.340,1,1,3,1322.420,688.970
USR-00023347,2025-09-01 00:00:00,2025-12-01 00:00:00,3,3,VIP,US,Paid Search,2025-08-01 00:00:00,2,2,491.000,491.000,216.110,1,1,5,1813.420,905.080
USR-00023490,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,US,Paid Search,2025-08-01 00:00:00,1,1,95.250,95.250,55.240,1,1,1,95.250,55.240
USR-00023594,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,UK,Social,2025-01-01 00:00:00,1,1,239.650,239.650,135.990,1,1,1,239.650,135.990
USR-00023594,2025-07-01 00:00:00,2025-11-01 00:00:00,4,4,VIP,UK,Social,2025-01-01 00:00:00,1,1,127.120,127.120,72.310,1,1,2,366.770,208.300
USR-00023632,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,Bargain,US,Paid Search,2025-07-01 00:00:00,1,1,87.170,87.170,43.380,1,1,1,87.170,43.380
USR-00023680,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,VIP,US,Organic Search,2025-04-01 00:00:00,1,1,149.050,149.050,83.490,1,1,1,149.050,83.490
USR-00023699,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Paid Search,2025-04-01 00:00:00,1,1,350.710,350.710,155.360,1,1,1,350.710,155.360
USR-00023743,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,CA,Paid Search,2025-09-01 00:00:00,1,1,840.520,840.520,321.390,1,1,1,840.520,321.390
USR-00023907,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,VIP,US,Organic Search,2025-05-01 00:00:00,1,1,199.710,199.710,104.390,1,1,1,199.710,104.390
USR-00023907,2025-08-01 00:00:00,2025-12-01 00:00:00,4,4,VIP,US,Organic Search,2025-05-01 00:00:00,1,1,169.510,169.510,80.950,1,1,2,369.220,185.340
USR-00023987,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Social,2025-06-01 00:00:00,2,2,81.130,81.130,45.200,1,1,2,81.130,45.200
USR-00023987,2025-07-01 00:00:00,2025-10-01 00:00:00,3,3,VIP,US,Social,2025-06-01 00:00:00,1,1,45.920,45.920,22.730,1,1,3,127.050,67.930
USR-00023987,2025-07-01 00:00:00,2025-11-01 00:00:00,4,4,VIP,US,Social,2025-06-01 00:00:00,1,1,413.060,413.060,185.850,1,1,4,540.110,253.780
USR-00024041,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,US,Referral,2025-08-01 00:00:00,1,1,78.070,78.070,43.970,1,1,1,78.070,43.970
USR-00024083,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,UK,Direct,2025-07-01 00:00:00,1,1,459.330,459.330,253.260,1,1,1,459.330,253.260
USR-00024134,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,VIP,US,Direct,2025-01-01 00:00:00,1,1,118.850,118.850,69.810,1,1,1,118.850,69.810
USR-00024137,2025-04-01 00:00:00,2025-04-01 00:00:00,0,0,VIP,DE,Referral,2025-01-01 00:00:00,2,2,517.900,517.900,242.820,1,1,2,517.900,242.820
USR-00024163,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,DE,Paid Search,2025-05-01 00:00:00,1,1,148.060,148.060,111.740,1,1,1,148.060,111.740
USR-00024163,2025-10-01 00:00:00,2025-12-01 00:00:00,2,2,VIP,DE,Paid Search,2025-05-01 00:00:00,1,1,75.490,75.490,41.260,1,1,2,223.550,153.000
USR-00024227,2025-09-01 00:00:00,2025-09-01 00:00:00,0,0,VIP,UK,Paid Search,2025-07-01 00:00:00,1,1,55.670,55.670,23.420,1,1,1,55.670,23.420
USR-00024251,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,US,Direct,2025-09-01 00:00:00,2,2,535.770,535.770,282.410,1,1,2,535.770,282.410
USR-00024285,2025-04-01 00:00:00,2025-04-01 00:00:00,0,0,Regular,CA,Email,2025-01-01 00:00:00,1,1,49.170,49.170,26.810,1,1,1,49.170,26.810
USR-00024285,2025-04-01 00:00:00,2025-06-01 00:00:00,2,2,Regular,CA,Email,2025-01-01 00:00:00,1,1,79.590,79.590,38.780,1,1,2,128.760,65.590
USR-00024429,2025-07-01 00:00:00,2025-07-01 00:00:00,0,0,Bargain,US,Direct,2025-07-01 00:00:00,1,1,46.570,46.570,24.880,1,1,1,46.570,24.880
USR-00024447,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,Regular,CA,Email,2025-10-01 00:00:00,1,1,117.970,117.970,68.650,1,1,1,117.970,68.650
USR-00024512,2025-04-01 00:00:00,2025-04-01 00:00:00,0,0,VIP,CA,Organic Search,2025-04-01 00:00:00,1,1,709.220,709.220,357.330,1,1,1,709.220,357.330
USR-00024512,2025-04-01 00:00:00,2025-06-01 00:00:00,2,2,VIP,CA,Organic Search,2025-04-01 00:00:00,1,1,103.260,103.260,49.620,1,1,2,812.480,406.950
USR-00024512,2025-04-01 00:00:00,2025-09-01 00:00:00,5,5,VIP,CA,Organic Search,2025-04-01 00:00:00,1,1,54.690,54.690,29.470,1,1,3,867.170,436.420
USR-00024607,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,CA,Paid Search,2025-10-01 00:00:00,1,1,460.310,460.310,207.690,1,1,1,460.310,207.690
USR-00024619,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,FR,Paid Search,2025-07-01 00:00:00,1,1,66.600,66.600,32.640,1,1,1,66.600,32.640
USR-00024657,2025-10-01 00:00:00,2025-10-01 00:00:00,0,0,VIP,UK,Paid Search,2025-08-01 00:00:00,1,1,60.540,60.540,32.640,1,1,1,60.540,32.640
USR-00024832,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,VIP,US,Social,2025-11-01 00:00:00,1,1,363.860,363.860,162.590,1,1,1,363.860,162.590
USR-00024858,2025-05-01 00:00:00,2025-05-01 00:00:00,0,0,VIP,CA,Paid Search,2025-01-01 00:00:00,1,1,488.070,488.070,232.960,1,1,1,488.070,232.960
USR-00024873,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,VIP,US,Social,2025-07-01 00:00:00,2,2,236.220,236.220,124.250,1,1,2,236.220,124.250
USR-00024918,2025-11-01 00:00:00,2025-11-01 00:00:00,0,0,Regular,US,Direct,2025-11-01 00:00:00,1,1,55.760,55.760,29.440,1,1,1,55.760,29.440
USR-00024962,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Regular,AU,Paid Search,2025-08-01 00:00:00,1,1,158.580,158.580,70.930,1,1,1,158.580,70.930
USR-00024962,2025-08-01 00:00:00,2025-12-01 00:00:00,4,4,Regular,AU,Paid Search,2025-08-01 00:00:00,1,1,101.800,101.800,53.750,1,1,2,260.380,124.680
USR-00025011,2025-12-01 00:00:00,2025-12-01 00:00:00,0,0,Regular,US,Direct,2025-09-01 00:00:00,1,1,165.610,165.610,83.490,1,1,1,165.610,83.490
USR-00025067,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,VIP,US,Paid Search,2025-08-01 00:00:00,1,1,112.990,112.990,63.100,1,1,1,112.990,63.100
USR-00025067,2025-08-01 00:00:00,2025-09-01 00:00:00,1,1,VIP,US,Paid Search,2025-08-01 00:00:00,1,1,331.230,331.230,131.020,1,1,2,444.220,194.120
USR-00025108,2025-08-01 00:00:00,2025-08-01 00:00:00,0,0,Regular,US,Paid Search,2025-06-01 00:00:00,1,1,60.100,60.100,29.470,1,1,1,60.100,29.470
