user_id,first_seen_at,signup_timestamp,signup_date,cohort_month,signup_cohort_month,country,device_preference,customer_segment,acquisition_channel,first_order_timestamp,first_order_date,most_recent_order_timestamp,last_order_date,most_recent_order_date,lifetime_sessions,lifetime_orders,lifetime_revenue,lifetime_gross_profit,avg_order_value,avg_days_between_orders,recency_days,frequency_band,monetary_tier,customer_lifecycle_status
USR-00019503,2025-06-23 19:36:52,2025-06-23 19:36:52,2025-06-23,2025-06-01 00:00:00,2025-06-01 00:00:00,UK,Mobile,Bargain,Social,,,,,,2,0,0.000,0.000,0.0,0.0,441,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003775,2025-06-24 01:25:11,2025-06-24 01:25:11,2025-06-24,2025-06-01 00:00:00,2025-06-01 00:00:00,CA,Mobile,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,440,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00012492,2025-06-24 16:26:47,2025-06-24 16:26:47,2025-06-24,2025-06-01 00:00:00,2025-06-01 00:00:00,UK,Tablet,Regular,Email,,,,,,3,0,0.000,0.000,0.0,0.0,440,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023837,2025-06-25 08:47:16,2025-06-25 08:47:16,2025-06-25,2025-06-01 00:00:00,2025-06-01 00:00:00,DE,Desktop,Regular,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,439,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00013160,2025-06-25 17:05:31,2025-06-25 17:05:31,2025-06-25,2025-06-01 00:00:00,2025-06-01 00:00:00,UK,Mobile,Regular,Email,,,,,,3,0,0.000,0.000,0.0,0.0,439,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003116,2025-06-26 00:19:51,2025-06-26 00:19:51,2025-06-26,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,Bargain,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,438,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009395,2025-06-26 01:24:31,2025-06-26 01:24:31,2025-06-26,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,Regular,Direct,,,,,,2,0,0.000,0.000,0.0,0.0,438,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00016884,2025-06-26 02:58:00,2025-06-26 02:58:00,2025-06-26,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,438,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00000788,2025-06-26 13:07:42,2025-06-26 13:07:42,2025-06-26,2025-06-01 00:00:00,2025-06-01 00:00:00,AU,Desktop,Bargain,Email,,,,,,3,0,0.000,0.000,0.0,0.0,438,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003641,2025-06-26 13:35:23,2025-06-26 13:35:23,2025-06-26,2025-06-01 00:00:00,2025-06-01 00:00:00,UK,Desktop,Bargain,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,438,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024307,2025-06-26 15:24:15,2025-06-26 15:24:15,2025-06-26,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,438,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00025444,2025-06-26 19:36:57,2025-06-26 19:36:57,2025-06-26,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Desktop,Regular,Direct,,,,,,2,0,0.000,0.000,0.0,0.0,438,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00000054,2025-06-27 03:14:01,2025-06-27 03:14:01,2025-06-27,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,437,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00004841,2025-06-27 16:31:03,2025-06-27 16:31:03,2025-06-27,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,3,0,0.000,0.000,0.0,0.0,437,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023612,2025-06-27 18:14:05,2025-06-27 18:14:05,2025-06-27,2025-06-01 00:00:00,2025-06-01 00:00:00,AU,Tablet,Regular,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,437,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00020555,2025-06-27 22:58:12,2025-06-27 22:58:12,2025-06-27,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,437,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00018021,2025-06-28 00:39:50,2025-06-28 00:39:50,2025-06-28,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Desktop,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,436,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00018206,2025-06-28 03:47:04,2025-06-28 03:47:04,2025-06-28,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Desktop,Bargain,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,436,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00017198,2025-06-28 13:00:24,2025-06-28 13:00:24,2025-06-28,2025-06-01 00:00:00,2025-06-01 00:00:00,UK,Desktop,Regular,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,436,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00028534,2025-06-28 14:50:33,2025-06-28 14:50:33,2025-06-28,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Desktop,Regular,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,436,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00028837,2025-06-28 17:28:15,2025-06-28 17:28:15,2025-06-28,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Desktop,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,436,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024861,2025-06-28 21:58:30,2025-06-28 21:58:30,2025-06-28,2025-06-01 00:00:00,2025-06-01 00:00:00,FR,Tablet,Bargain,Social,,,,,,1,0,0.000,0.000,0.0,0.0,436,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024794,2025-06-28 22:49:17,2025-06-28 22:49:17,2025-06-28,2025-06-01 00:00:00,2025-06-01 00:00:00,UK,Desktop,Regular,Email,,,,,,2,0,0.000,0.000,0.0,0.0,436,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00021355,2025-06-28 23:42:52,2025-06-28 23:42:52,2025-06-28,2025-06-01 00:00:00,2025-06-01 00:00:00,CA,Mobile,Bargain,Social,,,,,,2,0,0.000,0.000,0.0,0.0,436,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027059,2025-06-29 01:57:19,2025-06-29 01:57:19,2025-06-29,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,Regular,Social,,,,,,3,0,0.000,0.000,0.0,0.0,435,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00006187,2025-06-29 03:16:31,2025-06-29 03:16:31,2025-06-29,2025-06-01 00:00:00,2025-06-01 00:00:00,UK,Mobile,Regular,Direct,,,,,,2,0,0.000,0.000,0.0,0.0,435,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00002900,2025-06-29 05:45:11,2025-06-29 05:45:11,2025-06-29,2025-06-01 00:00:00,2025-06-01 00:00:00,AU,Mobile,VIP,Paid Search,,,,,,5,0,0.000,0.000,0.0,0.0,435,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00021798,2025-06-29 18:27:34,2025-06-29 18:27:34,2025-06-29,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,VIP,Organic Search,,,,,,5,0,0.000,0.000,0.0,0.0,435,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00020637,2025-06-29 22:37:40,2025-06-29 22:37:40,2025-06-29,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,Regular,Paid Search,,,,,,8,0,0.000,0.000,0.0,0.0,435,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003451,2025-06-30 08:36:42,2025-06-30 08:36:42,2025-06-30,2025-06-01 00:00:00,2025-06-01 00:00:00,DE,Mobile,VIP,Email,,,,,,4,0,0.000,0.000,0.0,0.0,434,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00002322,2025-06-30 09:54:51,2025-06-30 09:54:51,2025-06-30,2025-06-01 00:00:00,2025-06-01 00:00:00,UK,Mobile,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,434,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014721,2025-06-30 21:17:14,2025-06-30 21:17:14,2025-06-30,2025-06-01 00:00:00,2025-06-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,434,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00020021,2025-07-01 03:17:53,2025-07-01 03:17:53,2025-07-01,2025-07-01 00:00:00,2025-07-01 00:00:00,DE,Desktop,Regular,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,433,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009278,2025-07-01 03:26:14,2025-07-01 03:26:14,2025-07-01,2025-07-01 00:00:00,2025-07-01 00:00:00,AU,Desktop,Regular,Email,,,,,,5,0,0.000,0.000,0.0,0.0,433,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024945,2025-07-01 12:10:03,2025-07-01 12:10:03,2025-07-01,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Regular,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,433,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027040,2025-07-01 15:11:43,2025-07-01 15:11:43,2025-07-01,2025-07-01 00:00:00,2025-07-01 00:00:00,CA,Desktop,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,433,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00013018,2025-07-01 16:53:47,2025-07-01 16:53:47,2025-07-01,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Tablet,Regular,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,433,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00017505,2025-07-01 20:01:28,2025-07-01 20:01:28,2025-07-01,2025-07-01 00:00:00,2025-07-01 00:00:00,DE,Mobile,Bargain,Email,,,,,,2,0,0.000,0.000,0.0,0.0,433,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027032,2025-07-01 21:31:03,2025-07-01 21:31:03,2025-07-01,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Regular,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,433,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00022079,2025-07-01 21:53:48,2025-07-01 21:53:48,2025-07-01,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Regular,Social,,,,,,2,0,0.000,0.000,0.0,0.0,433,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00015629,2025-07-03 02:47:45,2025-07-03 02:47:45,2025-07-03,2025-07-01 00:00:00,2025-07-01 00:00:00,DE,Desktop,Regular,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,431,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00021881,2025-07-03 22:38:25,2025-07-03 22:38:25,2025-07-03,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,431,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00020618,2025-07-03 22:49:40,2025-07-03 22:49:40,2025-07-03,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Regular,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,431,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00010456,2025-07-04 00:56:18,2025-07-04 00:56:18,2025-07-04,2025-07-01 00:00:00,2025-07-01 00:00:00,CA,Desktop,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,430,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00008421,2025-07-04 11:09:36,2025-07-04 11:09:36,2025-07-04,2025-07-01 00:00:00,2025-07-01 00:00:00,UK,Mobile,Regular,Referral,,,,,,1,0,0.000,0.000,0.0,0.0,430,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00015122,2025-07-04 11:28:59,2025-07-04 11:28:59,2025-07-04,2025-07-01 00:00:00,2025-07-01 00:00:00,AU,Desktop,Regular,Email,,,,,,3,0,0.000,0.000,0.0,0.0,430,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00007055,2025-07-05 04:39:15,2025-07-05 04:39:15,2025-07-05,2025-07-01 00:00:00,2025-07-01 00:00:00,CA,Desktop,Regular,Email,,,,,,4,0,0.000,0.000,0.0,0.0,429,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00007859,2025-07-05 09:30:43,2025-07-05 09:30:43,2025-07-05,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Bargain,Email,,,,,,2,0,0.000,0.000,0.0,0.0,429,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00026665,2025-07-05 13:00:29,2025-07-05 13:00:29,2025-07-05,2025-07-01 00:00:00,2025-07-01 00:00:00,FR,Desktop,Bargain,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,429,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00012543,2025-07-05 14:20:40,2025-07-05 14:20:40,2025-07-05,2025-07-01 00:00:00,2025-07-01 00:00:00,UK,Tablet,Regular,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,429,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024262,2025-07-05 18:32:04,2025-07-05 18:32:04,2025-07-05,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Regular,Paid Search,,,,,,4,0,0.000,0.000,0.0,0.0,429,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00014980,2025-07-06 04:23:02,2025-07-06 04:23:02,2025-07-06,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Bargain,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,428,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00004185,2025-07-06 17:45:01,2025-07-06 17:45:01,2025-07-06,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Desktop,Regular,Paid Search,,,,,,3,0,0.000,0.000,0.0,0.0,428,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00025197,2025-07-06 22:25:37,2025-07-06 22:25:37,2025-07-06,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Bargain,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,428,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00026179,2025-07-06 23:59:24,2025-07-06 23:59:24,2025-07-06,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Desktop,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,428,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00012692,2025-07-06 23:56:26,2025-07-06 23:56:26,2025-07-06,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,428,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024511,2025-07-07 01:43:29,2025-07-07 01:43:29,2025-07-07,2025-07-01 00:00:00,2025-07-01 00:00:00,UK,Desktop,Regular,Social,,,,,,2,0,0.000,0.000,0.0,0.0,427,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00027515,2025-07-07 08:11:50,2025-07-07 08:11:50,2025-07-07,2025-07-01 00:00:00,2025-07-01 00:00:00,FR,Mobile,Regular,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,427,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00006010,2025-07-07 10:25:45,2025-07-07 10:25:45,2025-07-07,2025-07-01 00:00:00,2025-07-01 00:00:00,UK,Desktop,Regular,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,427,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00022149,2025-07-07 13:51:47,2025-07-07 13:51:47,2025-07-07,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Desktop,Regular,Social,,,,,,3,0,0.000,0.000,0.0,0.0,427,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00016867,2025-07-07 14:50:04,2025-07-07 14:50:04,2025-07-07,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,VIP,Social,,,,,,10,0,0.000,0.000,0.0,0.0,427,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00013633,2025-07-07 22:28:16,2025-07-07 22:28:16,2025-07-07,2025-07-01 00:00:00,2025-07-01 00:00:00,FR,Desktop,Regular,Paid Search,,,,,,4,0,0.000,0.000,0.0,0.0,427,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00029317,2025-07-08 06:50:22,2025-07-08 06:50:22,2025-07-08,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Desktop,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,426,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009595,2025-07-08 20:07:21,2025-07-08 20:07:21,2025-07-08,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Tablet,Bargain,Social,,,,,,1,0,0.000,0.000,0.0,0.0,426,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00013299,2025-07-09 03:53:04,2025-07-09 03:53:04,2025-07-09,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,VIP,Paid Search,,,,,,6,0,0.000,0.000,0.0,0.0,425,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003835,2025-07-09 06:10:58,2025-07-09 06:10:58,2025-07-09,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Desktop,Bargain,Social,,,,,,1,0,0.000,0.000,0.0,0.0,425,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00015334,2025-07-09 13:05:16,2025-07-09 13:05:16,2025-07-09,2025-07-01 00:00:00,2025-07-01 00:00:00,FR,Desktop,Bargain,Paid Search,,,,,,2,0,0.000,0.000,0.0,0.0,425,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00022404,2025-07-10 00:01:05,2025-07-10 00:01:05,2025-07-10,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Bargain,Paid Search,,,,,,3,0,0.000,0.000,0.0,0.0,424,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00025534,2025-07-10 00:03:04,2025-07-10 00:03:04,2025-07-10,2025-07-01 00:00:00,2025-07-01 00:00:00,FR,Mobile,Regular,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,424,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00000641,2025-07-10 15:48:21,2025-07-10 15:48:21,2025-07-10,2025-07-01 00:00:00,2025-07-01 00:00:00,CA,Desktop,Regular,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,424,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00000945,2025-07-10 19:39:24,2025-07-10 19:39:24,2025-07-10,2025-07-01 00:00:00,2025-07-01 00:00:00,CA,Mobile,Regular,Email,,,,,,4,0,0.000,0.000,0.0,0.0,424,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00029202,2025-07-10 22:00:39,2025-07-10 22:00:39,2025-07-10,2025-07-01 00:00:00,2025-07-01 00:00:00,CA,Desktop,Regular,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,424,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00025098,2025-07-11 00:00:19,2025-07-11 00:00:19,2025-07-11,2025-07-01 00:00:00,2025-07-01 00:00:00,FR,Tablet,Bargain,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,423,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00006163,2025-07-10 23:41:52,2025-07-10 23:41:52,2025-07-10,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Tablet,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,424,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00025123,2025-07-11 06:41:18,2025-07-11 06:41:18,2025-07-11,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,VIP,Organic Search,,,,,,5,0,0.000,0.000,0.0,0.0,423,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00028560,2025-07-11 15:32:41,2025-07-11 15:32:41,2025-07-11,2025-07-01 00:00:00,2025-07-01 00:00:00,UK,Mobile,Regular,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,423,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00026667,2025-07-12 09:46:04,2025-07-12 09:46:04,2025-07-12,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Tablet,Bargain,Direct,,,,,,2,0,0.000,0.000,0.0,0.0,422,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00013774,2025-07-12 11:55:15,2025-07-12 11:55:15,2025-07-12,2025-07-01 00:00:00,2025-07-01 00:00:00,UK,Mobile,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,422,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003366,2025-07-12 15:09:40,2025-07-12 15:09:40,2025-07-12,2025-07-01 00:00:00,2025-07-01 00:00:00,CA,Mobile,VIP,Email,,,,,,10,0,0.000,0.000,0.0,0.0,422,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00009513,2025-07-12 15:53:23,2025-07-12 15:53:23,2025-07-12,2025-07-01 00:00:00,2025-07-01 00:00:00,DE,Mobile,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,422,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00004044,2025-07-12 20:54:04,2025-07-12 20:54:04,2025-07-12,2025-07-01 00:00:00,2025-07-01 00:00:00,UK,Mobile,Regular,Paid Search,,,,,,3,0,0.000,0.000,0.0,0.0,422,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003164,2025-07-13 06:47:30,2025-07-13 06:47:30,2025-07-13,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Desktop,Regular,Paid Search,,,,,,5,0,0.000,0.000,0.0,0.0,421,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00000859,2025-07-13 06:56:02,2025-07-13 06:56:02,2025-07-13,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Tablet,Bargain,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,421,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00005134,2025-07-13 09:56:55,2025-07-13 09:56:55,2025-07-13,2025-07-01 00:00:00,2025-07-01 00:00:00,CA,Mobile,Bargain,Organic Search,,,,,,2,0,0.000,0.000,0.0,0.0,421,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024550,2025-07-13 18:45:18,2025-07-13 18:45:18,2025-07-13,2025-07-01 00:00:00,2025-07-01 00:00:00,FR,Tablet,Regular,Paid Search,,,,,,3,0,0.000,0.000,0.0,0.0,421,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00023449,2025-07-13 23:56:37,2025-07-13 23:56:37,2025-07-13,2025-07-01 00:00:00,2025-07-01 00:00:00,UK,Tablet,Regular,Paid Search,,,,,,3,0,0.000,0.000,0.0,0.0,421,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00016636,2025-07-14 19:48:55,2025-07-14 19:48:55,2025-07-14,2025-07-01 00:00:00,2025-07-01 00:00:00,CA,Mobile,Regular,Organic Search,,,,,,7,0,0.000,0.000,0.0,0.0,420,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00012488,2025-07-15 02:44:37,2025-07-15 02:44:37,2025-07-15,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Bargain,Direct,,,,,,1,0,0.000,0.000,0.0,0.0,419,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00025702,2025-07-15 03:30:40,2025-07-15 03:30:40,2025-07-15,2025-07-01 00:00:00,2025-07-01 00:00:00,CA,Desktop,Regular,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,419,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00008346,2025-07-15 20:28:47,2025-07-15 20:28:47,2025-07-15,2025-07-01 00:00:00,2025-07-01 00:00:00,FR,Mobile,Bargain,Paid Search,,,,,,1,0,0.000,0.000,0.0,0.0,419,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00000187,2025-07-15 21:21:05,2025-07-15 21:21:05,2025-07-15,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Desktop,Regular,Direct,,,,,,4,0,0.000,0.000,0.0,0.0,419,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00008707,2025-07-16 00:03:00,2025-07-16 00:03:00,2025-07-16,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Tablet,Bargain,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,418,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00028292,2025-07-16 01:46:00,2025-07-16 01:46:00,2025-07-16,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,VIP,Email,,,,,,2,0,0.000,0.000,0.0,0.0,418,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00024993,2025-07-16 14:44:37,2025-07-16 14:44:37,2025-07-16,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Desktop,Regular,Organic Search,,,,,,1,0,0.000,0.000,0.0,0.0,418,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00022191,2025-07-16 18:12:05,2025-07-16 18:12:05,2025-07-16,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Desktop,Regular,Social,,,,,,3,0,0.000,0.000,0.0,0.0,418,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00028148,2025-07-16 19:47:11,2025-07-16 19:47:11,2025-07-16,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Regular,Direct,,,,,,3,0,0.000,0.000,0.0,0.0,418,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
USR-00003927,2025-07-17 03:29:26,2025-07-17 03:29:26,2025-07-17,2025-07-01 00:00:00,2025-07-01 00:00:00,US,Mobile,Regular,Organic Search,,,,,,4,0,0.000,0.000,0.0,0.0,417,0 Orders,Tier 0: Non-Buyer,Registered Non-Purchaser
